name,name_lower,occurrences,first_offset,chapters,num_chapters,context_sample
Герасимов,герасим,4,1487,0,1,развалины сосед мой Герасимов и со свойственным е
Цыганы,цыган,2,2754,0,1,одили бы по городам Цыганы на показ и мы плати
Ивана,иван,2,3470,0,1,оселе у брата моего Ивана (Маиора). Абат знач
Маиора,маиор,2,3477,0,1, брата моего Ивана (Маиора). Абат значит катол
