token,count,rank,per_1k
овцам,1,632,0.7599
кофей,1,633,0.7599
полнокровных,1,634,0.7599
вреден,1,635,0.7599
головокружение,1,636,0.7599
глазах,1,637,0.7599
мутный,1,638,0.7599
вид,1,639,0.7599
тому,1,640,0.7599
подобное,1,641,0.7599
прочее,1,642,0.7599
сделал,1,643,0.7599
кроме,1,644,0.7599
имею,1,645,0.7599
аттестатов,1,646,0.7599
свидетельств,1,647,0.7599
соседушко,1,648,0.7599
ей,1,649,0.7599
богу,1,650,0.7599
откроем,1,651,0.7599
вместе,1,652,0.7599
литературой,1,653,0.7599
займемся,1,654,0.7599
поганенького,1,655,0.7599
вычислениям,1,656,0.7599
различным,1,657,0.7599
поучите,1,658,0.7599
читал,1,659,0.7599
одного,1,660,0.7599
французского,1,661,0.7599
ученого,1,662,0.7599
львиная,1,663,0.7599
морда,1,664,0.7599
совсем,1,665,0.7599
похожа,1,666,0.7599
человеческий,1,667,0.7599
лик,1,668,0.7599
думают,1,669,0.7599
ученыи,1,670,0.7599
насщот,1,671,0.7599
поговорим,1,672,0.7599
сделайте,1,673,0.7599
милость,1,674,0.7599
завтра,1,675,0.7599
постное,1,676,0.7599
едим,1,677,0.7599
будим,1,678,0.7599
готовить,1,679,0.7599
скоромное,1,680,0.7599
дочь,1,681,0.7599
моя,1,682,0.7599
наташенька,1,683,0.7599
просила,1,684,0.7599
чтоб,1,685,0.7599
собой,1,686,0.7599
книги,1,687,0.7599
привезли,1,688,0.7599
эманципе,1,689,0.7599
дураки,1,690,0.7599
одна,1,691,0.7599
умная,1,692,0.7599
молодеж,1,693,0.7599
дает,1,694,0.7599
знать,1,695,0.7599
дай,1,696,0.7599
им,1,697,0.7599
бог,1,698,0.7599
через,1,699,0.7599
неделю,1,700,0.7599
прибудет,1,701,0.7599
брат,1,702,0.7599
иван,1,703,0.7599
маиор,1,704,0.7599
хороший,1,705,0.7599
между,1,706,0.7599
сказать,1,707,0.7599
бурбон,1,708,0.7599
любит,1,709,0.7599
это,1,710,0.7599
письмо,1,711,0.7599
должен,1,712,0.7599
доставить,1,713,0.7599
ключник,1,714,0.7599
трофим,1,715,0.7599
ровно,1,716,0.7599
часов,1,717,0.7599
вечера,1,718,0.7599
привезет,1,719,0.7599
побейте,1,720,0.7599
щекам,1,721,0.7599
профессорски,1,722,0.7599
нечего,1,723,0.7599
этим,1,724,0.7599
племенем,1,725,0.7599
церемонится,1,726,0.7599
доставит,1,727,0.7599
кабак,1,728,0.7599
анафема,1,729,0.7599
заходил,1,730,0.7599
обычай,1,731,0.7599
ездить,1,732,0.7599
соседям,1,733,0.7599
выдуман,1,734,0.7599
окончится,1,735,0.7599
непременно,1,736,0.7599
машинками,1,737,0.7599
книгами,1,738,0.7599
сам,1,739,0.7599
поехал,1,740,0.7599
да,1,741,0.7599
конфузлив,1,742,0.7599
смелости,1,743,0.7599
хватает,1,744,0.7599
негодника,1,745,0.7599
беспокойство,1,746,0.7599
остаюсь,1,747,0.7599
уважающий,1,748,0.7599
войска,1,749,0.7599
донского,1,750,0.7599
отставной,1,751,0.7599
урядник,1,752,0.7599
дворян,1,753,0.7599
ваш,1,754,0.7599
василий,1,755,0.7599
семи,1,756,0.7599
булатов,1,757,0.7599
