source,source_lower,target,target_lower,weight,context_level,chapters,num_chapters
Пьером,пьер,Растопчина,растопч,4,sentence,"17,23,77",3
Растопчина,растопч,России,росси,4,sentence,"23,71,89,90",4
Десалем,десал,Княжна Марья,марь,4,sentence,29,1
Михаил Иваныч,иваныч,Княжна Марья,марь,4,sentence,"29,37",2
Лысые Горы,гор,Лысых Горах,горах,4,sentence,"31,32,35,51",4
Алпатыча,алпатыч,Андрей,андр,4,sentence,"31,32",2
Андрея,андре,Москву,москв,4,sentence,"32,51,97",3
Билибина,билиб,Элен,элен,4,sentence,"33,73",2
Князь Василий,василий,Анны Павловны,павловн,4,sentence,33,1
Андрей,андр,Наташи,наташ,4,sentence,"42,96,97",3
Денисова,денис,Кутузова,кутуз,4,sentence,42,1
Бонапарте,бонапарт,Москву,москв,4,sentence,"44,71,90,91",4
Наполеона,наполеон,Растопчина,растопч,4,sentence,"44,71,77",3
Синей Бороде,бород,Смоленской,смоленск,4,sentence,"46,68",2
Кутузова,кутуз,Кутузовым,кутузовым,4,sentence,"49,63,89",3
Граф Бенигсен,бенигсен,Пьером,пьер,4,sentence,"49,50",2
Калужскую,калужску,Москву,москв,4,sentence,"68,85",2
Кутузова,кутуз,Растопчина,растопч,4,sentence,"89,90",2
Восток,восток,Запада,запад,3,sentence,0,1
Европы,европ,Наполеона,наполеон,3,sentence,"0,6,92",3
Александра,александр,Англии,англи,3,sentence,"0,5",2
Вислу,висл,Наполеона,наполеон,3,sentence,"0,5",2
Наполеона,наполеон,Пруссию,прусси,3,sentence,"0,3,52",3
Александра,александр,Москву,москв,3,sentence,"0,28,99",3
Moscou,moscou,Наполеона,наполеон,3,sentence,"1,34,85",3
Балашев,балаш,Балашеву,балашев,3,sentence,"2,5,6",3
Балашев,балаш,Неману,неман,3,sentence,"3,5",2
Наполеона,наполеон,Франции,франци,3,sentence,"3,55,66",3
Empereur,empereur,Наполеона,наполеон,3,sentence,"5,56",2
Винцингероде,винцингерод,Штейнов,штейн,3,sentence,"5,6,9",3
Армфельдтов,армфельдт,Граф Бенигсен,бенигсен,3,sentence,5,1
Балашев,балаш,России,росси,3,sentence,"5,6,28",3
Балашев,балаш,Москву,москв,3,sentence,6,1
Андрей,андр,Петербурга,петербург,3,sentence,"7,8",2
Андрей,андр,Анатоля Курагина,кураг,3,sentence,"7,8",2
Кутузова,кутуз,Наполеона,наполеон,3,sentence,"7,46",2
Княжна Марья,марь,Николушка,николушк,3,sentence,"7,29",2
Десаль,десаль,Княжна Марья,марь,3,sentence,"7,29,31",3
Андрей,андр,Лысых Горах,горах,3,sentence,"7,32,43",3
Барклаю,баркла,Дриссы,дрисс,3,sentence,8,1
Один Багратион,багратион,Толли,толл,3,sentence,"8,28,46",3
Наполеона,наполеон,Пфуль,пфуль,3,sentence,"8,9,10",3
Андрей,андр,Граф Бенигсен,бенигсен,3,sentence,"9,10",2
Наполеона,наполеон,Пфуля,пфул,3,sentence,"9,10,28",3
Андрей,андр,Пфуль,пфуль,3,sentence,9,1
Андрей,андр,Пфуля,пфул,3,sentence,"9,10",2
Андрея,андре,Наташи,наташ,3,sentence,"11,96,97",3
Петю,пет,Ростов,рост,3,sentence,"11,25,27",3
Ильиным,ильиным,Лаврушку,лаврушк,3,sentence,"11,40,41",3
Ильина,иль,Лаврушку,лаврушк,3,sentence,"12,40",2
Остермана,остерман,Ростов,рост,3,sentence,"13,14",2
Беловой,белов,Наташи,наташ,3,sentence,16,1
России,росси,Смоленской,смоленск,3,sentence,"17,28,89",3
Слава Богу,бог,Наташи,наташ,3,sentence,"17,83",2
Один Багратион,багратион,Смоленской,смоленск,3,sentence,"28,31,32",3
Алпатыча,алпатыч,Лысые Горы,гор,3,sentence,"31,36",2
Андрея,андре,Смоленской,смоленск,3,sentence,"31,32",2
Алпатыча,алпатыч,Ферапонтова,ферапонт,3,sentence,31,1
Лысые Горы,гор,Москву,москв,3,sentence,"32,71",2
Петербурга,петербург,Элен,элен,3,sentence,"33,72,73",3
Вязьмы,вязьм,Наполеона,наполеон,3,sentence,34,1
Ideville,ideville,Lelorme,lelorme,3,sentence,"34,85",2
Бертье,берть,Наполеона,наполеон,3,sentence,"34,62",2
Богучарово,богучарово,Княжна Марья,марь,3,sentence,"35,37,41",3
Дронушкой,дронушк,Княжна Марья,марь,3,sentence,"37,38",2
Алпатыча,алпатыч,Дуняша,дуняш,3,sentence,"37,38,40",3
Богучарова,богучар,Ростов,рост,3,sentence,"40,41",2
Алпатыча,алпатыч,Ростов,рост,3,sentence,"40,41",2
Кутузову,кутузов,Москву,москв,3,sentence,"46,71,90",3
Бородине,бородин,Колоче,колоч,3,sentence,"46,58",2
Колоче,колоч,Наполеона,наполеон,3,sentence,"46,54",2
Борису,борис,Кутузова,кутуз,3,sentence,49,1
Борису,борис,Пьером,пьер,3,sentence,"49,58",2
Кутузова,кутуз,Пьером,пьер,3,sentence,49,1
Кайсаров,кайсар,Кутузова,кутуз,3,sentence,"49,63,70",3
Oui,oui,Sire,sire,3,sentence,"53,57",2
Боссе,босс,Наполеона,наполеон,3,sentence,53,1
Empereur,empereur,Vive,vive,3,sentence,"53,56",2
Морана,моран,Фриана,фриан,3,sentence,54,1
Бородино,бородино,Колоче,колоч,3,sentence,"54,59,61",3
Берлин,берл,Вены,вен,3,sentence,"71,91,99",3
Бородинского,бородинского,Растопчина,растопч,3,sentence,"71,89",2
Бонапарте,бонапарт,Растопчина,растопч,3,sentence,"71,90,91",3
Васильич,васильич,Мавра Кузьминишна,кузьминишн,3,sentence,"83,88",2
Пьером,пьер,Объезжая Сухареву,сухарев,3,sentence,"84,94,98",3
Верещагин,верещаг,Граф,граф,3,sentence,90,1
Paris,paris,Пьером,пьер,3,sentence,94,1
Schoss,schoss,Соне,сон,3,sentence,96,1
Наполеона,наполеон,Ольденбургскому,ольденбургском,2,sentence,0,1
Monsieur,monsieur,Наполеона,наполеон,2,sentence,"0,1",2
Monsieur,monsieur,Александра,александр,2,sentence,"0,1",2
Австрией,австри,Наполеона,наполеон,2,sentence,"0,52",2
Англии,англи,Наполеона,наполеон,2,sentence,0,1
Австрией,австри,России,росси,2,sentence,"0,52",2
Англии,англи,России,росси,2,sentence,0,1
Наполеона,наполеон,Ольденбургский,ольденбургский,2,sentence,0,1
Московской,московск,Смоленской,смоленск,2,sentence,"0,31",2
Александра,александр,России,росси,2,sentence,"0,28",2
Дрездене,дрезден,Наполеона,наполеон,2,sentence,"0,1",2
Александра,александр,Граф Бенигсен,бенигсен,2,sentence,"2,5",2
Граф Бенигсен,бенигсен,Наполеона,наполеон,2,sentence,"2,8",2
Вильне,вильн,Петербурга,петербург,2,sentence,"2,72",2
Балашев,балаш,Борису,борис,2,sentence,2,1
Аракчеева,аракче,Балашевым,балашевым,2,sentence,2,1
Empereur,empereur,Балашев,балаш,2,sentence,"3,5",2
Балашев,балаш,Кастре,кастр,2,sentence,4,1
Балашев,балаш,Вильне,вильн,2,sentence,4,1
Александра,александр,Балашеву,балашев,2,sentence,5,1
Вислу,висл,Одер,одер,2,sentence,5,1
Ежели,ежел,Москву,москв,2,sentence,"5,56",2
Валахии,валахи,Молдавии,молдави,2,sentence,5,1
Граф Бенигсен,бенигсен,Штейнов,штейн,2,sentence,"5,8",2
Граф Бенигсен,бенигсен,Винцингероде,винцингерод,2,sentence,5,1
Армфельдтов,армфельдт,Винцингероде,винцингерод,2,sentence,5,1
Бертье,берть,Коленкур,коленкур,2,sentence,"6,62",2
Балашев,балаш,Испания,испани,2,sentence,6,1
Наполеона,наполеон,Штейнов,штейн,2,sentence,"6,9",2
Винцингероде,винцингерод,Наполеона,наполеон,2,sentence,"6,9",2
Анатоля Курагина,кураг,Петербурга,петербург,2,sentence,"7,8",2
Анатоля Курагина,кураг,России,росси,2,sentence,7,1
России,росси,Турцию,турци,2,sentence,"7,69",2
Андрей,андр,России,росси,2,sentence,"7,97",2
Андрей,андр,Наполеона,наполеон,2,sentence,"7,9",2
Барклаю,баркла,Кутузова,кутуз,2,sentence,"7,63",2
Кутузова,кутуз,Толли,толл,2,sentence,"7,46",2
Bourienne,bourienne,Николушка,николушк,2,sentence,"7,29",2
Bourienne,bourienne,Десаль,десаль,2,sentence,"7,29",2
Десаль,десаль,Николушка,николушк,2,sentence,"7,29",2
Bourienne,bourienne,Андрей,андр,2,sentence,7,1
Андрей,андр,Дриссы,дрисс,2,sentence,8,1
Один Багратион,багратион,Барклаю,баркла,2,sentence,"8,28",2
Армфельд,армфельд,Штейнов,штейн,2,sentence,"8,9",2
Пфуль,пфуль,Штейнов,штейн,2,sentence,"8,9",2
Вольцоген,вольцоген,Штейнов,штейн,2,sentence,"8,9",2
Армфельд,армфельд,Пфуль,пфуль,2,sentence,"8,9",2
Армфельд,армфельд,Вольцоген,вольцоген,2,sentence,"8,9",2
Вольцоген,вольцоген,Паулучи,паулуч,2,sentence,"8,10",2
Граф Бенигсен,бенигсен,Паулучи,паулуч,2,sentence,"8,9",2
Аракчеева,аракче,Граф Бенигсен,бенигсен,2,sentence,8,1
Вольцоген,вольцоген,Пфуля,пфул,2,sentence,"8,10",2
Винцингероде,винцингерод,Вольцоген,вольцоген,2,sentence,"8,9",2
Дрисский,дрисский,Пфуля,пфул,2,sentence,"8,28",2
Барклаю,баркла,Пфуля,пфул,2,sentence,"8,28",2
Граф Бенигсен,бенигсен,Пфуля,пфул,2,sentence,"8,10",2
Граф Бенигсен,бенигсен,Болконскому,болконском,2,sentence,"9,10",2
Андрея,андре,Турцию,турци,2,sentence,9,1
Мишо,мишо,Наполеона,наполеон,2,sentence,9,1
Болконского,болконского,Паулучи,паулуч,2,sentence,"9,10",2
Армфельд,армфельд,Толь,толь,2,sentence,"9,10",2
Вольцоген,вольцоген,Мишо,мишо,2,sentence,"9,10",2
Андрей,андр,Вольцоген,вольцоген,2,sentence,"9,52",2
Drissa,drissa,Паулучи,паулуч,2,sentence,10,1
Quant,quant,Паулучи,паулуч,2,sentence,10,1
Drissa,drissa,Quant,quant,2,sentence,10,1
Андрей,андр,Паулучи,паулуч,2,sentence,10,1
Андрея,андре,Пфуль,пфуль,2,sentence,10,1
Паулучи,паулуч,Пфуля,пфул,2,sentence,"10,28",2
Здржинского,здржинского,Ильина,иль,2,sentence,11,1
Марья Генриховна,генриховн,Ильина,иль,2,sentence,12,1
Остермана,остерман,Толстой,толст,2,sentence,"14,70",2
Петю,пет,Ростовых,ростовых,2,sentence,"15,78",2
Марьи Дмитриевны,дмитриевн,Петю,пет,2,sentence,"15,26",2
Настасья Ивановна,ивановн,Наташи,наташ,2,sentence,16,1
Его,его,Ему,ем,2,sentence,17,1
Ему,ем,Твоею,твое,2,sentence,17,1
Его,его,Твоею,твое,2,sentence,17,1
Голиафа,голиаф,Моисею,моисе,2,sentence,17,1
Давиду,давид,Моисею,моисе,2,sentence,17,1
Амалика,амалик,Моисею,моисе,2,sentence,17,1
Мадиама,мадиам,Моисею,моисе,2,sentence,17,1
Гедеону,гедеон,Моисею,моисе,2,sentence,17,1
Голиафа,голиаф,Давиду,давид,2,sentence,17,1
Амалика,амалик,Голиафа,голиаф,2,sentence,17,1
Голиафа,голиаф,Мадиама,мадиам,2,sentence,17,1
Гедеону,гедеон,Голиафа,голиаф,2,sentence,17,1
Амалика,амалик,Давиду,давид,2,sentence,17,1
Давиду,давид,Мадиама,мадиам,2,sentence,17,1
Гедеону,гедеон,Давиду,давид,2,sentence,17,1
Амалика,амалик,Мадиама,мадиам,2,sentence,17,1
Амалика,амалик,Гедеону,гедеон,2,sentence,17,1
Гедеону,гедеон,Мадиама,мадиам,2,sentence,17,1
Твоей,тво,Твоих,твоих,2,sentence,17,1
Russe Besuhof,besuhof,Пьером,пьер,2,sentence,"23,92",2
Наполеона,наполеон,Ростову,ростов,2,sentence,"23,34",2
Болконского,болконского,Пьером,пьер,2,sentence,"23,49",2
Пьером,пьер,Ростовым,ростовым,2,sentence,"23,92",2
Наполеона,наполеон,Растопчиным,растопчиным,2,sentence,"23,44",2
Пьером,пьер,Растопчиным,растопчиным,2,sentence,"23,84",2
Растопчина,растопч,Шиншин,шинш,2,sentence,"24,44",2
Москву,москв,Шиншин,шинш,2,sentence,"24,44",2
Москву,москв,Растопчину,растопчин,2,sentence,"24,89",2
Москву,москв,Соне,сон,2,sentence,"24,96",2
Илья Андреич,андреич,Пьером,пьер,2,sentence,26,1
Пьером,пьер,"Степан
Степанович",степанович,2,sentence,26,1
Александра,александр,Пфуля,пфул,2,sentence,28,1
Барклаю,баркла,Барклай,барклай,2,sentence,"28,63",2
Один Багратион,багратион,Барклай,барклай,2,sentence,"28,46",2
Жюли,жюл,Москву,москв,2,sentence,"29,44",2
Андрея,андре,Витебск,витебск,2,sentence,29,1
Княжна Марья,марь,Смоленской,смоленск,2,sentence,"29,31",2
Витебск,витебск,Смоленской,смоленск,2,sentence,"30,53",2
Лысые Горы,гор,Московской,московск,2,sentence,"31,78",2
Лысых Горах,горах,Княжна Марья,марь,2,sentence,"31,39",2
Андрея,андре,Лысых Горах,горах,2,sentence,"31,32",2
Андрей,андр,Смоленской,смоленск,2,sentence,"32,52",2
Лысых Горах,горах,Москву,москв,2,sentence,"32,35",2
Москву,москв,Хотя,хот,2,sentence,"32,44",2
Андрей,андр,Чт,чт,2,sentence,"32,97",2
Бонапарте,бонапарт,Анны Павловны,павловн,2,sentence,33,1
Анны Павловны,павловн,Элен,элен,2,sentence,33,1
Кутузова,кутуз,Анны Павловны,павловн,2,sentence,33,1
Займища,займищ,Наполеона,наполеон,2,sentence,34,1
Синей Бороде,бород,Наполеона,наполеон,2,sentence,"34,61",2
Вязьмы,вязьм,Займища,займищ,2,sentence,34,1
Вязьмы,вязьм,Москву,москв,2,sentence,34,1
Синей Бороде,бород,Москву,москв,2,sentence,"34,46",2
Займища,займищ,Цареву,царев,2,sentence,"34,42",2
Lelorme,lelorme,Наполеона,наполеон,2,sentence,"34,85",2
Ideville,ideville,Наполеона,наполеон,2,sentence,"34,85",2
Eh,eh,Наполеона,наполеон,2,sentence,"34,62",2
Денисова,денис,Наполеона,наполеон,2,sentence,"34,42",2
Le,le,"Историк Наполеона
Тьер",тьер,2,sentence,34,1
Napol,napol,"Историк Наполеона
Тьер",тьер,2,sentence,34,1
Бонапарте,бонапарт,Наполеона,наполеон,2,sentence,34,1
Cosaque,cosaque,"Историк Наполеона
Тьер",тьер,2,sentence,34,1
Богучарово,богучарово,Лысых Горах,горах,2,sentence,35,1
Богучарово,богучарово,Москву,москв,2,sentence,35,1
Андрея,андре,Богучарове,богучаров,2,sentence,"35,36",2
Алпатыча,алпатыч,Богучарова,богучар,2,sentence,36,1
Дрон,дрон,Слушаю,слуша,2,sentence,36,1
Дрон,дрон,Эй,эй,2,sentence,36,1
Алпатыча,алпатыч,Эй,эй,2,sentence,36,1
Алпатыча,алпатыч,Дронушкой,дронушк,2,sentence,37,1
Дуняша,дуняш,Княжна Марья,марь,2,sentence,"37,38",2
Княжна Марья,марь,Тихона,тихон,2,sentence,"37,39",2
Дрон,дрон,Дуняша,дуняш,2,sentence,38,1
Богучарова,богучар,Ильиным,ильиным,2,sentence,40,1
Богучарова,богучар,Ильина,иль,2,sentence,40,1
Ильина,иль,Ильиным,ильиным,2,sentence,40,1
Богучарове,богучаров,Ростов,рост,2,sentence,"40,41",2
Карп,карп,Ростов,рост,2,sentence,41,1
Алпатыча,алпатыч,Лаврушку,лаврушк,2,sentence,41,1
Болконского,болконского,Денисова,денис,2,sentence,42,1
Андрея,андре,Денисова,денис,2,sentence,42,1
Денисова,денис,Наташи,наташ,2,sentence,42,1
Болконского,болконского,Наташи,наташ,2,sentence,"42,97",2
Андрея,андре,Кутузову,кутузов,2,sentence,"43,63",2
Андрея,андре,Аустерлицем,аустерлиц,2,sentence,"43,51",2
Андрей,андр,Однако,однако,2,sentence,"43,52",2
Растопчина,растопч,Растопчиным,растопчиным,2,sentence,"44,45",2
Жюли,жюл,Пьером,пьер,2,sentence,44,1
Оболенского,оболенского,Белую Церковь,церковь,2,sentence,"44,78",2
Moscou,moscou,Пьером,пьер,2,sentence,"44,94",2
Пьером,пьер,Ростову,ростов,2,sentence,"45,83",2
Евстафьевичу,евстафьевич,Пьером,пьер,2,sentence,45,1
Бородине,бородин,Шевардине,шевардин,2,sentence,46,1
Бородинское,бородинско,Кутузова,кутуз,2,sentence,"46,68",2
Барклай,барклай,Кутузова,кутуз,2,sentence,"46,63",2
Колоче,колоч,Москву,москв,2,sentence,"46,48",2
Колоче,колоч,Утице,утиц,2,sentence,46,1
Бородиным,бородиным,Наполеона,наполеон,2,sentence,"46,66",2
Бородиным,бородиным,Колоче,колоч,2,sentence,"46,59",2
Наполеона,наполеон,Шевардинский,шевардинский,2,sentence,46,1
Уварова,увар,Утице,утиц,2,sentence,"46,61",2
Пьером,пьер,"Проедете
Татаринову",татаринов,2,sentence,"47,49",2
Граф Бенигсен,бенигсен,Борису,борис,2,sentence,49,1
Лысые Горы,гор,Наполеона,наполеон,2,sentence,"51,71",2
Андрея,андре,Вольцоген,вольцоген,2,sentence,"52,63",2
Beausset,beausset,Fabvier,fabvier,2,sentence,53,1
Боссе,босс,Фабвье,фабвь,2,sentence,"53,99",2
Наполеона,наполеон,Риме,рим,2,sentence,53,1
Наполеона,наполеон,Париже,париж,2,sentence,"53,67",2
Roi,roi,Rome,rome,2,sentence,53,1
Аустерлицем,аустерлиц,Фридланде,фридланд,2,sentence,"53,62",2
Наполеона,наполеон,Ней,ней,2,sentence,"54,62",2
Компана,компан,Наполеона,наполеон,2,sentence,54,1
Наполеона,наполеон,Шевардинского,шевардинского,2,sentence,"54,61",2
Десс,десс,Фриана,фриан,2,sentence,54,1
Десс,десс,Компана,компан,2,sentence,"54,61",2
Вице,виц,Морана,моран,2,sentence,54,1
Бородино,бородино,Морана,моран,2,sentence,54,1
Бородино,бородино,Фриана,фриан,2,sentence,54,1
Бородино,бородино,Наполеона,наполеон,2,sentence,"54,61",2
Бородинское,бородинско,России,росси,2,sentence,55,1
Варфоломеевская,варфоломеевска,Карл,карл,2,sentence,"55,56",2
Бородинском,бородинск,Наполеона,наполеон,2,sentence,56,1
Ежели,ежел,Наполеона,наполеон,2,sentence,"56,77",2
Sire,sire,Рапп,рапп,2,sentence,57,1
Синей Бороде,бород,Пьером,пьер,2,sentence,"58,61",2
Пьером,пьер,Раевского,раевского,2,sentence,"59,74",2
Бородинского,бородинского,Бородиным,бородиным,2,sentence,"61,66",2
Даву,дав,Мюрат,мюрат,2,sentence,"61,62",2
Наполеона,наполеон,Подкрепления,подкреплени,2,sentence,62,1
Бертье,берть,Клапареда,клапаред,2,sentence,62,1
Вольцоген,вольцоген,Кутузова,кутуз,2,sentence,63,1
Барклай,барклай,Вольцоген,вольцоген,2,sentence,63,1
Ils,ils,Наполеона,наполеон,2,sentence,65,1
Москву,москв,Франции,франци,2,sentence,"66,99",2
Бородиным,бородиным,Смоленской,смоленск,2,sentence,"66,68",2
Вильне,вильн,Москву,москв,2,sentence,"68,99",2
Калужскую,калужску,Кутузова,кутуз,2,sentence,68,1
Калужскую,калужску,Филей,фил,2,sentence,68,1
Кутузова,кутуз,Филей,фил,2,sentence,68,1
Москву,москв,Филях,филях,2,sentence,"68,78",2
Синей Бороде,бород,Филей,фил,2,sentence,"68,69",2
Кутузову,кутузов,Растопчина,растопч,2,sentence,"71,90",2
Растопчина,растопч,Смоленской,смоленск,2,sentence,"71,89",2
Августину,августин,Лысые Горы,гор,2,sentence,"71,78",2
Лысые Горы,гор,Растопчина,растопч,2,sentence,"71,79",2
Пьером,пьер,Торжке,торжк,2,sentence,"75,84",2
Долохов,долох,Пьером,пьер,2,sentence,75,1
Растопчина,растопч,Сокольниках,сокольниках,2,sentence,"76,90",2
Верещагин,верещаг,Пьером,пьер,2,sentence,"76,77",2
Ключарева,ключар,Пьером,пьер,2,sentence,"76,77",2
Nous,nous,Пьером,пьер,2,sentence,77,1
Оболенского,оболенского,Петю,пет,2,sentence,78,1
Бородинском,бородинск,Москву,москв,2,sentence,"78,97",2
Дорогомиловскую,дорогомиловску,Москву,москв,2,sentence,"78,85",2
Москву,москв,Чт,чт,2,sentence,"79,83",2
Мавра Кузьминишна,кузьминишн,Москву,москв,2,sentence,"79,83",2
Мама,мам,Наташи,наташ,2,sentence,"79,83",2
Наташи,наташ,Папа,пап,2,sentence,"79,81",2
Москву,москв,Ростовым,ростовым,2,sentence,"81,92",2
Берг,берг,Наташи,наташ,2,sentence,82,1
Андрея,андре,Соне,сон,2,sentence,"83,96",2
Васильич,васильич,Москву,москв,2,sentence,"83,88",2
Наташи,наташ,Объезжая Сухареву,сухарев,2,sentence,83,1
Графиня Безухова,безух,Слава Богу,бог,2,sentence,83,1
Баздеева,базде,Пьером,пьер,2,sentence,84,1
Баздеева,базде,Патриаршие,патриарши,2,sentence,84,1
Герасим,герасим,Слушаю,слуша,2,sentence,84,1
Москву,москв,Рязанскую,рязанску,2,sentence,"85,89",2
Наполеона,наполеон,Поклонной,поклонн,2,sentence,85,1
Камер,камер,Наполеона,наполеон,2,sentence,"85,86",2
Каменном,каменн,Москворецком,москворецк,2,sentence,87,1
Кутузовым,кутузовым,Растопчина,растопч,2,sentence,89,1
Кутузовым,кутузовым,Москву,москв,2,sentence,89,1
Для,дл,Растопчина,растопч,2,sentence,89,1
Верещагин,верещаг,Москву,москв,2,sentence,90,1
Москву,москв,Мюрат,мюрат,2,sentence,91,1
Арбата,арбат,Мюрат,мюрат,2,sentence,91,1
Пьером,пьер,Слободском,слободск,2,sentence,92,1
Ah,ah,Пьером,пьер,2,sentence,"93,99",2
Пьером,пьер,Рамбаль,рамбаль,2,sentence,94,1
Est,est,Пьером,пьер,2,sentence,94,1
Empereur,empereur,Пьером,пьер,2,sentence,94,1
Eh,eh,Пьером,пьер,2,sentence,"94,98",2
Москву,москв,Мытищах,мытищах,2,sentence,"95,97",2
Андрей,андр,Мытищах,мытищах,2,sentence,97,1
Поварской,поварск,Пьером,пьер,2,sentence,98,1
Грузинского,грузинского,Поварской,поварск,2,sentence,"98,99",2
Il,il,Пьером,пьер,2,sentence,99,1
Восток,восток,Европы,европ,1,sentence,0,1
Восток,восток,России,росси,1,sentence,0,1
Европы,европ,Запада,запад,1,sentence,0,1
Запада,запад,России,росси,1,sentence,0,1
Александра,александр,Ольденбургскому,ольденбургском,1,sentence,0,1
Oldenbourg,oldenbourg,Наполеона,наполеон,1,sentence,0,1
Меттерниху,меттерних,Наполеона,наполеон,1,sentence,0,1
Наполеона,наполеон,Талейрану,талейран,1,sentence,0,1
Наполеона,наполеон,Румянцеву,румянцев,1,sentence,0,1
Oldenbourg,oldenbourg,Меттерниху,меттерних,1,sentence,0,1
Oldenbourg,oldenbourg,Александра,александр,1,sentence,0,1
Monsieur,monsieur,Oldenbourg,oldenbourg,1,sentence,0,1
Oldenbourg,oldenbourg,Талейрану,талейран,1,sentence,0,1
