token,token_lower,count,rank,per_1k,chapter_0,chapter_1,chapter_2
onction,onction,1,11247,0.0091,1,0,0
commencer,commencer,1,11248,0.0091,1,0,0
мягкому,мягкому,1,11249,0.0091,1,0,0
незнакомая,незнакомая,1,11250,0.0091,1,0,0
разделенную,разделенную,1,11251,0.0091,1,0,0
аркой,аркой,1,11252,0.0091,1,0,0
обитую,обитую,1,11253,0.0091,1,0,0
персидскими,персидскими,1,11254,0.0091,1,0,0
коврами,коврами,1,11255,0.0091,1,0,0
киот,киот,1,11256,0.0091,1,0,0
освещенными,освещенными,1,11257,0.0091,1,0,0
ризами,ризами,1,11258,0.0091,1,0,0
киота,киота,1,11259,0.0091,1,0,0
длинное,длинное,1,11260,0.0091,1,0,0
вольтеровское,вольтеровское,1,11261,0.0091,1,0,0
обложенном,обложенном,1,11262,0.0091,1,0,0
вверху,вверху,1,11263,0.0091,1,0,0
снежно,снежно,1,11264,0.0091,1,0,0
смятыми,смятыми,1,11265,0.0091,1,0,0
перемененными,перемененными,1,11266,0.0091,1,0,0
подушками,подушками,1,11267,0.0091,1,0,0
укрытая,укрытая,1,11268,0.0091,1,0,0
пояса,пояса,1,11269,0.0091,1,0,0
одеялом,одеялом,1,11270,0.0091,1,0,0
величественная,величественная,1,11271,0.0091,1,0,0
напоминавших,напоминавших,1,11272,0.0091,1,0,0
льва,льва,1,11273,0.0091,1,0,0
характерно,характерно,1,11274,0.0091,1,0,0
благородными,благородными,1,11275,0.0091,1,0,0
желтом,желтом,1,11276,0.0091,1,0,0
толстые,толстые,1,11277,0.0091,1,0,0
простаны,простаны,1,11278,0.0091,1,0,0
указательным,указательным,1,11279,0.0091,1,0,0
вставлена,вставлена,1,11280,0.0091,1,0,0
восковая,восковая,1,11281,0.0091,1,0,0
придерживал,придерживал,1,11282,0.0091,1,0,0
креслом,креслом,1,11283,0.0091,1,0,0
величественных,величественных,1,11284,0.0091,1,0,0
одеждах,одеждах,1,11285,0.0091,1,0,0
выпростанными,выпростанными,1,11286,0.0091,1,0,0
зажженными,зажженными,1,11287,0.0091,1,0,0
икон,икон,1,11288,0.0091,1,0,0
оглянется,оглянется,1,11289,0.0091,1,0,0
печалью,печалью,1,11290,0.0091,1,0,0
всепрощением,всепрощением,1,11291,0.0091,1,0,0
резным,резным,1,11292,0.0091,1,0,0
бархатным,бархатным,1,11293,0.0091,1,0,0
спинкой,спинкой,1,11294,0.0091,1,0,0
свечой,свечой,1,11295,0.0091,1,0,0
крестился,крестился,1,11296,0.0091,1,0,0
приставлял,приставлял,1,11297,0.0091,1,0,0
персты,персты,1,11298,0.0091,1,0,0
спокойную,спокойную,1,11299,0.0091,1,0,0
набожность,набожность,1,11300,0.0091,1,0,0
божией,божией,1,11301,0.0091,1,0,0
мужская,мужская,1,11302,0.0091,1,0,0
разделились,разделились,1,11303,0.0091,1,0,0
молчало,молчало,1,11304,0.0091,1,0,0
крестилось,крестилось,1,11305,0.0091,1,0,0
церковное,церковное,1,11306,0.0091,1,0,0
сдержанное,сдержанное,1,11307,0.0091,1,0,0
густое,густое,1,11308,0.0091,1,0,0
басовое,басовое,1,11309,0.0091,1,0,0
перестановка,перестановка,1,11310,0.0091,1,0,0
вздохи,вздохи,1,11311,0.0091,1,0,0
свечу,свечу,1,11312,0.0091,1,0,0
зажег,зажег,1,11313,0.0091,1,0,0
развлеченный,развлеченный,1,11314,0.0091,1,0,0
креститься,креститься,1,11315,0.0091,1,0,0
смешливая,смешливая,1,11316,0.0091,1,0,0
софи,софи,1,11317,0.0091,1,0,0
родинкою,родинкою,1,11318,0.0091,1,0,0
избежание,избежание,1,11319,0.0091,1,0,0
духовенства,духовенства,1,11320,0.0091,1,0,0
поманила,поманила,1,11321,0.0091,1,0,0
зажженной,зажженной,1,11322,0.0091,1,0,0
колонне,колонне,1,11323,0.0091,1,0,0
иностранца,иностранца,1,11324,0.0091,1,0,0
обряда,обряда,1,11325,0.0091,1,0,0
одобряет,одобряет,1,11326,0.0091,1,0,0
неслышными,неслышными,1,11327,0.0091,1,0,0
зеленого,зеленого,1,11328,0.0091,1,0,0
щупать,щупать,1,11329,0.0091,1,0,0
пульс,пульс,1,11330,0.0091,1,0,0
выпить,выпить,1,11331,0.0091,1,0,0
расступились,расступились,1,11332,0.0091,1,0,0
богослужение,богослужение,1,11333,0.0091,1,0,0
возобновилось,возобновилось,1,11334,0.0091,1,0,0
перерыва,перерыва,1,11335,0.0091,1,0,0
спинки,спинки,1,11336,0.0091,1,0,0
понимают,понимают,1,11337,0.0091,1,0,0
глубь,глубь,1,11338,0.0091,1,0,0
концом,концом,1,11339,0.0091,1,0,0
решив,решив,1,11340,0.0091,1,0,0
уме,уме,1,11341,0.0091,1,0,0
церковного,церковного,1,11342,0.0091,1,0,0
пения,пения,1,11343,0.0091,1,0,0
прекратились,прекратились,1,11344,0.0091,1,0,0
поздравляло,поздравляло,1,11345,0.0091,1,0,0
принятием,принятием,1,11346,0.0091,1,0,0
безжизненно,безжизненно,1,11347,0.0091,1,0,0
шопоты,шопоты,1,11348,0.0091,1,0,0
выдавался,выдавался,1,11349,0.0091,1,0,0
перенести,перенести,1,11350,0.0091,1,0,0
желтой,желтой,1,11351,0.0091,1,0,0
осторожному,осторожному,1,11352,0.0091,1,0,0
обступивших,обступивших,1,11353,0.0091,1,0,0
переносили,переносили,1,11354,0.0091,1,0,0
уронишь,уронишь,1,11355,0.0091,1,0,0
дыхания,дыхания,1,11356,0.0091,1,0,0
переступанья,переступанья,1,11357,0.0091,1,0,0
торопливее,торопливее,1,11358,0.0091,1,0,0
несли,несли,1,11359,0.0091,1,0,0
несущие,несущие,1,11360,0.0091,1,0,0
затылков,затылков,1,11361,0.0091,1,0,0
приподнятые,приподнятые,1,11362,0.0091,1,0,0
державшими,державшими,1,11363,0.0091,1,0,0
мышки,мышки,1,11364,0.0091,1,0,0
седая,седая,1,11365,0.0091,1,0,0
львиная,львиная,1,11366,0.0091,1,0,0
чувственным,чувственным,1,11367,0.0091,1,0,0
обезображена,обезображена,1,11368,0.0091,1,0,0
покачивалась,покачивалась,1,11369,0.0091,1,0,0
неровных,неровных,1,11370,0.0091,1,0,0
несущих,несущих,1,11371,0.0091,1,0,0
безучастный,безучастный,1,11372,0.0091,1,0,0
суетни,суетни,1,11373,0.0091,1,0,0
несшие,несшие,1,11374,0.0091,1,0,0
праздничной,праздничной,1,11375,0.0091,1,0,0
имевшей,имевшей,1,11376,0.0091,1,0,0
отношение,отношение,1,11377,0.0091,1,0,0
совершенному,совершенному,1,11378,0.0091,1,0,0
таинству,таинству,1,11379,0.0091,1,0,0
опираясь,опираясь,1,11380,0.0091,1,0,0
выложены,выложены,1,11381,0.0091,1,0,0
зеленом,зеленом,1,11382,0.0091,1,0,0
шелковом,шелковом,1,11383,0.0091,1,0,0
одеяле,одеяле,1,11384,0.0091,1,0,0
ладонями,ладонями,1,11385,0.0091,1,0,0
многое,многое,1,11386,0.0091,1,0,0
торопливый,торопливый,1,11387,0.0091,1,0,0
посылая,посылая,1,11388,0.0091,1,0,0
воздушный,воздушный,1,11389,0.0091,1,0,0
вытягивая,вытягивая,1,11390,0.0091,1,0,0
зацепить,зацепить,1,11391,0.0091,1,0,0
приложился,приложился,1,11392,0.0091,1,0,0
ширококостной,ширококостной,1,11393,0.0091,1,0,0
мясистой,мясистой,1,11394,0.0091,1,0,0
мускул,мускул,1,11395,0.0091,1,0,0
дрогнули,дрогнули,1,11396,0.0091,1,0,0
наивное,наивное,1,11397,0.0091,1,0,0
соболезнуя,соболезнуя,1,11398,0.0091,1,0,0
неуклюжее,неуклюжее,1,11399,0.0091,1,0,0
занимало,занимало,1,11400,0.0091,1,0,0
употребляя,употребляя,1,11401,0.0091,1,0,0
являла,являла,1,11402,0.0091,1,0,0
трогательной,трогательной,1,11403,0.0091,1,0,0
часом,часом,1,11404,0.0091,1,0,0
крупных,крупных,1,11405,0.0091,1,0,0
мускулах,мускулах,1,11406,0.0091,1,0,0
усиливалось,усиливалось,1,11407,0.0091,1,0,0
покривился,покривился,1,11408,0.0091,1,0,0
близок,близок,1,11409,0.0091,1,0,0
перекривленного,перекривленного,1,11410,0.0091,1,0,0
неясный,неясный,1,11411,0.0091,1,0,0
угадать,угадать,1,11412,0.0091,1,0,0
выказывали,выказывали,1,11413,0.0091,1,0,0
слугу,слугу,1,11414,0.0091,1,0,0
безотходно,безотходно,1,11415,0.0091,1,0,0
изголовья,изголовья,1,11416,0.0091,1,0,0
бочок,бочок,1,11417,0.0091,1,0,0
перевернуться,перевернуться,1,11418,0.0091,1,0,0
переворотить,переворотить,1,11419,0.0091,1,0,0
переворачивали,переворачивали,1,11420,0.0091,1,0,0
завалилась,завалилась,1,11421,0.0091,1,0,0
напрасное,напрасное,1,11422,0.0091,1,0,0
перетащить,перетащить,1,11423,0.0091,1,0,0
безжизненную,безжизненную,1,11424,0.0091,1,0,0
умирающей,умирающей,1,11425,0.0091,1,0,0
непослушную,непослушную,1,11426,0.0091,1,0,0
страдальческая,страдальческая,1,11427,0.0091,1,0,0
выражавшая,выражавшая,1,11428,0.0091,1,0,0
собственным,собственным,1,11429,0.0091,1,0,0
бессилием,бессилием,1,11430,0.0091,1,0,0
щипанье,щипанье,1,11431,0.0091,1,0,0
затуманили,затуманили,1,11432,0.0091,1,0,0
перевернули,перевернули,1,11433,0.0091,1,0,0
assoupi,assoupi,1,11434,0.0091,1,0,0
приходившую,приходившую,1,11435,0.0091,1,0,0
смену,смену,1,11436,0.0091,1,0,0
руководительницей,руководительницей,1,11437,0.0091,1,0,0
prenez,prenez,1,11438,0.0091,1,0,0
suffirez,suffirez,1,11439,0.0091,1,0,0
restaure,restaure,1,11440,0.0091,1,0,0
tasse,tasse,1,11441,0.0091,1,0,0
blanche,blanche,1,11442,0.0091,1,0,0
сдержанной,сдержанной,1,11443,0.0091,1,0,0
оживленности,оживленности,1,11444,0.0091,1,0,0
отхлебывая,отхлебывая,1,11445,0.0091,1,0,0
китайской,китайской,1,11446,0.0091,1,0,0
чашки,чашки,1,11447,0.0091,1,0,0
подкрепить,подкрепить,1,11448,0.0091,1,0,0
круглую,круглую,1,11449,0.0091,1,0,0
зеркалами,зеркалами,1,11450,0.0091,1,0,0
столиками,столиками,1,11451,0.0091,1,0,0
балов,балов,1,11452,0.0091,1,0,0
умевший,умевший,1,11453,0.0091,1,0,0
сидеть,сидеть,1,11454,0.0091,1,0,0
зеркальной,зеркальной,1,11455,0.0091,1,0,0
бальных,бальных,1,11456,0.0091,1,0,0
туалетах,туалетах,1,11457,0.0091,1,0,0
бриллиантах,бриллиантах,1,11458,0.0091,1,0,0
жемчугах,жемчугах,1,11459,0.0091,1,0,0
голых,голых,1,11460,0.0091,1,0,0
оглядывали,оглядывали,1,11461,0.0091,1,0,0
освещенные,освещенные,1,11462,0.0091,1,0,0
зеркала,зеркала,1,11463,0.0091,1,0,0
повторявшие,повторявшие,1,11464,0.0091,1,0,0
непраздничные,непраздничные,1,11465,0.0091,1,0,0
спальне,спальне,1,11466,0.0091,1,0,0
помедлив,помедлив,1,11467,0.0091,1,0,0
ненужно,ненужно,1,11468,0.0091,1,0,0
захлопывала,захлопывала,1,11469,0.0091,1,0,0
убедительно,убедительно,1,11470,0.0091,1,0,0
заступая,заступая,1,11471,0.0091,1,0,0
дядюшки,дядюшки,1,11472,0.0091,1,0,0
мирском,мирском,1,11473,0.0091,1,0,0
фамильярной,фамильярной,1,11474,0.0091,1,0,0
перепрыгивали,перепрыгивали,1,11475,0.0091,1,0,0
толще,толще,1,11476,0.0091,1,0,0
саtiche,саtiche,1,11477,0.0091,1,0,0
мозаиковый,мозаиковый,1,11478,0.0091,1,0,0
забытая,забытая,1,11479,0.0091,1,0,0
хватаясь,хватаясь,1,11480,0.0091,1,0,0
conjure,conjure,1,11481,0.0091,1,0,0
усилий,усилий,1,11482,0.0091,1,0,0
удерживал,удерживал,1,11483,0.0091,1,0,0
сладкую,сладкую,1,11484,0.0091,1,0,0
тягучесть,тягучесть,1,11485,0.0091,1,0,0
мягкость,мягкость,1,11486,0.0091,1,0,0
