name,name_lower,chapter_idx,count
Votre Majest,majest,2,5
Votre Majest,majest,3,2
Votre Majest,majest,55,1
Marchons,marchons,101,1
Marie,marie,7,1
Marie,marie,39,2
Mecklembourgeois,mecklembourgeois,67,1
Merci,merci,96,1
Monseigneur,monseigneur,74,2
Morel,morel,96,2
Moscou,moscou,1,2
Moscou,moscou,6,4
Moscou,moscou,36,2
Moscou,moscou,46,2
Moscou,moscou,55,1
Moscou,moscou,67,3
Moscou,moscou,87,2
Moscou,moscou,88,1
Moscou,moscou,91,1
Moscou,moscou,96,4
Bordeau Moscovite,moscovite,96,1
Moskowa,moskowa,55,1
Moskowa,moskowa,96,1
Naples,naples,3,1
Naples,naples,64,1
Naples,naples,96,2
Napol,napol,25,2
Napol,napol,36,3
Napolitains,napolitains,67,1
Nicolas,nicolas,16,1
Nicolas,nicolas,26,1
Nicolas,nicolas,80,3
Nun,nun,10,1
Oder,oder,67,1
Oldenbourg,oldenbourg,0,1
Onterkoff,onterkoff,96,1
Orient,orient,36,1
Parfait,parfait,96,1
Paris,paris,55,1
Paris,paris,67,1
Paris,paris,96,11
Parisien,parisien,96,2
Parisienne,parisienne,96,1
Parlez,parlez,101,2
Personen,personen,54,1
Pi,pi,67,1
Platow,platow,36,1
Polonais,polonais,67,1
Poltawa,poltawa,6,1
Potier,potier,96,1
Preis,preis,54,1
Privat,privat,54,1
Prussiens,prussiens,67,1
Quant,quant,10,2
Quelle,quelle,96,2
Ramball,ramball,95,1
Ramball,ramball,96,2
Rapp,rapp,59,3
Rastopchine,rastopchine,93,2
Raum,raum,54,3
Raum,raum,65,1
Recommandez,recommandez,47,1
Rentrez,rentrez,46,1
Rhin,rhin,67,1
Romain,romain,101,1
Romains,romains,67,1
Rome,rome,6,1
Rome,rome,55,2
Rome,rome,96,1
Russes,russes,67,1
Russes,russes,96,1
Russes,russes,101,1
Russie,russie,2,1
Russie,russie,67,2
Sachez,sachez,74,1
Sacr,sacr,96,1
Saint,saint,75,1
Satisfait,satisfait,67,1
Saxons,saxons,67,1
Schoss,schoss,15,1
Schoss,schoss,82,2
Schoss,schoss,83,1
Schoss,schoss,85,1
Schoss,schoss,98,4
Sept,sept,96,1
Smolensk,smolensk,59,2
Smolensk,smolensk,96,1
Soci,soci,79,1
Sophie,sophie,31,1
Sorbonne,sorbonne,96,1
Suisses,suisses,67,1
Madame Suza,suza,46,1
Talma,talma,96,1
Tartare,tartare,101,1
Terribles,terribles,96,1
Teufel,teufel,9,1
Tiens,tiens,96,1
Tiens,tiens,100,1
Toscans,toscans,67,1
Tr,tr,36,1
Turenne,turenne,4,1
Unterkunft,unterkunft,96,3
Unterkunft,unterkunft,101,1
Varsovie,varsovie,96,1
Verlust,verlust,54,1
Vienne,vienne,96,1
Vilain,vilain,1,1
Vistule,vistule,5,1
Vistule,vistule,67,1
Viva,viva,3,1
Voil,voil,59,1
Voil,voil,74,1
Voil,voil,75,2
Voil,voil,100,1
Voudrez,voudrez,96,1
Voyons,voyons,95,1
Voyons,voyons,101,1
Wagram,wagram,96,1
Wilna,wilna,67,2
Wurtembergeois,wurtembergeois,67,1
Wurtembourgeois,wurtembourgeois,96,1
Zweck,zweck,54,1
Августину,августин,73,1
Августину,августин,80,1
Австрией,австри,0,1
Австрией,австри,54,1
Австрийскую,австрийску,1,1
Степан Степанович Адраксин,адракс,28,2
Ай,ай,61,1
Княжна Алина,ал,31,1
Александра,александр,0,8
Александра,александр,1,1
Александра,александр,2,1
Александра,александр,3,2
Александра,александр,4,3
Александра,александр,5,13
Александра,александр,6,7
Александра,александр,8,4
Александра,александр,30,4
Александра,александр,87,1
Александра,александр,101,4
Александровских,александровских,28,1
Иосифа Алексеевича,алексеевич,86,7
Иосифа Алексеевича,алексеевич,94,5
Макар Алексеичем,алексеич,94,7
Макар Алексеичем,алексеич,95,5
Алпатыча,алпатыч,31,1
Алпатыча,алпатыч,32,4
Алпатыча,алпатыч,33,67
Алпатыча,алпатыч,34,6
Алпатыча,алпатыч,37,1
Алпатыча,алпатыч,38,18
Алпатыча,алпатыч,39,9
Алпатыча,алпатыч,40,1
Алпатыча,алпатыч,42,11
Алпатыча,алпатыч,43,8
Аль,аль,33,1
Аль,аль,61,1
Амазонка,амазонк,46,1
Амалика,амалик,17,2
Аминь,аминь,17,1
Анатоля,анатол,17,2
Анатоля,анатол,67,1
Анатоль,анатоль,67,1
Анатоль,анатоль,77,2
Англии,англи,0,3
Англии,англи,5,3
Английском,английск,77,1
Английского,английского,46,1
Андрей,андр,7,29
Андрей,андр,8,8
Андрей,андр,9,8
Андрей,андр,10,7
Андрей,андр,31,2
Андрей,андр,33,5
Андрей,андр,34,20
Андрей,андр,37,1
Андрей,андр,39,1
Андрей,андр,44,10
Андрей,андр,45,11
Андрей,андр,53,5
Андрей,андр,54,28
Андрей,андр,66,9
Андрей,андр,67,8
Андрей,андр,79,1
Андрей,андр,85,1
Андрей,андр,98,4
Андрей,андр,99,22
Андрей,андр,101,1
Андрея,андре,7,8
Андрея,андре,8,2
Андрея,андре,9,6
Андрея,андре,10,4
Андрея,андре,11,1
Андрея,андре,17,2
Андрея,андре,31,6
Андрея,андре,32,1
Андрея,андре,33,3
Андрея,андре,34,11
Андрея,андре,37,3
Андрея,андре,38,2
Андрея,андре,39,4
Андрея,андре,43,2
Андрея,андре,44,14
Андрея,андре,45,6
Андрея,андре,53,3
Андрея,андре,54,7
Андрея,андре,60,2
Андрея,андре,65,1
Андрея,андре,66,5
Андрея,андре,67,10
Андрея,андре,72,1
Андрея,андре,77,1
Андрея,андре,85,2
Андрея,андре,98,4
Андрея,андре,99,6
Алексей Андреевич,андреевич,34,1
Илья Андреич,андреич,27,1
Илья Андреич,андреич,28,6
Илья Андреич,андреич,29,1
Илья Андреич,андреич,31,1
Илья Андреич,андреич,80,1
Илья Андреич,андреич,83,1
Позовите Андрюшу,андрюш,37,1
Аниска,аниск,100,3
Анной,анн,84,1
Антихрист,антихрист,25,1
Анферовы,анферов,101,2
Апокалипсисе,апокалипсис,18,1
Апокалипсисе,апокалипсис,25,2
Аракчеева,аракче,2,5
Аракчеева,аракче,4,3
Аракчеева,аракче,8,5
Аракчеева,аракче,35,1
Аракчееву,аракчеев,30,1
Аракчееву,аракчеев,34,1
Арбата,арбат,93,2
Арбата,арбат,100,2
Арбатскую,арбатску,15,1
Арк,арк,46,1
Арколем,аркол,64,1
Армфельд,армфельд,8,2
Армфельд,армфельд,9,1
Армфельд,армфельд,10,7
Армфельдтов,армфельдт,5,3
Архаровых,архаровых,46,1
Ауерштетом,ауерштет,9,1
Аустерлицем,аустерлиц,10,1
Аустерлицем,аустерлиц,45,2
Аустерлицем,аустерлиц,53,1
Аустерлицем,аустерлиц,54,1
Аустерлицем,аустерлиц,55,1
Аустерлицем,аустерлиц,64,2
Аустерлицком,аустерлицк,7,1
Аустерлицком,аустерлицк,8,1
Аустерлицком,аустерлицк,10,1
Аустерлицком,аустерлицк,11,1
Аустерлицком,аустерлицк,58,1
Аустерлицким,аустерлицким,9,1
Аустерлицкого,аустерлицкого,8,1
Аустерлицкого,аустерлицкого,44,1
Африки,африк,1,1
Африки,африк,87,1
Ах,ах,26,3
Ах,ах,31,2
Ах,ах,32,1
Ах,ах,39,1
Ах,ах,46,1
Ах,ах,47,1
Ах,ах,49,1
Ах,ах,50,3
Ах,ах,52,1
Ах,ах,54,1
Ах,ах,61,1
Ах,ах,76,1
Ах,ах,78,1
Ах,ах,79,1
Ах,ах,81,1
Ах,ах,83,1
Ах,ах,84,2
Ах,ах,85,4
Ах,ах,86,2
Ах,ах,90,2
Ах,ах,94,1
Ах,ах,98,3
Ах,ах,99,1
Ах,ах,101,6
Ахиллес,ахиллес,69,6
Марья Дмитриевна Ахросимова,ахросим,75,1
Ашу,аш,33,2
Ба,ба,101,1
Один Багратион,багратион,5,1
Один Багратион,багратион,8,2
Один Багратион,багратион,10,1
Один Багратион,багратион,30,7
Один Багратион,багратион,33,1
Один Багратион,багратион,34,1
Один Багратион,багратион,48,1
Один Багратион,багратион,61,2
Один Багратион,багратион,63,1
Один Багратион,багратион,65,2
Баденских,баденских,6,1
Баденскому,баденском,5,1
Баздеева,базде,86,5
Балашев,балаш,2,5
Балашев,балаш,3,16
Балашев,балаш,4,12
Балашев,балаш,5,29
Балашев,балаш,6,20
Балашев,балаш,8,1
Балашев,балаш,30,1
Балашеву,балашев,2,2
Балашеву,балашев,3,3
Балашеву,балашев,4,1
Балашеву,балашев,5,7
Балашеву,балашев,6,4
Балашевым,балашевым,2,4
Балашевым,балашевым,6,1
Бальмашев,бальмаш,101,1
Барклаю,баркла,7,1
Барклаю,баркла,8,6
Барклаю,баркла,30,9
Барклаю,баркла,33,1
Барклаю,баркла,35,1
Барклаю,баркла,44,1
Барклаю,баркла,54,2
Барклаю,баркла,65,4
Барклаю,баркла,72,2
Барклай,барклай,5,2
Барклай,барклай,8,2
Барклай,барклай,9,1
Барклай,барклай,30,8
Барклай,барклай,44,1
Барклай,барклай,48,1
Барклай,барклай,65,3
Барклай,барклай,72,1
Барклай,барклай,84,1
Бассано,бассано,101,1
Батарея,батаре,66,1
Беги,бег,61,1
Беззащитная,беззащитна,42,1
Беззубово,беззубово,50,1
Графиня Безухова,безух,2,1
Графиня Безухова,безух,16,1
Графиня Безухова,безух,29,1
Графиня Безухова,безух,46,3
Графиня Безухова,безух,79,2
Графиня Безухова,безух,80,1
Графиня Безухова,безух,85,2
Безухову,безухов,49,1
Безухову,безухов,74,1
Безуховых,безуховых,79,1
Аграфена Ивановна Белова,бел,16,1
Беловой,белов,16,3
Бельяр,бельяр,64,4
Граф Бенигсен,бенигсен,2,3
Граф Бенигсен,бенигсен,5,3
Граф Бенигсен,бенигсен,8,9
Граф Бенигсен,бенигсен,9,5
Граф Бенигсен,бенигсен,10,2
Граф Бенигсен,бенигсен,30,2
Граф Бенигсен,бенигсен,31,1
Граф Бенигсен,бенигсен,50,1
Граф Бенигсен,бенигсен,51,10
Граф Бенигсен,бенигсен,52,8
Граф Бенигсен,бенигсен,71,3
Граф Бенигсен,бенигсен,72,11
Бери,бер,89,1
Берг,берг,33,5
Берг,берг,83,1
Берг,берг,84,11
Берегись,берегись,66,1
Березину,березин,70,1
Берись,берись,66,1
Берись,берись,94,1
Берлин,берл,73,1
Берлин,берл,93,1
Берлин,берл,101,1
Бернадота,бернадот,5,1
Бертье,берть,1,1
Бертье,берть,6,1
Бертье,берть,36,2
Бертье,берть,64,9
Бессьер,бессьер,6,1
Билибина,билиб,35,1
Билибина,билиб,75,5
Билибина,билиб,101,1
Блажен,блажен,101,1
Блаженная,блаженна,64,1
Василия Блаженного,блаженного,89,2
Слава Богу,бог,7,1
Слава Богу,бог,10,1
Слава Богу,бог,16,1
Слава Богу,бог,17,4
Слава Богу,бог,25,1
Слава Богу,бог,26,2
Слава Богу,бог,30,1
Слава Богу,бог,34,1
Слава Богу,бог,39,3
Слава Богу,бог,40,2
Слава Богу,бог,45,1
Слава Богу,бог,54,1
Слава Богу,бог,65,1
Слава Богу,бог,77,2
Слава Богу,бог,83,2
Слава Богу,бог,85,5
Слава Богу,бог,94,1
Слава Богу,бог,97,1
Слава Богу,бог,99,1
Слава Богу,бог,101,4
Богородице,богородиц,50,1
Апокалипсиса Иоанна Богослова,богосл,18,1
Богучарова,богучар,37,1
Богучарова,богучар,38,3
Богучарова,богучар,42,2
Богучарова,богучар,43,1
Богучарове,богучаров,7,1
Богучарове,богучаров,37,3
Богучарове,богучаров,38,3
Богучарове,богучаров,39,1
Богучарове,богучаров,42,1
Богучарове,богучаров,43,1
Богучарове,богучаров,101,1
Богучарово,богучарово,34,3
Богучарово,богучарово,37,4
Богучарово,богучарово,38,1
Богучарово,богучарово,39,1
Богучарово,богучарово,42,1
Богучарово,богучарово,43,1
Богучаровым,богучаровым,38,1
Богучаровым,богучаровым,42,1
Ах Боже,бож,7,1
Ах Боже,бож,66,2
Божия,божи,44,1
Божия,божи,92,1
Промысл Божий,божий,80,1
Божьей,божь,0,1
Божьей,божь,37,1
Божьей,божь,89,1
Божьей,божь,100,1
Божьего,божьего,39,1
Бозе,боз,50,1
Болконском,болконск,25,1
Болконском,болконск,43,1
Мари Болконская,болконска,46,2
Болконский,болконский,7,1
Болконский,болконский,26,1
Болконский,болконский,44,4
Болконский,болконский,80,1
Болконский,болконский,82,1
Болконский,болконский,85,1
Болконским,болконским,99,1
Болконского,болконского,8,1
Болконского,болконского,9,1
Болконского,болконского,10,1
Болконского,болконского,17,1
Болконского,болконского,25,1
Болконского,болконского,33,2
Болконского,болконского,39,1
Болконского,болконского,42,2
Болконского,болконского,44,2
Болконского,болконского,45,1
Болконского,болконского,51,1
Болконского,болконского,99,1
Болконскому,болконском,8,1
Болконскому,болконском,9,1
Болконскому,болконском,10,1
Болконскому,болконском,44,2
Болконскому,болконском,54,1
Болота,болот,34,1
Бонапарте,бонапарт,8,2
Бонапарте,бонапарт,10,1
Бонапарте,бонапарт,35,2
Бонапарте,бонапарт,36,3
Бонапарте,бонапарт,38,1
Бонапарте,бонапарт,46,1
Бонапарте,бонапарт,73,1
Бонапарте,бонапарт,92,1
Бонапарте,бонапарт,93,1
Бонапарте,бонапарт,94,3
Бонапарте,бонапарт,101,1
Бонапартовскою,бонапартовско,47,1
Борис,борис,2,11
Борис,борис,51,14
Борис,борис,60,1
Боровицкие,боровицки,89,1
Синей Бороде,бород,7,1
Синей Бороде,бород,36,1
Синей Бороде,бород,48,2
Синей Бороде,бород,50,1
Синей Бороде,бород,60,3
Синей Бороде,бород,63,1
Синей Бороде,бород,65,1
Синей Бороде,бород,68,1
Синей Бороде,бород,70,2
Синей Бороде,бород,71,1
Бородине,бородин,48,3
Бородине,бородин,50,1
Бородине,бородин,60,2
Бородине,бородин,68,1
Бородино,бородино,50,2
Бородино,бородино,52,1
Бородино,бородино,56,2
Бородино,бородино,61,1
Бородино,бородино,63,3
Бородинском,бородинск,48,3
Бородинском,бородинск,58,3
Бородинском,бородинск,75,1
Бородинском,бородинск,80,1
Бородинском,бородинск,99,1
Бородинская,бородинска,48,1
Бородинское,бородинско,48,9
Бородинское,бородинско,57,2
Бородинское,бородинско,58,2
Бородинское,бородинско,70,1
До Бородинского,бородинского,48,3
До Бородинского,бородинского,52,1
До Бородинского,бородинского,55,1
До Бородинского,бородинского,63,1
До Бородинского,бородинского,65,1
До Бородинского,бородинского,68,1
До Бородинского,бородинского,73,3
До Бородинского,бородинского,76,1
До Бородинского,бородинского,80,1
До Бородинского,бородинского,87,1
До Бородинского,бородинского,91,2
До Бородинского,бородинского,94,1
До Бородинского,бородинского,99,1
Бородиным,бородиным,48,1
Бородиным,бородиным,56,1
Бородиным,бородиным,61,1
Бородиным,бородиным,63,2
Бородиным,бородиным,68,2
Бородиным,бородиным,70,2
Бородиным,бородиным,101,1
Борьба,борьб,96,1
Босоногая,босонога,100,1
Боссе,босс,55,14
Боссе,босс,59,2
Боссе,босс,64,2
Боссе,босс,101,2
Ботнического,ботнического,5,1
Боше,бош,101,1
Браницкий,браницкий,30,1
Рой Браницких,браницких,30,1
Браунау,брауна,59,1
Бремена,бремен,101,1
Будьте,будьт,16,1
Букарешта,букарешт,7,1
Букарешта,букарешт,35,1
Букарешта,букарешт,45,1
Бурбонов,бурбон,55,1
Бурдино,бурдино,50,1
Мамзель Бурьен,бурьен,101,1
Ваграмом,ваграм,64,1
Ваграмом,ваграм,101,1
Валахии,валахи,5,2
Валашки,валашк,7,1
Валуев,валу,27,1
Валуеву,валуев,48,1
Валуеву,валуев,50,1
Валуеву,валуев,68,1
Валуевым,валуевым,60,1
Ваньку,ваньк,43,1
Варварке,варварк,90,1
Варфоломеевская,варфоломеевска,57,1
Варфоломеевская,варфоломеевска,58,1
Варшаву,варшав,101,1
Василия,васили,35,2
Князь Василий,василий,35,12
Князь Василий,василий,75,1
Василья,василь,35,1
Елены Васильевны,васильевн,86,1
Васильич,васильич,82,1
Васильич,васильич,83,2
Васильич,васильич,84,2
Васильич,васильич,85,2
Васильич,васильич,90,3
Васильчиков,васильчик,78,1
Васьки,васьк,44,1
Веди,вед,90,1
Веймарских,веймарских,6,1
Вейротер,вейротер,9,1
Вейротер,вейротер,58,1
Век,век,85,1
Екатерина Великая,велика,5,1
"Фридриха
Великого",великого,9,1
"Фридриха
Великого",великого,57,1
Вены,вен,48,1
Вены,вен,73,1
Вены,вен,93,1
Вены,вен,94,1
Вены,вен,101,1
Верой,вер,46,1
Верой,вер,101,1
Верещагин,верещаг,78,3
Верещагин,верещаг,79,2
Верещагин,верещаг,91,2
Верещагин,верещаг,92,17
Верещагиным,верещагиным,92,1
Верочке,верочк,84,1
Верушка,верушк,84,2
Весельем,весель,34,1
Ветра,ветр,34,1
Взбуровило,взбуровило,38,1
Вздвиженки,вздвиженк,93,3
Виленской,виленск,2,1
Виленской,виленск,8,1
Вилии,вили,1,1
Вильковисском,вильковисск,1,1
Вильковисского,вильковисского,1,1
Вильне,вильн,2,3
Вильне,вильн,4,2
Вильне,вильн,5,1
Вильне,вильн,6,1
Вильне,вильн,8,3
Вильне,вильн,11,2
Вильне,вильн,70,1
Вильне,вильн,74,2
Вильне,вильн,101,2
Винцингероде,винцингерод,5,2
Винцингероде,винцингерод,6,1
Винцингероде,винцингерод,8,1
Винцингероде,винцингерод,9,1
Винцингероде,винцингерод,30,1
Вислу,висл,0,2
Вислу,висл,5,2
Вислу,висл,101,2
Вислоухова,вислоух,38,2
Витгенштейн,витгенштейн,47,1
Витебск,витебск,8,1
Витебск,витебск,13,1
Витебск,витебск,31,3
Витебск,витебск,32,2
Витебск,витебск,55,1
Вишь,вишь,40,1
Вишь,вишь,76,1
Вишь,вишь,97,1
Вишь,вишь,101,1
Владимиром,владимир,84,1
Владимиром,владимир,91,1
Влоцкий,влоцкий,30,1
Внутренний,внутренний,16,1
Внушите,внушит,101,1
Возчики,возчик,49,2
Волконский,волконский,8,2
Волконский,волконский,10,4
Волконскому,волконском,10,1
Вольтер,вольтер,57,1
Вольцоген,вольцоген,8,3
Вольцоген,вольцоген,9,1
Вольцоген,вольцоген,10,5
Вольцоген,вольцоген,34,1
Вольцоген,вольцоген,54,1
Вольцоген,вольцоген,65,10
Вообразите,вообразит,34,1
Воробьевых,воробьевых,71,1
Воронежской,воронежск,80,1
Воронцова,воронц,47,1
Воронцово,воронцово,47,1
Воронья,воронь,66,1
Восток,восток,0,1
Врешь,врешь,94,1
Бога Вседержителя,вседержител,78,1
Входившие,входивши,72,1
Выбирайтесь,выбирайтесь,101,1
Выжидай,выжидай,61,1
Вызываемый,вызываемый,96,1
Выпитое,выпито,96,1
Выправь,выправь,66,1
Вышедший,вышедший,44,1
Вязьмы,вязьм,36,3
Вязьмы,вязьм,39,1
Вязьмы,вязьм,44,1
Вязьмы,вязьм,47,1
Вязьмитинова,вязьмитин,35,1
Гага,гаг,37,1
Гамбурга,гамбург,101,1
Гамбургскую,гамбургску,78,1
Гаченском,гаченск,33,1
Гедеону,гедеон,17,2
Генералитет,генералитет,50,1
Марья Генриховна,генриховн,11,2
Марья Генриховна,генриховн,12,22
Георгием,георги,25,1
Георгием,георги,50,1
Георгием,георги,72,1
Георгиевские,георгиевски,62,1
Георгиевский,георгиевский,14,3
Георгиевский,георгиевский,26,1
Геракова,герак,51,1
Герасим,герасим,86,10
Герасим,герасим,94,4
Герасим,герасим,95,6
Герасим,герасим,96,1
Герасим,герасим,100,1
Германии,германи,6,1
Германии,германи,101,1
Глава,глав,80,1
Главнее,главне,7,1
Издатель Русского Вестника Глинка,глинк,28,1
Глянь,глянь,97,2
Гм,гм,84,1
Голиафа,голиаф,17,2
Князь Голицын,голиц,26,1
Князь Голицын,голиц,46,1
Голодною,голодно,39,1
Гони,гон,89,1
Лысые Горы,гор,7,2
Лысые Горы,гор,33,4
Лысые Горы,гор,34,3
Лысые Горы,гор,37,1
Лысые Горы,гор,38,4
Лысые Горы,гор,44,1
Лысые Горы,гор,53,1
Лысые Горы,гор,73,2
Лысые Горы,гор,80,1
Лысые Горы,гор,81,1
Лысые Горы,гор,83,1
Лысыми Горами,горам,34,2
Лысых Горах,горах,7,1
Лысых Горах,горах,33,2
Лысых Горах,горах,34,2
Лысых Горах,горах,37,4
Лысых Горах,горах,41,2
Лысых Горах,горах,45,1
Лысых Горах,горах,53,1
Горки,горк,54,2
Горки,горк,60,1
Горкам,горкам,49,1
Горкам,горкам,61,1
Горках,горках,51,1
Горках,горках,65,1
Горок,горок,52,1
Горок,горок,68,1
Горячечное,горячечно,99,1
Миром Господу,господ,17,2
Пути Господни,господн,85,1
Тебе Господь,господь,17,1
Гостиного,гостиного,89,1
Гостиный,гостиный,89,1
Гостиный,гостиный,100,1
Гридневой,гриднев,48,1
Грузинского,грузинского,100,1
Грузинского,грузинского,101,1
Грязно,грязно,34,1
Даву,дав,3,2
Даву,дав,4,10
Даву,дав,56,1
Даву,дав,63,3
Даву,дав,64,1
Давиду,давид,17,2
Давыдовым,давыдовым,68,1
Жоржем Данденом,данден,101,1
Софья Даниловна,даниловн,86,2
Данциг,данциг,1,1
Данциг,данциг,3,1
Двенадцатого,двенадцатого,0,1
Двину,двин,5,1
Дворняшка,дворняшк,33,1
Деcаль,деcаль,31,1
Действуйте,действуйт,55,1
Денисова,денис,17,1
Денисова,денис,36,1
Денисова,денис,44,20
Денисова,денис,77,1
Денисову,денисов,11,1
Денисову,денисов,44,1
Вотчинного Департамента,департамент,91,2
Держи,держ,90,1
Десалем,десал,31,6
Десалем,десал,37,1
Десаль,десаль,7,2
Десаль,десаль,31,4
Десаль,десаль,32,2
Десаль,десаль,33,2
Десаль,десаль,37,1
Десс,десс,56,2
Десс,десс,63,2
Дитятко,дитятко,100,1
Марьи Дмитриевны,дмитриевн,15,1
Марьи Дмитриевны,дмитриевн,28,1
Марьи Дмитриевны,дмитриевн,75,2
Днепр,днепр,5,1
Днепр,днепр,31,1
Днепр,днепр,33,2
Добившись,добившись,38,1
Добрее,добре,26,1
Дойдя,дойд,96,1
Дойдя,дойд,101,1
Долголетним,долголетним,65,1
Доложи,долож,33,2
Долохов,долох,51,5
Долохов,долох,53,1
Долохов,долох,77,3
Долоховым,долоховым,77,1
Дома,дом,91,1
Дона,дон,101,1
Дорогобужа,дорогобуж,33,1
Дорогобужа,дорогобуж,36,1
Дорогомиловской,дорогомиловск,71,1
Дорогомиловской,дорогомиловск,87,2
Дорогомиловского,дорогомиловского,88,1
Дорогомиловского,дорогомиловского,100,2
Дорогомиловскому,дорогомиловском,87,1
Дорогомиловскую,дорогомиловску,80,1
Дорогомиловскую,дорогомиловску,87,1
Дорожки,дорожк,34,1
Досиделись,досиделись,81,1
Дохтуров,дохтур,72,2
Дохтурову,дохтуров,65,1
Драгунский,драгунский,14,1
Дрездене,дрезден,0,1
Дрездене,дрезден,1,1
Дрездене,дрезден,30,1
Дриссы,дрисс,8,7
Дриссы,дрисс,11,2
Дриссы,дрисс,70,1
Дриссы,дрисс,101,1
Дрисском,дрисск,7,1
Дрисском,дрисск,30,1
Дрисский,дрисский,8,1
Дрисский,дрисский,10,1
Дрисский,дрисский,30,1
Дрисский,дрисский,101,1
Дрисского,дрисского,9,1
Дрисского,дрисского,10,3
Дрожание,дрожани,101,1
Дрон,дрон,38,20
Дрон,дрон,39,8
Дрон,дрон,40,3
Дрон,дрон,42,3
Дрон,дрон,43,6
Дронушкой,дронушк,38,2
Дронушкой,дронушк,39,7
Дронушкой,дронушк,40,4
Борис Друбецкой,друбецк,2,1
Борис Друбецкой,друбецк,51,1
Друбецкая,друбецка,31,1
Друбецкая,друбецка,46,1
Друбецкая,друбецка,53,1
Друбецкого,друбецкого,51,1
Дружеский,дружеский,101,1
Дуная,дуна,5,1
Дунай,дунай,32,1
Дуняша,дуняш,37,4
Дуняша,дуняш,39,2
Дуняша,дуняш,40,5
Дуняша,дуняш,41,2
Дуняша,дуняш,42,2
Дуняша,дуняш,43,3
Дуняша,дуняш,81,2
Дуняша,дуняш,84,1
Дуняша,дуняш,85,1
Святому Духу,дух,17,1
Душегуб,душегуб,90,1
Душегубство,душегубство,27,1
Душенька,душеньк,37,1
Душенька,душеньк,41,1
Дюрок,дюрок,5,1
Дюрок,дюрок,6,1
Дюронеля,дюронел,101,1
Дюшенуа,дюшену,101,1
Дядя,дяд,44,1
