name,name_lower,occurrences,first_offset,chapters,num_chapters,context_sample
Возвращаясь,возвращаясь,2,147513,"16,81",2,"
молитвы раскаяния. Возвращаясь домой в ранний час "
Непременно,непременно,2,148462,"16,25",2,-- Непременно продолжать утром и 
Проходя,проход,2,150371,"17,99",2,"остались в городе). Проходя подле матери,
позад"
Христу Богу,христ бог,2,154163,"17,84",2,"ми себя и живот наш Христу Богу предадим""."
Троицын,троиц,2,154928,"17,97",2,"реклонные молитвы в Троицын день, и поставил ее"
Моисею,моисе,2,156350,17,1,"ду на врага: яко же Моисею на Амалика, Гедеону"
Амалика,амалик,2,156360,17,1,"а: яко же Моисею на Амалика, Гедеону на
Мадиама"
Гедеону,гедеон,2,156369,17,1," Моисею на Амалика, Гедеону на
Мадиама и Давиду"
Мадиама,мадиам,2,156380,17,1,"Амалика, Гедеону на
Мадиама и Давиду на Голиафа"
Давиду,давид,2,156390,17,1,"едеону на
Мадиама и Давиду на Голиафа. Сохрани"
Голиафа,голиаф,2,156400,17,1,Мадиама и Давиду на Голиафа. Сохрани воинство Е
Тя,тя,2,157299,17,1," нас укрепи верою в Тя, утверди надеждою, "
Ради Бога,рад бог,2,170786,"24,29",2,"-- Ради Бога, не можете ли вы ме"
Болконском,болконск,2,171446,"24,42",2,"поминать Ростовым о Болконском, но Пьер не мог воз"
Кучер,кучер,2,173433,"25,32",2," вошел на лестницу. Кучер его уже
не спрашива"
Нынче,нынч,2,176830,"25,48",2,"ы-то? Скажу, скажу. Нынче скажу всё."
Петр Кириллович,петр кириллович,2,182937,25,1,я вам говорю. Вот и Петр Кириллович скажет…
Постояв,постояв,2,186286,"26,82",2,и отставной солдат. Постояв несколько времени в
Успенский,успенский,2,188750,26,1,"роходил из дворца в Успенский
собор), и Петя неож"
Видишь,видишь,2,189610,"26,100",2,"Душегубство делать!
Видишь сердечный, как скат"
Дьячок,дьячок,2,190435,26,1,"терии дороги стали. Дьячок, спаситель
Пети, ра"
Довольно,довольно,2,192884,"26,98",2,"плакали от
счастия. Довольно большой обломок бис"
"Граф Илья
Андреич",граф иль андреич,2,196980,27,1,"тал прислушиваться. Граф Илья
Андреич в своем Екатерининс"
Никакой,никак,2,198267,"27,36",2,"зу для государства?
Никакой! только разорили на"
Лучше,лучш,2,198308,"27,50",2,"или наши хозяйства. Лучше еще набор… а то
вер"
Извините,извинит,2,199738,"27,41",2,"-- Извините меня, ваше превосхо"
Сильнее,сильне,2,200616,"27,32",2,"руг напали
на него. Сильнее всех напал на него "
"Степан
Степанович",степан степанович,2,200742,27,1,"тепанович Адраксин. Степан
Степанович был в мундире, и от"
Никогда,никогд,2,206931,"28,76",2,"оторый говорил: -- ""Никогда я не сомневался в у"
Благодарю,благодар,2,207029,"28,44",2,"зошло мои ожидания.
Благодарю вас от лица отечест"
Аракчееву,аракчеев,2,218522,"29,33",2,"носит ему. Он пишет
Аракчееву: ""Воля государя мое"
Воля,вол,2,218534,"29,82",2,"н пишет
Аракчееву: ""Воля государя моего, я н"
Вид,вид,2,220775,"30,48",2, с m-lle Bourienne. Вид его и холодный тон 
Тон,тон,2,222968,"30,46",2,"вшим об этой войне. Тон князя был
так споко"
Тишка,тишк,2,231806,31,1,-- Тишка! о чем за обедом го
Николая Андреича Болконского,никола андреич болконского,2,233386,"32,38",2," Горы, именье князя Николая Андреича Болконского, находились в
60-ти"
Увидав Алпатыча,увидав алпатыч,2,237016,32,1,"ыходившей на
улицу. Увидав Алпатыча, он подошел к нему."
Дорогой,дорог,2,237750,"32,41",2,"сов было уже жарко. Дорогой
день для уборки хле"
Знакомый,знакомый,2,238524,"32,48",2,"рых одного он знал. Знакомый ему
дворянин, бывши"
Довели,довел,2,238723,32,1,", да всё
имущество… Довели, что пропадать всем"
Ашу,аш,2,240044,32,1,-- Господину барону Ашу от генерала аншефа 
Доложи,долож,2,240262,32,1,"-- Доложи князю и княжне, что"
Кухарка,кухарк,2,242282,32,1,"й
крик Ферапонтова. Кухарка, как испуганная кур"
Злодей,злод,2,242818,32,1,"-- Злодей ты, губитель, -- пр"
Аль,аль,2,243100,"32,60",2,-- Аль уж ехать хочешь? --
Дорогобужа,дорогобуж,2,243482,"32,35",2,"рапонтов. -- Дай до
Дорогобужа по 7 рублей за подв"
Пока,пок,2,243686,"32,79",2,"те? -- прибавил он. Пока
закладывали лошадей"
Сказано,сказано,2,243930,"32,42",2,"должно, наша взяла. Сказано, не пустят. Значит "
Ой,ой,2,246675,"32,89",2,"-- Ой-о-ох, голубчики мои"
Вошедший,вошедший,2,247219,"32,74",2,ставшийся на улице. Вошедший в подвал лавочник с
Смоленскую,смоленску,2,247307,"32,49",2,"обор, где поднимали Смоленскую
чудотворную икону."
Стоны,стон,2,247738,"32,97",2,"в и треска пожаров. Стоны
кухарки теперь зати"
Пламя,плам,2,249940,32,1," Пожар уже догорал. Пламя то
замирало и терял"
Ветра,ветр,2,255001,33,1,"шим багровым шаром. Ветра не было, и люди зад"
Новое,ново,2,255391,33,1,"й для князя Андрея. Новое чувство
озлобления "
Лысыми Горами,лысым горам,2,256630,33,1,"полк, поровнялась с Лысыми Горами. Князь Андрей два д"
Полагая,полага,2,261434,"33,63",2,уть на них еще раз. Полагая себя уже в безопасн
Мясо,мясо,2,263587,"33,100",2,"""Мясо, тело, chair à cano"
Слух,слух,2,265423,"33,37",2,"""Слух носится, что вы дум"
Отечество,отечество,2,266776,"33,52",2,"е доброе и усердное
Отечество отдаем сволочам и в"
Василия,васили,2,271863,34,1,"тому суждение князя Василия
продолжало быть спр"
Koutouzoff,koutouzoff,2,272810,"34,58",2,"nouvelle? Le prince Koutouzoff est
maréchal.629 Вс"
Переводчик,переводчик,2,280304,"35,92",2,"стливый патриотизм. Переводчик передал эти
слова Н"
Cosaque,cosaque,2,280390,35,1,"лыбнулся. ""Le jeune Cosaque
fit sourire son pui"
Проехав,проехав,2,280456,"35,51",2,""",641 говорит Тьер. Проехав
несколько шагов мол"
Того,того,2,281643,"35,67",2,"ссказывать у своих. Того же, что действитель"
Янкове,янков,2,281904,"35,42",2,"остова,
стоявшего в Янкове, и только что севше"
Навстречу,навстреч,2,284287,"36,48",2," дорожку и в аллею.
Навстречу ей подвигалась боль"
Пойдемте,пойдемт,2,290421,36,1,"т, голова посвежее. Пойдемте. Он зовет
вас…"
Душенька,душеньк,2,293085,"36,40",2,-- Душенька… -- или -- дружок…-
Княжна,княжн,2,296889,"36,41",2,"-- Княжна, воля Божья соверша"
Вислоухова,вислоух,2,302442,37,1,привез даже из села Вислоухова -- где стояли франц
Богучаровым,богучаровым,2,303514,"37,41",2,Лет тридцать Богучаровым управлял староста Д
Слышишь,слышишь,2,306365,37,1, тот царю изменник. Слышишь?
Рамо,рамо,2,312832,38,1,"анцузского генерала Рамо о том, чтобы жители"
Несогласны,несогласн,2,323346,39,1,нам всё бросить-то? Несогласны. Несогласны… Нет на
Поезжай,поезжай,2,323430,"39,64",2,"ашего согласия нет. Поезжай сама, одна…
-- разд"
Помню,помн,2,327097,"40,100",2,"рый не понимал его. Помню, как он
заговорил с"
Осмелюсь,осмелюсь,2,331995,41,1,"-- Осмелюсь беспокоить, ваше бл"
Важно,важно,2,332601,41,1, А! Яков Алпатыч!.. Важно! прости ради Христа
Староста,старост,2,339475,42,1,-- Староста-то? На чтò вам?.. -
Шапки,шапк,2,339621,"42,92",2,"-- Шапки долой, изменники! -"
Ишь,ишь,2,342151,"42,89",2,"-- Ишь книг-то, книг, -- с"
Гусарский,гусарский,2,347200,43,1,"го и тоже
приезжий. Гусарский подполковник обрати"
Тоже,тож,2,347657,"43,100",2,-- Тоже дожидаетесь главнок
Андрей Болконский,андр болконский,2,348586,"43,81",2,"увается. А вы князь Андрей Болконский? --
Он покачал голо"
Коновницын,коновниц,2,355314,"43,71",2," которые принес ему
Коновницын."
Жалею,жале,2,360792,"44,100",2,"-- Жалею, ты бы мне нужен бы"
Нижний,нижний,2,367781,45,1,"правляли на барке в
Нижний, и Растопчин сказал"
Жюли Друбецкая,жюл друбецка,2,368387,"45,52",2,"милости, -- сказала Жюли Друбецкая, собирая и
прижимая"
Оболенского,оболенского,2,371427,"45,79",2,"н поступил в казаки
Оболенского и поехал в Белую Це"
Белую Церковь,белу церковь,2,371450,"45,79",2,ленского и поехал в Белую Церковь. Там формируется по
Верой,вер,2,372394,"45,100",2," я всегда
дружнее с Верой. Cette chère Véra\!"
Cette,cette,2,372401,"45,58",2,"да
дружнее с Верой. Cette chère Véra\!662"
Qui,qui,2,372595,"45,95",2,-- Qui s'excuse -- s'accus
Тогда,тогд,2,375033,"46,95",2,"-- Тогда будет значить, что "
"Варвара
Ивановна",варвар ивановн,2,375765,46,1,"ополучие! Мне нынче Варвара
Ивановна порассказала, как в"
Leppich,leppich,2,378461,46,1,"""Aussitôt que Leppich sera prêt, composez"
Евстафьевичу,евстафьевич,2,381303,46,1,"всей Москве, кучеру Евстафьевичу о том, что он в ноч"
Перхушкове,перхушков,2,381719,46,1," переменя лошадей в Перхушкове, Пьер узнал,
что в "
Милорадович,милорадович,2,387305,"47,69",2," что не подошел
еще Милорадович с ополчением, и еще"
Этому,этом,2,387892,"47,100",2,"ойти на этом месте. Этому служит
доказательст"
Нового,нового,2,389540,47,1,"равый около селения Нового и центр в
Бородине,"
Семеновским,семеновским,2,390545,"47,65",2,"
поле между Утицей, Семеновским и Бородиным (в это "
Возчики,возчик,2,393989,48,1," во вчерашнем деле.
Возчики-мужики, крича на ло"
Али,ал,2,395206,"48,91",2,положат нас что ль? Али до Москвы? -- сказа
Кавалеристы,кавалерист,2,395851,48,1," его не было видно.
Кавалеристы-песенники проходили"
Безухову,безухов,2,397602,"48,73",2,Доктор посоветовал Безухову прямо обратиться к 
Позиция,позици,2,398003,"48,49",2,"-- Позиция? -- сказал доктор, "
Горкам,горкам,2,399605,"48,60",2,ьер поехал вперед к Горкам.
Смоленская,смоленска,2,401082,"49,59",2,"его, вилась большая
Смоленская дорога, шедшая чере"
Направо,направо,2,401719,"49,95",2,"х и неприятельских.
Направо, по течению рек Кол"
Налево,налево,2,401859,"49,95",2,"ззубово, Захарьино.
Налево местность была ровн"
Правый,правый,2,403881,"49,84",2,"ост. Это наш
центр. Правый фланг наш вот где ("
Позади,позад,2,405426,49,1,",
опущенными книзу. Позади пехоты слышалось це"
Горках,горках,2,410317,"50,64",2,указал третий дом в Горках.
Позовите,позовит,2,413004,"50,100",2,"-- Позовите его ко мне, -- сказ"
Ополченцы,ополченц,2,414169,"50,60",2,-- Ополченцы -- те прямо надели 
Горок,горок,2,416369,"51,67",2,Бенигсен от Горок спустился по большо
Семеновскому,семеновском,2,416984,"51,63",2,"ехали через овраг к Семеновскому, в котором солдаты "
Que,que,2,424466,"52,94",2,-- Que diable\!670 -- сказ
Приехали,приехал,2,425488,52,1,"тó Москва? Чтó мои? Приехали
ли наконец в Москву"
Тимохину,тимохин,2,426167,53,1,"альонному командиру Тимохину, чем к Болконскому."
Свет,свет,2,427006,53,1,"-- Свет увидали, ваше сияте"
Тем,тем,2,429120,"53,100",2,"и,
что он изменник! Тем, что его оклеветали"
Цель,цель,2,436810,"53,92",2," военного
общества? Цель войны -- убийство, "
Император Наполеон,император наполеон,2,440822,"54,100",2,Император Наполеон еще не выходил из с
Faites,faites,2,441929,"54,100",2,-- C'est bien! Faites entrer m-r de Beaus
Саламанке,саламанк,2,442765,"54,70",2,"ойск, дравшихся при Саламанке на другом
конце Евр"
Жераром,жерар,2,444919,"54,55",2,"красками написанный Жераром портрет мальчика, р"
Фридланде,фридланд,2,446662,"54,63",2,"али при Аустерлице, Фридланде, Витебске и Смоленс"
De,de,2,446842,"54,90",2,-- De la Moskowa\!690 -- 
Moskowa,moskowa,2,446848,"54,95",2,-- De la Moskowa\!690 -- повторил На
Казалось,казалось,2,448284,"55,59",2,"таковать французам.
Казалось, что для этого не н"
Экмюльским,экмюльским,2,448977,55,1,"азываемого герцогом Экмюльским,
о том, чтоб обойти"
Пернетти,пернетт,2,450140,55,1,"го корпуса, генерал Пернетти, с
30-ю орудиями ди"
Фуше,фуш,2,450533,55,1,"го корпуса, генерал Фуше, поставит все гауби"
Понятовский,понятовский,2,450887,55,1,"ние канонады, князь Понятовский направится на дерев"
Генерал Компан,генерал компан,2,450965,55,1,"""Генерал Компан двинется через лес,"
Вице,виц,2,451321,55,1,"""Вице-король завладеет де"
Варфоломеевская,варфоломеевска,2,455715,"56,57",2,"ольтер,
говоря, что Варфоломеевская ночь произошла от р"
Rapp,rapp,2,461845,58,1,"-- Eh bien, Rapp, croyez-vous, que n"
Спать,спать,2,462576,58,1," посмотрел на часы. Спать
ему не хотелось, до"
Посмотрим,посмотрим,2,464221,58,1,"сказал
Наполеон. -- Посмотрим! Помните, в Браунау"
Прошло,прошло,2,465861,"58,85",2,среди общей тишины. Прошло несколько минут. Ра
Шевардинскому,шевардинском,2,466139,"58,66",2,одъехал со свитой к Шевардинскому редуту и слез с лош
Пора,пор,2,466787,"59,100",2,-- Чтò? Началось? Пора? -- заговорил Пьер 
Христос,христос,2,471343,"59,89",2," голубчик, поезжай, Христос с тобой, -- говорил"
Старший,старший,2,478216,60,1,лись на его фигуру. Старший артиллерийский офиц
Назад,назад,2,481658,"60,69",2,"ый унтер-офицер. -- Назад
прошли, значит наза"
Послышался,послышалс,2,481770,"60,100",2,лкнул его коленкой. Послышался хохот.
Разом,раз,2,481852,60,1,"-- Разом, дружнее, по-бурлац"
Едва,едв,2,487666,"61,100",2,"пину другой солдат. Едва он вбежал в окоп, к"
Сквозь,сквозь,2,491818,"62,91",2,"той стороны оврага. Сквозь дым
мелькало там чт"
Слышны,слышн,2,492200,"62,95",2,"о войска двигались. Слышны
были иногда из-за в"
Большею,больше,2,495169,"62,70",2,"ились в исполнение. Большею частью выходило
про"
Ваграмом,ваграм,2,503116,"63,100",2,"Иеной,
Аустерлицем, Ваграмом, и так далее, и так"
Подождите,подождит,2,509108,"64,91",2,"-- Подождите, господа, -- сказал"
Herrn,herrn,2,511836,64,1," волнение
des alten Herrn,724 с улыбкой сказа"
Стыдно,стыдно,2,521353,"65,72",2,"-- Стыдно, господин офицер! -"
Берись,берись,2,521999,"65,93",2,"-- Берись, клади, всё одно! -"
Хведор,хведор,2,522513,65,1," Подлаживай что ль, Хведор, а Хведор, -- говор"
Четверо,четверо,2,526729,"66,93",2,", брошенному подле. Четверо солдат
держали его."
Анатоль,анатоль,2,529807,"66,76",2, распухшими губами. Анатоль тяжело всхлипывал. 
Ce,ce,2,535389,"66,100",2,ma sainte-alliance. Ce sont des idées qu'o
Wilna,wilna,2,537476,66,1,"dans la retraite de Wilna à Moscou,
dans les "
Russes,russes,2,537618,"66,95",2,"té la vie à 100 000 Russes, morts
de froid et "
Третьи,треть,2,538840,"67,92",2,"никами, шли вперед. Третьи стояли на местах и
"
Первый,первый,2,546282,"68,81",2," прерывные единицы. Первый прием
истории состр"
Второй,втор,2,546515,"68,71",2,"ытекает из
другого. Второй прием состоит в том"
Подобно,подобно,2,552866,"69,92",2,нцузы не двигаются. Подобно смертельно-раненому
Филях,филях,2,558195,"69,79",2,",
положение войск в Филях и при этом предпола"
Москвы Наполеона,москв наполеон,2,563014,"70,86",2,"и это я допустил до Москвы Наполеона, и
когда же я это с"
Ma,ma,2,564172,"70,95",2,"-- Ma tête, fut-elle bonn"
Дохтуров,дохтур,2,566018,71,1,"енький, кругленький Дохтуров, приподняв брови и
"
Последовало,последовало,2,567068,71,1,"и или защищать ее?"" Последовало долгое и общее
молч"
Шнейдеру,шнейдер,2,571517,71,1,"но
ночью, адъютанту Шнейдеру; -- этого я не ждал"
Августину,августин,2,575871,"72,79",2,"образà, то запрещал
Августину вывозить мощи и ико"
Monseigneur,monseigneur,2,578670,73,1,"el droit avez vous, Monseigneur, de me demander com"
Общества Иисусова,обществ иисус,2,580045,"73,100",2,"ом к святым братьям
Общества Иисусова, с которыми оно нах"
Jobert,jobert,2,580354,73,1,"орожительный m-r de Jobert, un Jésuite à robe
"
Une,une,2,589628,"74,95",2,"""Une maîtresse-femme! Vo"
Votre,votre,2,592588,"74,95",2,"et
puissante garde. Votre amie Hélène"".759"
Торжке,торжк,2,598513,"76,85",2,"ва,
и благодетель в Торжке. И вот Пьеру предст"
Простота,простот,2,600564,"76,78",2,"а"",
говорил голос. ""Простота есть покорность Бог"
Сокольниках,сокольниках,2,603198,"77,91",2,"й загородной
дачи в Сокольниках. Прихожая и приемна"
Mon,mon,2,609556,"78,83",2,"0 Но не в том дело. Mon
cher, entre nous,"
Дорогомиловскую,дорогомиловску,2,617155,"79,86",2,"ении. Каждый
день в Дорогомиловскую заставу ввозили и р"
Папа,пап,2,626897,"80,82",2,"-- Папа, ничего, что я ране"
Раненый,раненый,2,632335,81,1,"ила его к Ростовым. Раненый этот,
по соображени"
Сзади,сзад,2,632554,"81,98",2,"чтенный камердинер. Сзади в
повозке ехали док"
Подводы,подвод,2,636024,"82,84",2,"е вышел на крыльцо. Подводы увязанные
стояли на"
Знаешь,знаешь,2,638350,82,1,"-- Знаешь, ma chère,769 я вот"
Послушай,послушай,2,639107,"82,85",2,"-- Послушай, граф, ты довел до "
Папенька,папеньк,2,639872,"82,83",2,"-- Папенька, Берг к нам приехал"
Владимиром,владимир,2,640054,"83,90",2,"был уже полковник с Владимиром и Анной на шее и
за"
Верушка,верушк,2,643546,83,1,"лет. Вы
знаете, как Верушка этого желала и как "
Маменька,маменьк,2,645653,83,1,"-- Маменька, это нельзя, посмот"
Самые,самы,2,652057,"84,98",2,"авшимися образами.
(Самые дорогие по семейным"
Ефим,ефим,2,652880,84,1,"Старый кучер Ефим, с которым одним то"
Форейтор,форейтор,2,653674,84,1, и стал креститься. Форейтор и все люди сделали 
Патриаршие,патриарши,2,660105,85,1," велел ему ехать на
Патриаршие пруды, где был дом "
Трехгорную,трехгорну,2,660557,"85,93",2,"од выгоняют весь за Трехгорную заставу, и что там
"
Софья Даниловна,софь даниловн,2,660918,85,1,"тельствам нынешним, Софья Даниловна с детьми уехали в
Т"
Czars,czars,2,667277,86,1,"древняя столица des
Czars.772 Mais ma clémenc"
Речь,речь,2,667577,86,1,", ожидая депутацию. Речь его к боярам уже яс"
Камер,камер,2,670444,"86,87",2,"шади,
долго ходил у Камер-коллежского вала, о"
Пчеловод,пчеловод,2,672161,87,1," вылетают с ношами. Пчеловод открывает нижнюю
ко"
Вместо,вместо,2,672737,87,1,"ривает голову улья. Вместо
сплошных рядов пчел"
Каменном,каменн,2,675551,88,1,"оисходила на мостах
Каменном, Москворецком и Яуз"
Василия Блаженного,васили блаженного,2,675808,88,1,о прошныривали мимо Василия Блаженного и под Боровицкие во
Гостиный,гостиный,2,676019,"88,99",2," товарах, наполняла Гостиный двор во всех его хо"
Караул,караул,2,678069,"88,89",2," разбой! Пожалуйте!
Караул что ли бы приставил"
Игнат,игнат,2,680806,89,1,"й. Это были
дворник Игнат и казачок Мишка, вн"
Рогожской,рогожск,2,683867,"89,96",2," должен подходить к Рогожской?"" думал в это время"
Яузскому,яузском,2,684691,"89,91",2,огонять свой полк к Яузскому мосту.
Окровавленный,окровавленный,2,688154,"89,91",2,"сь вперед по улице.
Окровавленный кузнец шел рядом с "
Держи,держ,2,692621,"89,92",2,Пущай отчет подаст! Держи! -- закричали голос
Жители,жител,2,695389,90,1,"ность
к возмущению? Жители уезжали, войска отс"
Вотчинного Департамента,вотчинного департамент,2,699445,90,1,"аше сиятельство, из Вотчинного Департамента пришли, от директор"
Сената,сенат,2,699526,"90,92",2," Из Консистории, из Сената, из Университета, и"
Kremlin,kremlin,2,719336,92,1,"одская крепость ""le Kremlin""."
Французский,французский,2,720156,"92,94",2,вечать переводчику. Французский офицер из передовог
Знаменке,знаменк,2,722717,92,1, низом вдоль стен к Знаменке.
Enlevez,enlevez,2,722731,92,1,"-- Enlevez-moi èa,795 -- сказа"
Сенатской,сенатск,2,723358,92,1,мещаться лагерем на Сенатской площади. Солдаты вы
Rastopchine,rastopchine,2,727798,92,1,"triotisme féroce de
Rastopchine;797 русские -- изув"
Пистолетом,пистолет,2,736594,"93,95",2,"йду… и потом вдруг… Пистолетом или кинжалом?"" дума"
Les Fran,les fran,2,740176,"94,100",2,"нького человека. --
Les Franèais sont de bons en"
Voyons,voyons,2,740223,"94,100",2,"nfants. Que diable! Voyons! Ne nous fâchons
pa"
Ramball,ramball,2,742845,"94,95",2,"ение жизни его, m-r Ramball'я, capitaine du 13-"
Морелю,морел,2,747493,95,1,"он предоставил квас Морелю и
взялся за бутылку"
Quelle,quelle,2,750900,95,1,"es dit bien belles. Quelle fichue
idée d'aller"
Comment,comment,2,755480,95,1,-- Comment dites vous asile en
Asile,asile,2,755525,95,1,-- Asile? -- повторил Пьер. 
Morel,morel,2,755939,95,1,"vite, n'est ce pas?
Morel, va nous chauffer e"
Tiens,tiens,2,761974,"95,99",2,-- Tiens\!854 -- сказал капи
Дойдя,дойд,2,762339,"95,100",2,"ее над самим собою. Дойдя до этого
места свое"
Мытищи,мытищ,2,765943,96,1,"-- Они!
Нет, это не Мытищи, это дале. -- Глянь"
Глянь,глянь,2,765964,96,1,"ытищи, это дале. -- Глянь-ко, точно в Москве."
Евангелие,евангели,2,777915,98,1,-- Евангелие! У меня нет. -- Док
Грузинского,грузинского,2,793597,"99,100",2," к
садам дома князя Грузинского, Пьер вдруг услыхал"
Дочь,дочь,2,794890,99,1," рыдания.
Девочку!… Дочь!… Дочь мою меньшую "
Сгорела,сгорел,2,794925,99,1," меньшую оставили!… Сгорела! О о о! Для
того я "
Девка,девк,2,795479,99,1,", -- бросило к нам. Девка закричала: горит! Б"
Катечки,катечк,2,795645,99,1,"опало. Хвать детей, Катечки нет. О о о!
О Госпо"
Анферовы,анферов,2,803776,100,1,"-- Ведь это Анферовы должны быть, -- ска"
Parlez,parlez,2,807516,100,1,"ернулся к Пьеру: -- Parlez-vous franèais,
vous"
Римский,римский,2,818197,100,1,"686 Римский король,"
Кстати,кстат,2,831056,100,1,"824 -- Кстати, скажите пожалуста,"
Убежище,убежищ,2,833044,100,1,836 -- Убежище? Убежище по-немецки
