token,token_lower,chapter_idx,count
испугаешь,испугаешь,0,1
испугала,испугала,1,1
испугала,испугала,2,1
испугалась,испугалась,0,2
испугались,испугались,0,1
испугался,испугался,1,2
испугался,испугался,2,1
испуганная,испуганная,2,1
испуганно,испуганно,0,6
испуганно,испуганно,1,2
испуганно,испуганно,2,5
испуганного,испуганного,1,1
испуганное,испуганное,1,1
испуганное,испуганное,2,2
испуганной,испуганной,2,2
испуганные,испуганные,2,1
испуганный,испуганный,0,1
испуганный,испуганный,2,2
испуганным,испуганным,0,3
испуганным,испуганным,1,2
испуганными,испуганными,0,3
испуганными,испуганными,1,1
испуганными,испуганными,2,1
испуге,испуге,1,1
испужался,испужался,1,1
испытавши,испытавши,2,1
испытал,испытал,0,1
испытал,испытал,1,1
испытал,испытал,2,2
испытать,испытать,0,3
испытать,испытать,1,2
испытать,испытать,2,3
испытываемое,испытываемое,1,1
испытывает,испытывает,1,1
испытываешь,испытываешь,2,1
испытывал,испытывал,0,1
испытывал,испытывал,1,5
испытывал,испытывал,2,7
испытывала,испытывала,0,2
испытывала,испытывала,2,1
испытывать,испытывать,2,1
испытываю,испытываю,2,1
испытывают,испытывают,0,1
испытывая,испытывая,0,2
испытывая,испытывая,1,3
иссыхал,иссыхал,2,1
истекая,истекая,2,1
истекшей,истекшей,2,1
истина,истина,0,1
истинная,истинная,0,1
истинной,истинной,2,1
истинною,истинною,0,1
истомленными,истомленными,1,1
истории,истории,0,1
истории,истории,2,2
историй,историй,2,1
историческими,историческими,1,1
исторической,исторической,2,1
историю,историю,0,4
историю,историю,1,1
историю,историю,2,2
история,история,0,3
история,история,1,2
история,история,2,8
источника,источника,0,1
истощенное,истощенное,1,1
истощенному,истощенному,0,1
истощенным,истощенным,1,1
истощено,истощено,0,1
истратится,истратится,0,1
истребляйть,истребляйть,1,1
исход,исход,1,1
исход,исход,2,1
исходе,исходе,2,1
исходит,исходит,2,1
исходящее,исходящее,2,1
исчез,исчез,0,2
исчезало,исчезало,0,1
исчезла,исчезла,0,1
исчезла,исчезла,2,1
исчезло,исчезло,0,1
исчезло,исчезло,2,1
исчезнувшая,исчезнувшая,1,1
италии,италии,0,1
италии,италии,1,1
итальянки,итальянки,1,1
итальянски,итальянски,0,1
итальянскими,итальянскими,0,1
итальянского,итальянского,2,1
итальянскую,итальянскую,2,1
итальянца,итальянца,0,3
итальянце,итальянце,2,1
итоге,итоге,0,1
итти,итти,0,5
итти,итти,1,7
итти,итти,2,5
их,их,0,49
их,их,1,49
их,их,2,75
ишь,ишь,1,8
ишь,ишь,2,1
ища,ища,1,1
ища,ища,2,2
ищет,ищет,0,2
ищи,ищи,1,1
ищи,ищи,2,1
июле,июле,0,1
июньская,июньская,0,1
й,й,1,9
й,й,2,6
йорк,йорк,0,1
к,к,0,281
к,к,1,270
к,к,2,321
кàк,кàк,2,1
ка,ка,0,3
ка,ка,1,9
ка,ка,2,7
кабинет,кабинет,0,8
кабинет,кабинет,1,6
кабинет,кабинет,2,4
кабинета,кабинета,0,6
кабинета,кабинета,1,5
кабинета,кабинета,2,3
кабинете,кабинете,0,2
кабинете,кабинете,1,1
кабинете,кабинете,2,2
кабинетом,кабинетом,2,1
каблуках,каблуках,0,1
кабриолетом,кабриолетом,1,1
кабы,кабы,1,1
кабы,кабы,2,1
кавалер,кавалер,1,1
кавалергард,кавалергард,0,1
кавалергард,кавалергард,2,3
кавалергардов,кавалергардов,2,2
кавалергардовой,кавалергардовой,2,1
кавалергардский,кавалергардский,2,1
кавалергардского,кавалергардского,2,1
кавалергардском,кавалергардском,2,2
кавалергарды,кавалергарды,2,4
кавалерией,кавалерией,2,2
кавалерии,кавалерии,0,3
кавалерии,кавалерии,1,1
кавалерии,кавалерии,2,6
кавалерийский,кавалерийский,1,1
кавалерийских,кавалерийских,2,1
кавалерийского,кавалерийского,2,1
кавалерийской,кавалерийской,1,1
кавалерист,кавалерист,1,3
кавалериста,кавалериста,1,2
кавалеристами,кавалеристами,2,1
кавалеристов,кавалеристов,2,3
кавалерию,кавалерию,1,1
кавалерию,кавалерию,2,2
кавалерия,кавалерия,1,1
кавалерия,кавалерия,2,3
кавалером,кавалером,0,1
кавалькады,кавалькады,2,1
кадилом,кадилом,0,1
кадке,кадке,0,1
кадку,кадку,0,1
кадок,кадок,0,2
кадушке,кадушке,1,1
кадушки,кадушки,1,1
кадушки,кадушки,2,1
каждая,каждая,0,2
каждая,каждая,1,1
каждая,каждая,2,1
каждого,каждого,0,4
каждого,каждого,1,1
каждое,каждое,0,1
каждое,каждое,1,3
каждое,каждое,2,2
каждой,каждой,0,2
каждой,каждой,2,2
каждом,каждом,0,2
каждом,каждом,1,9
каждом,каждом,2,1
каждому,каждому,0,2
каждому,каждому,1,2
каждому,каждому,2,2
каждую,каждую,0,2
каждые,каждые,2,1
каждый,каждый,0,10
каждый,каждый,1,9
каждый,каждый,2,9
каждым,каждым,0,5
каждым,каждым,2,1
кажется,кажется,0,14
кажется,кажется,1,6
кажется,кажется,2,17
кажущиеся,кажущиеся,2,1
казавшегося,казавшегося,1,1
казавшееся,казавшееся,2,1
казавшийся,казавшийся,1,1
казавшийся,казавшийся,2,2
казак,казак,0,2
казак,казак,1,7
казак,казак,2,1
казака,казака,1,4
казака,казака,2,2
казаками,казаками,1,1
казаки,казаки,1,2
казаки,казаки,2,2
казакины,казакины,1,1
казаков,казаков,1,4
казаков,казаков,2,2
казаком,казаком,0,1
казаком,казаком,1,1
казаку,казаку,1,1
казаку,казаку,2,1
казалась,казалась,0,3
казалась,казалась,1,2
казалась,казалась,2,1
казались,казались,0,2
казались,казались,1,1
казались,казались,2,5
казалось,казалось,0,15
казалось,казалось,1,22
казалось,казалось,2,30
казался,казался,0,4
казался,казался,2,7
казарм,казарм,0,1
казаться,казаться,0,3
казаться,казаться,1,1
казачьего,казачьего,1,1
казачьей,казачьей,1,1
казнить,казнить,0,1
казнь,казнь,0,1
казнями,казнями,0,1
как,как,0,332
как,как,1,308
как,как,2,433
какая,какая,0,7
какая,какая,1,4
какая,какая,2,11
какие,какие,0,6
какие,какие,1,3
какие,какие,2,6
каким,каким,0,7
каким,каким,1,6
каким,каким,2,7
какими,какими,1,1
каких,каких,0,4
каков,каков,1,1
какова,какова,0,3
каково,каково,0,1
каково,каково,2,1
какого,какого,0,2
какого,какого,1,1
какого,какого,2,6
какое,какое,0,13
какое,какое,1,6
какое,какое,2,12
какой,какой,0,11
какой,какой,1,10
какой,какой,2,17
каком,каком,0,4
каком,каком,1,1
каком,каком,2,2
какою,какою,0,1
какою,какою,1,1
какою,какою,2,2
какую,какую,0,2
какую,какую,1,2
какую,какую,2,4
кале,кале,0,1
калоши,калоши,0,1
каменистой,каменистой,1,1
каменно,каменно,0,1
каменной,каменной,0,1
каменному,каменному,0,1
каменные,каменные,1,1
каменскиим,каменскиим,1,2
камень,камень,0,1
камень,камень,1,1
камер,камер,2,2
камергер,камергер,1,1
камергер,камергер,2,1
камердинер,камердинер,0,1
камердинер,камердинер,2,1
камердинера,камердинера,2,2
камердинером,камердинером,0,1
камердинеру,камердинеру,0,1
камзол,камзол,2,1
камина,камина,1,1
камином,камином,1,1
камлотовой,камлотовой,1,1
камни,камни,2,1
камню,камню,2,1
кампании,кампании,0,1
кампании,кампании,1,4
кампании,кампании,2,1
кампанию,кампанию,2,1
кампания,кампания,1,2
кампо,кампо,2,1
камчатные,камчатные,0,1
канаве,канаве,2,1
канавой,канавой,2,2
канаву,канаву,1,1
канаву,канаву,2,3
канавы,канавы,2,1
канал,канал,0,1
канаты,канаты,2,1
канонада,канонада,1,4
канонада,канонада,2,2
канонаду,канонаду,1,1
канцелярии,канцелярии,2,1
канцелярской,канцелярской,1,1
канцлер,канцлер,1,2
канцлера,канцлера,2,1
капитал,капитал,0,1
капитан,капитан,1,15
капитан,капитан,2,2
капитана,капитана,1,11
капитану,капитану,1,2
капитуляции,капитуляции,1,3
капитуляцию,капитуляцию,2,1
капитуляция,капитуляция,1,2
капли,капли,0,1
капля,капля,2,1
капотах,капотах,1,2
капоты,капоты,1,3
капризно,капризно,0,2
каптенармус,каптенармус,1,1
карабинерами,карабинерами,2,1
карагина,карагина,0,3
карагиной,карагиной,0,2
карандашом,карандашом,1,3
караул,караул,1,2
караулившая,караулившая,0,1
каре,каре,1,1
каре,каре,2,1
карем,карем,1,1
карета,карета,0,8
карете,карете,2,3
карету,карету,0,4
кареты,кареты,0,5
кари,кари,1,1
карл,карл,1,4
карла,карла,1,1
карловна,карловна,2,1
карлыч,карлыч,0,1
карлычем,карлычем,2,1
карман,карман,0,1
карман,карман,1,2
кармана,кармана,0,1
кармана,кармана,1,1
карманах,карманах,1,1
карманы,карманы,0,1
каролине,каролине,2,1
карре,карре,1,1
карта,карта,2,1
картавя,картавя,0,1
картавя,картавя,1,1
картах,картах,2,1
картечного,картечного,1,1
картечные,картечные,1,1
картечный,картечный,1,2
картечными,картечными,1,1
картечь,картечь,1,4
картечью,картечью,1,1
картой,картой,2,1
карту,карту,2,3
картуз,картуз,1,1
картузе,картузе,1,1
картузе,картузе,2,1
карты,карты,0,1
карты,карты,1,3
карты,карты,2,2
карьер,карьер,1,1
карьера,карьера,0,1
карьере,карьере,2,2
карьеру,карьеру,0,2
карьеру,карьеру,2,2
карьеры,карьеры,0,1
карьеры,карьеры,2,1
касается,касается,2,2
касалось,касалось,2,2
касался,касался,0,2
касательно,касательно,1,1
касающееся,касающееся,2,1
касаясь,касаясь,2,1
каскà,каскà,1,1
каске,каске,2,1
кататься,кататься,2,1
катерина,катерина,0,2
кати,кати,2,1
катишь,катишь,0,6
катишь,катишь,2,3
катя,катя,2,3
кафтанах,кафтанах,2,1
кафтане,кафтане,0,2
качества,качества,0,1
качество,качество,2,1
каша,каша,1,1
кашеваров,кашеваров,1,1
кашляла,кашляла,0,1
кашу,кашу,1,3
квартального,квартального,0,5
квартальный,квартальный,0,2
квартальным,квартальным,0,1
квартет,квартет,0,1
квартира,квартира,1,3
квартира,квартира,2,1
квартирам,квартирам,1,1
квартире,квартире,1,3
квартире,квартире,2,4
квартирой,квартирой,2,1
квартиру,квартиру,1,1
квартиру,квартиру,2,4
квартиры,квартиры,2,3
квартирьеры,квартирьеры,1,1
кверху,кверху,0,5
кверху,кверху,1,4
кверху,кверху,2,6
кегельный,кегельный,2,1
кем,кем,0,1
кем,кем,1,2
кем,кем,2,2
кибиточке,кибиточке,1,2
кивая,кивая,0,1
кивая,кивая,2,1
кивера,кивера,1,2
кивера,кивера,2,1
киверах,киверах,1,2
кивере,кивере,1,1
киверов,киверов,1,1
кивером,кивером,2,1
кивнув,кивнув,2,1
кивнул,кивнул,0,1
кивнул,кивнул,1,3
кивнул,кивнул,2,2
кивнула,кивнула,0,2
кидала,кидала,0,1
кидая,кидая,0,1
киевский,киевский,1,3
киевским,киевским,1,1
киевских,киевских,1,1
кинул,кинул,0,2
кинул,кинул,1,1
киот,киот,0,1
киота,киота,0,1
кирилл,кирилл,0,4
кирилла,кирилла,0,4
кирилловичу,кирилловичу,0,1
кириллу,кириллу,0,3
кирстен,кирстен,1,2
кирстен,кирстен,2,2
кирстену,кирстену,1,1
кисейною,кисейною,0,1
кисейным,кисейным,1,1
кисть,кисть,1,1
кисть,кисть,2,1
кистью,кистью,0,1
кистью,кистью,1,1
китайской,китайской,0,1
китти,китти,0,1
клавикорд,клавикорд,0,1
клавикордами,клавикордами,2,1
клавикордах,клавикордах,0,2
клавикордах,клавикордах,2,3
клавикорды,клавикорды,0,1
клавикорды,клавикорды,2,1
клад,клад,1,2
кладешь,кладешь,1,1
кладу,кладу,1,1
кладя,кладя,0,1
клал,клал,1,1
кланяется,кланяется,1,1
кланяется,кланяется,2,1
кланяться,кланяться,2,1
кланяясь,кланяясь,0,1
класть,класть,2,1
клетчатый,клетчатый,0,1
кликнув,кликнув,1,1
кликнул,кликнул,1,1
кликнул,кликнул,2,1
климат,климат,0,1
климате,климате,0,1
клином,клином,0,1
кличут,кличут,0,1
клонивший,клонивший,2,1
клонил,клонил,1,2
клонил,клонил,2,1
клонилось,клонилось,1,1
клочок,клочок,1,1
клуб,клуб,0,1
клуб,клуб,1,1
клубами,клубами,1,1
клубились,клубились,2,1
клубком,клубком,0,1
ключ,ключ,0,4
ключа,ключа,1,1
ключами,ключами,0,1
ключом,ключом,2,1
кляче,кляче,1,1
кнезу,кнезу,1,1
книг,книг,2,1
книга,книга,2,1
книгам,книгам,2,1
книгами,книгами,0,1
книгами,книгами,1,1
книгах,книгах,2,1
книги,книги,0,1
книгой,книгой,0,1
книгой,книгой,1,1
книгу,книгу,0,2
книгу,книгу,2,2
книжку,книжку,1,1
книжную,книжную,1,1
книзу,книзу,0,4
книзу,книзу,1,4
книзу,книзу,2,1
кнутом,кнутом,1,1
кнуты,кнуты,1,1
княгине,княгине,0,8
княгине,княгине,2,2
княгиней,княгиней,0,3
княгиней,княгиней,2,2
княгини,княгини,0,11
княгини,княгини,2,6
княгинин,княгинин,0,1
княгиню,княгиню,0,7
княгиню,княгиню,2,3
княгиня,княгиня,0,60
княгиня,княгиня,2,37
княжен,княжен,0,7
княжен,княжен,2,1
княжна,княжна,0,90
княжна,княжна,2,51
княжнами,княжнами,2,1
княжне,княжне,0,5
княжне,княжне,2,10
княжниной,княжниной,0,1
княжной,княжной,0,2
княжной,княжной,2,2
княжною,княжною,0,1
княжною,княжною,2,1
княжну,княжну,0,4
княжну,княжну,2,9
княжны,княжны,0,22
княжны,княжны,2,19
князе,князе,0,1
князе,князе,2,2
князей,князей,0,1
князем,князем,0,3
князем,князем,1,5
князем,князем,2,11
князь,князь,0,230
князь,князь,1,173
князь,князь,2,223
князю,князю,0,20
князю,князю,1,23
князю,князю,2,29
князя,князя,0,57
князя,князя,1,37
князя,князя,2,61
ко,ко,0,14
ко,ко,1,6
ко,ко,2,10
кобельниц,кобельниц,2,1
кобельница,кобельница,2,2
кобыле,кобыле,1,1
кобыле,кобыле,2,1
кобылы,кобылы,2,1
ковать,ковать,1,1
коврами,коврами,0,1
коврового,коврового,1,1
ковру,ковру,0,3
ковру,ковру,1,1
когда,когда,0,67
когда,когда,1,40
когда,когда,2,89
кого,кого,0,14
кого,кого,1,6
кого,кого,2,16
кое,кое,1,1
кое,кое,2,3
коей,коей,2,1
кожами,кожами,1,1
кожаный,кожаный,0,1
кожаным,кожаным,1,1
кожей,кожей,2,1
кожи,кожи,0,1
кожи,кожи,1,1
кожу,кожу,1,6
козловский,козловский,1,8
козловского,козловского,1,4
козловскому,козловскому,1,3
козырька,козырька,2,3
козырьку,козырьку,1,3
козырьку,козырьку,2,1
кокетки,кокетки,0,1
кокетливою,кокетливою,0,1
кокетливым,кокетливым,0,1
кокетничай,кокетничай,0,1
кокетства,кокетства,0,1
кокетства,кокетства,2,1
кокетством,кокетством,0,1
колбаса,колбаса,1,2
колбасники,колбасники,2,1
колебавшееся,колебавшееся,2,1
колебавшим,колебавшим,0,1
колебался,колебался,2,1
колебание,колебание,1,1
колебания,колебания,1,1
колебания,колебания,2,1
колеблющийся,колеблющийся,1,1
колен,колен,0,1
колен,колен,2,1
колена,колена,0,2
колена,колена,1,1
коленам,коленам,0,1
коленах,коленах,1,1
колени,колени,0,1
колени,колени,2,1
коленке,коленке,0,1
коленку,коленку,0,1
коленях,коленях,0,1
колес,колес,0,1
колес,колес,1,6
колес,колес,2,4
колеса,колеса,0,1
колеса,колеса,1,1
колеса,колеса,2,4
колесами,колесами,0,1
колесами,колесами,2,1
колесо,колесо,2,3
колесу,колесу,1,1
колет,колет,2,1
колете,колете,2,1
колечками,колечками,0,1
колечки,колечки,2,1
колечко,колечко,0,1
коли,коли,0,6
коли,коли,1,11
коли,коли,2,9
количества,количества,1,2
количества,количества,2,1
количестве,количестве,1,1
количество,количество,1,2
коллегию,коллегию,2,1
коллекции,коллекции,2,1
коллекцию,коллекцию,0,1
колодник,колодник,0,1
колонн,колонн,1,1
колонн,колонн,2,7
колонна,колонна,1,1
колонна,колонна,2,5
колоннами,колоннами,0,2
колонне,колонне,0,1
колонновожатые,колонновожатые,2,1
колонновожатым,колонновожатым,2,1
колонну,колонну,0,1
колонну,колонну,1,3
колонну,колонну,2,2
колонны,колонны,1,4
колонны,колонны,2,15
колонные,колонные,2,1
колонных,колонных,2,2
колпак,колпак,1,1
колпаке,колпаке,1,1
колпаке,колпаке,2,1
колпаки,колпаки,1,1
колыбели,колыбели,2,1
колыхался,колыхался,2,1
коль,коль,2,2
кольца,кольца,1,1
кольцо,кольцо,1,1
коляска,коляска,0,1
коляска,коляска,1,3
коляске,коляске,1,3
коляске,коляске,2,2
коляски,коляски,0,1
коляски,коляски,1,3
коляски,коляски,2,1
коляской,коляской,1,2
коляску,коляску,0,2
коляску,коляску,1,2
колясочке,колясочке,1,1
ком,ком,1,1
ком,ком,2,2
команд,команд,1,2
команда,команда,1,4
команда,команда,2,1
командами,командами,1,1
команде,команде,1,2
команде,команде,2,1
командир,командир,1,44
командир,командир,2,7
командира,командира,0,1
командира,командира,1,27
командира,командира,2,4
командирам,командирам,2,1
командиров,командиров,1,1
командиром,командиром,1,3
командиром,командиром,2,1
командиру,командиру,1,16
командиру,командиру,2,1
командиры,командиры,1,4
командиры,командиры,2,1
командные,командные,1,1
командовавшего,командовавшего,2,1
командовал,командовал,2,2
командование,командование,1,2
командования,командования,2,1
командою,командою,1,1
командою,командою,2,2
команду,команду,2,1
командуемую,командуемую,1,1
командуете,командуете,2,1
команды,команды,1,6
команды,команды,2,1
комары,комары,0,1
комедию,комедию,0,1
комедия,комедия,0,1
комедия,комедия,2,1
комическое,комическое,1,1
коммерческим,коммерческим,0,1
коммуникационную,коммуникационную,2,1
комнат,комнат,0,2
комната,комната,0,4
комнатах,комнатах,0,3
комнате,комнате,0,22
комнате,комнате,1,6
комнате,комнате,2,7
комнатою,комнатою,0,1
комнату,комнату,0,20
комнату,комнату,1,12
комнату,комнату,2,11
комнаты,комнаты,0,21
комнаты,комнаты,1,5
комнаты,комнаты,2,6
компаньонка,компаньонка,2,1
компаньонкой,компаньонкой,0,1
компрометировались,компрометировались,0,1
кому,кому,0,5
кому,кому,1,3
кому,кому,2,9
кон,кон,2,1
конверт,конверт,0,1
конверт,конверт,1,1
конвой,конвой,1,1
конвойного,конвойного,2,1
конде,конде,0,1
конде,конде,2,1
конец,конец,0,1
конец,конец,2,3
конечно,конечно,0,1
конечно,конечно,2,3
конная,конная,1,1
конница,конница,1,1
конница,конница,2,1
коннице,коннице,1,2
конницу,конницу,1,1
конно,конно,0,1
конно,конно,2,1
конного,конного,2,2
конной,конной,0,1
конной,конной,2,1
конные,конные,1,1
коновода,коновода,1,1
коноводам,коноводам,1,2
коноводу,коноводу,1,1
коновязь,коновязь,1,1
константину,константину,2,1
консулу,консулу,2,1
контраминирован,контраминирован,1,1
контужен,контужен,1,2
конфуза,конфуза,2,1
конца,конца,0,1
конца,конца,1,1
конца,конца,2,4
концам,концам,2,1
концах,концах,1,1
концах,концах,2,2
конце,конце,0,6
конце,конце,1,1
конце,конце,2,7
концов,концов,2,1
концом,концом,0,1
кончавшаяся,кончавшаяся,0,1
кончавшуюся,кончавшуюся,1,1
кончат,кончат,0,1
кончаю,кончаю,2,1
кончена,кончена,1,5
конченный,конченный,2,1
кончено,кончено,0,3
кончено,кончено,2,6
кончены,кончены,0,1
кончики,кончики,0,1
кончики,кончики,1,2
кончил,кончил,0,1
кончил,кончил,1,3
кончил,кончил,2,1
кончилась,кончилась,2,1
кончились,кончились,0,1
кончилось,кончилось,1,1
кончилось,кончилось,2,1
кончился,кончился,0,1
кончился,кончился,1,2
кончился,кончился,2,2
кончиною,кончиною,2,1
кончите,кончите,2,1
кончится,кончится,0,3
кончится,кончится,1,1
кончится,кончится,2,1
конь,конь,1,2
коньку,коньку,0,1
конюшню,конюшню,1,1
коня,коня,1,1
копенгагене,копенгагене,1,1
копны,копны,2,1
копошившихся,копошившихся,1,1
копошились,копошились,1,1
копошилось,копошилось,2,1
копыт,копыт,1,3
копыт,копыт,2,3
копыта,копыта,1,1
копытами,копытами,1,1
копыто,копыто,1,1
кораблем,кораблем,2,1
корабли,корабли,2,1
корабль,корабль,2,1
корабля,корабля,2,1
коридор,коридор,1,1
коридор,коридор,2,1
коридора,коридора,0,1
коридора,коридора,1,3
коридора,коридора,2,2
коридоре,коридоре,0,2
коридоре,коридоре,1,1
коридоре,коридоре,2,1
коридором,коридором,0,1
коридору,коридору,0,4
коридору,коридору,1,1
коричневого,коричневого,2,1
коричневом,коричневом,0,1
кормилицы,кормилицы,2,1
кормлением,кормлением,1,1
кормят,кормят,1,1
корнет,корнет,1,5
корнеты,корнеты,2,1
короба,короба,0,1
корова,корова,1,1
коровник,коровник,1,2
коровника,коровника,1,2
королевы,королевы,2,1
королем,королем,0,1
королем,королем,1,2
король,король,1,1
король,король,2,1
королю,королю,0,1
короля,короля,0,2
коронации,коронации,2,1
короне,короне,0,1
коронования,коронования,2,1
корону,корону,2,1
короны,короны,0,1
короны,короны,1,1
коротенькою,коротенькою,2,1
коротка,коротка,0,1
короткая,короткая,0,3
короткие,короткие,1,1
короткий,короткий,1,1
коротким,коротким,2,1
короткими,короткими,0,1
короткими,короткими,1,2
коротких,коротких,2,2
коротко,коротко,0,2
коротко,коротко,1,1
короткое,короткое,0,1
короткость,короткость,0,1
короткою,короткою,0,1
короче,короче,1,1
корпус,корпус,2,3
корпуса,корпуса,1,1
корпусом,корпусом,2,1
корпусу,корпусу,0,1
корридор,корридор,0,1
корсажа,корсажа,0,1
корсета,корсета,2,1
корсиканское,корсиканское,2,1
корточках,корточках,1,1
корточки,корточки,1,1
корчит,корчит,2,1
коса,коса,0,1
косились,косились,1,1
косился,косился,0,1
косичкою,косичкою,0,1
косого,косого,1,1
косой,косой,0,1
косой,косой,2,1
косою,косою,0,1
костер,костер,1,1
костлявою,костлявою,0,1
костра,костра,1,3
костра,костра,2,1
кострам,кострам,2,1
костров,костров,1,3
костров,костров,2,4
костру,костру,1,2
костры,костры,1,3
костры,костры,2,1
кость,кость,1,1
кость,кость,2,1
костями,костями,0,1
косынки,косынки,0,1
котенка,котенка,0,1
котеночек,котеночек,0,1
котлетами,котлетами,2,1
котлов,котлов,1,1
котлы,котлы,1,1
которая,которая,0,18
которая,которая,1,15
которая,которая,2,30
которого,которого,0,19
которого,которого,1,12
которого,которого,2,33
которое,которое,0,27
которое,которое,1,14
которое,которое,2,34
которой,которой,0,15
которой,которой,1,26
которой,которой,2,31
котором,котором,0,15
котором,котором,1,16
котором,котором,2,18
которому,которому,0,4
которому,которому,1,9
которому,которому,2,10
которою,которою,0,4
которою,которою,1,4
которою,которою,2,6
которую,которую,0,19
которую,которую,1,7
которую,которую,2,33
которые,которые,0,32
которые,которые,1,32
которые,которые,2,47
который,который,0,52
который,который,1,47
который,который,2,63
которым,которым,0,10
которым,которым,1,10
которым,которым,2,15
которыми,которыми,0,1
которыми,которыми,1,2
которыми,которыми,2,2
которых,которых,0,12
которых,которых,1,12
которых,которых,2,21
кофею,кофею,1,2
кофточке,кофточке,2,1
кошелек,кошелек,0,1
кошелек,кошелек,1,18
кошелек,кошелек,2,2
кошелька,кошелька,1,2
кошельке,кошельке,1,1
кошельки,кошельки,0,1
кошечка,кошечка,0,2
кошечкой,кошечкой,0,1
кошечью,кошечью,0,1
крайне,крайне,0,1
крайнего,крайнего,1,3
крайнего,крайнего,2,1
крайней,крайней,0,2
крайней,крайней,1,1
крайней,крайней,2,3
крайнему,крайнему,1,2
крайний,крайний,2,1
крайности,крайности,0,1
крайняя,крайняя,1,1
красавец,красавец,0,1
красавец,красавец,1,1
красавец,красавец,2,1
красавица,красавица,0,3
красавица,красавица,2,4
красавице,красавице,0,1
красавицею,красавицею,0,1
красавицею,красавицею,2,1
красавицу,красавицу,0,1
красавицу,красавицу,2,2
красавицы,красавицы,2,2
красавца,красавца,0,1
красавцев,красавцев,2,1
красен,красен,1,1
красив,красив,2,1
красива,красива,0,1
красивая,красивая,0,3
красивая,красивая,1,1
красивая,красивая,2,2
красивее,красивее,0,1
красивее,красивее,2,1
красивого,красивого,0,6
красивого,красивого,1,1
красивое,красивое,0,5
красивое,красивое,1,2
красивое,красивое,2,1
красивой,красивой,0,3
красивой,красивой,1,1
красивой,красивой,2,1
красивом,красивом,0,1
красивом,красивом,1,1
красивом,красивом,2,2
красивою,красивою,0,1
красивою,красивою,2,2
красивую,красивую,0,3
красивую,красивую,1,1
красивую,красивую,2,2
красившая,красившая,0,1
красивы,красивы,0,1
красивые,красивые,0,1
красивые,красивые,1,1
красивые,красивые,2,1
красивый,красивый,0,3
красивый,красивый,1,5
красивый,красивый,2,2
красивым,красивым,0,1
красивым,красивым,1,1
красивым,красивым,2,2
красивыми,красивыми,1,1
красивых,красивых,2,1
красневшей,красневшей,0,1
красневшими,красневшими,2,1
краснела,краснела,0,1
краснеющие,краснеющие,1,1
краснеющуюся,краснеющуюся,1,1
краснея,краснея,0,9
краснея,краснея,1,4
краснея,краснея,2,5
красно,красно,0,3
красно,красно,1,1
красно,красно,2,1
красного,красного,0,1
красного,красного,1,1
красное,красное,2,1
красной,красной,1,2
красном,красном,1,1
красному,красному,1,1
красноречив,красноречив,2,1
красноречивы,красноречивы,0,1
краснотою,краснотою,0,1
красною,красною,1,1
красные,красные,0,2
красные,красные,1,2
красный,красный,2,2
красным,красным,0,1
красным,красным,1,4
красными,красными,0,3
красными,красными,1,1
красных,красных,2,3
красота,красота,2,1
красоте,красоте,2,2
красотой,красотой,0,1
красотою,красотою,0,2
красотою,красотою,2,1
красоту,красоту,0,1
красоту,красоту,2,2
красоты,красоты,0,2
красть,красть,1,1
кратко,кратко,2,1
крашеного,крашеного,0,1
краю,краю,1,1
краю,краю,2,3
края,края,0,1
края,края,1,2
краям,краям,1,1
краями,краями,1,1
кремортартара,кремортартара,2,1
кремс,кремс,1,1
кремса,кремса,1,4
кремсе,кремсе,1,4
кремско,кремско,1,2
кремском,кремском,1,1
кремсом,кремсом,1,1
кремсу,кремсу,1,1
крепкие,крепкие,0,1
крепкие,крепкие,1,1
крепким,крепким,0,2
крепким,крепким,1,1
крепко,крепко,0,6
крепко,крепко,2,3
крепком,крепком,1,1
крепкою,крепкою,2,1
крепкую,крепкую,0,1
крепости,крепости,1,1
крепостью,крепостью,2,1
крепче,крепче,0,1
кресла,кресла,0,4
кресла,кресла,2,1
креслах,креслах,0,2
кресле,кресле,0,7
кресле,кресле,1,1
кресле,кресле,2,3
кресло,кресло,0,11
кресло,кресло,2,2
креслом,креслом,0,1
креслу,креслу,0,2
крест,крест,0,1
креста,креста,1,1
крестика,крестика,1,1
крестил,крестил,0,2
крестила,крестила,0,1
крестилась,крестилась,0,1
крестились,крестились,1,1
крестились,крестились,2,1
крестилось,крестилось,0,1
крестился,крестился,0,1
креститься,креститься,0,1
крестник,крестник,2,1
крестника,крестника,0,1
крестный,крестный,0,1
крестом,крестом,2,1
кресту,кресту,2,1
крестясь,крестясь,2,2
кривой,кривой,1,2
кривыми,кривыми,2,1
кригс,кригс,0,2
кризис,кризис,0,1
крик,крик,0,2
крик,крик,1,7
крик,крик,2,2
крика,крика,1,1
крика,крика,2,1
крикам,крикам,2,1
криками,криками,1,1
криками,криками,2,1
крики,крики,0,1
крики,крики,1,4
крики,крики,2,14
крикливым,крикливым,0,1
крикнул,крикнул,0,9
крикнул,крикнул,1,13
крикнул,крикнул,2,11
крикнуть,крикнуть,1,2
криков,криков,0,1
криков,криков,1,2
криков,криков,2,1
криком,криком,1,4
криком,криком,2,4
крича,крича,1,3
кричавшего,кричавшего,0,1
кричавшего,кричавшего,1,1
кричавшие,кричавшие,2,1
кричал,кричал,0,7
кричал,кричал,1,15
кричал,кричал,2,13
кричала,кричала,0,1
