token,token_lower,chapter_idx,count
спросить,спросить,1,4
спросить,спросить,2,4
спросишь,спросишь,0,2
спросят,спросят,1,1
спрошу,спрошу,0,2
спрошу,спрошу,2,1
спрыгнул,спрыгнул,0,2
спрыгнул,спрыгнул,1,1
спрятав,спрятав,0,1
спрятала,спрятала,0,5
спряталась,спряталась,0,2
спрятана,спрятана,0,1
спугнутая,спугнутая,0,1
спуск,спуск,1,1
спуска,спуска,1,1
спускавший,спускавший,0,1
спускавшимися,спускавшимися,2,1
спускал,спускал,1,2
спускал,спускал,2,1
спускала,спускала,2,1
спускали,спускали,0,1
спускались,спускались,1,3
спускались,спускались,2,1
спускалось,спускалось,1,1
спускаться,спускаться,1,2
спускаться,спускаться,2,1
спусках,спусках,1,1
спускаются,спускаются,1,1
спуская,спуская,0,4
спуская,спуская,1,3
спускаясь,спускаясь,2,1
спуске,спуске,1,1
спуске,спуске,2,2
спуску,спуску,2,1
спустив,спустив,0,1
спустившись,спустившись,2,1
спустившихся,спустившихся,2,1
спустил,спустил,0,1
спустил,спустил,1,1
спустилась,спустилась,1,1
спустились,спустились,2,5
спустился,спустился,1,1
спустить,спустить,2,1
спуститься,спуститься,2,1
спутал,спутал,0,1
спутанною,спутанною,2,1
спутанные,спутанные,2,1
спутать,спутать,0,1
спутнику,спутнику,0,1
спущенные,спущенные,1,1
спущу,спущу,0,1
спущу,спущу,1,1
спящим,спящим,2,1
сравнении,сравнении,1,1
сравнении,сравнении,2,7
сравнивался,сравнивался,2,1
сравнительно,сравнительно,1,1
сравнял,сравнял,1,1
сражаться,сражаться,0,1
сражение,сражение,1,11
сражение,сражение,2,14
сражением,сражением,1,1
сражением,сражением,2,1
сражении,сражении,0,1
сражении,сражении,1,4
сражении,сражении,2,2
сражений,сражений,1,3
сражений,сражений,2,2
сражению,сражению,1,1
сражению,сражению,2,2
сражения,сражения,1,15
сражения,сражения,2,23
сраженье,сраженье,1,1
сразиться,сразиться,2,1
сразу,сразу,2,2
срам,срам,1,1
среде,среде,2,1
среди,среди,0,5
среди,среди,1,4
среди,среди,2,3
средине,средине,0,1
средине,средине,1,3
средине,средине,2,1
среднего,среднего,0,1
средняя,средняя,0,1
средства,средства,0,1
средства,средства,2,1
средствами,средствами,1,1
средство,средство,0,2
средство,средство,2,1
средством,средством,1,1
среду,среду,2,1
среды,среды,2,1
срока,срока,0,1
срываясь,срываясь,0,1
ссора,ссора,2,1
ссорилась,ссорилась,2,1
ссоры,ссоры,2,1
стòит,стòит,0,2
стòит,стòит,1,1
стòит,стòит,2,1
стòите,стòите,0,1
стòят,стòят,2,1
стóит,стóит,0,1
ста,ста,0,1
ста,ста,2,2
ставившее,ставившее,1,1
ставил,ставил,0,1
ставил,ставил,2,1
ставит,ставит,2,1
ставить,ставить,2,1
ставши,ставши,2,1
стакан,стакан,0,5
стакан,стакан,2,1
стаканов,стаканов,2,1
стаканом,стаканом,0,1
стаканом,стаканом,2,1
стаканы,стаканы,0,2
стаканы,стаканы,2,1
стал,стал,0,17
стал,стал,1,21
стал,стал,2,20
стала,стала,0,5
стала,стала,1,6
стала,стала,2,2
стали,стали,0,7
стали,стали,1,7
стали,стали,2,15
сталкиваясь,сталкиваясь,2,1
стало,стало,0,6
стало,стало,1,6
стало,стало,2,11
стамеску,стамеску,0,1
стана,стана,0,1
станешь,станешь,2,1
станине,станине,1,1
станка,станка,0,2
станке,станке,0,1
станком,станком,0,1
станку,станку,0,1
становилась,становилась,1,3
становилась,становилась,2,1
становились,становились,1,4
становились,становились,2,2
становилось,становилось,1,6
становилось,становилось,2,2
становился,становился,1,2
становился,становился,2,1
становится,становится,0,1
становятся,становятся,1,1
становятся,становятся,2,1
станок,станок,0,3
станом,станом,1,1
стану,стану,0,1
стану,стану,1,1
станут,станут,1,1
станций,станций,1,1
стар,стар,2,1
старайся,старайся,2,1
старайтесь,старайтесь,0,1
старайтесь,старайтесь,1,2
старайтесь,старайтесь,2,1
старалась,старалась,2,4
старались,старались,0,3
старались,старались,1,1
старался,старался,0,3
старался,старался,1,3
старался,старался,2,2
старателен,старателен,2,1
старательно,старательно,0,3
старательно,старательно,1,3
старательности,старательности,1,1
старательности,старательности,2,1
старательным,старательным,2,2
стараться,стараться,2,5
стараюсь,стараюсь,2,1
стараются,стараются,0,1
стараются,стараются,2,1
старая,старая,0,1
старая,старая,2,5
стараясь,стараясь,0,5
стараясь,стараясь,1,4
стараясь,стараясь,2,5
старенький,старенький,0,1
старик,старик,0,20
старик,старик,1,1
старик,старик,2,10
старика,старика,0,7
старика,старика,2,2
старикам,старикам,0,1
старикам,старикам,1,1
стариками,стариками,2,1
стариков,стариков,2,2
стариковских,стариковских,0,2
стариковского,стариковского,0,1
стариком,стариком,0,1
старику,старику,0,2
старику,старику,2,1
старинная,старинная,1,1
старинного,старинного,1,1
старинному,старинному,0,1
старинные,старинные,0,1
старинный,старинный,0,1
старичка,старичка,0,1
старички,старички,0,1
старичку,старичку,1,1
старичок,старичок,0,1
старичок,старичок,1,2
старичок,старичок,2,1
старого,старого,0,6
старого,старого,1,2
старого,старого,2,6
старой,старой,0,1
старой,старой,2,1
старому,старому,0,1
старому,старому,1,2
старому,старому,2,7
староста,староста,0,1
староста,староста,2,1
старости,старости,0,2
старух,старух,2,1
старуха,старуха,1,1
старушке,старушке,0,1
старушки,старушки,0,1
старушку,старушку,2,1
старчески,старчески,0,1
старчески,старчески,2,1
старческие,старческие,1,1
старческие,старческие,2,1
старческим,старческим,0,1
старческим,старческим,1,1
старческим,старческим,2,2
старческого,старческого,2,1
старческое,старческое,2,1
старшая,старшая,0,11
старшая,старшая,2,1
старше,старше,0,1
старше,старше,1,1
старше,старше,2,1
старшей,старшей,0,5
старшему,старшему,1,1
старшею,старшею,0,2
старшие,старшие,2,1
старший,старший,0,1
старший,старший,2,1
старшим,старшим,0,1
старшим,старшим,2,1
старшими,старшими,0,1
старшинству,старшинству,1,1
старших,старших,0,1
старшую,старшую,0,2
старые,старые,0,2
старые,старые,1,1
старый,старый,0,16
старый,старый,1,5
старый,старый,2,16
старым,старым,1,1
старым,старым,2,1
старых,старых,0,2
старых,старых,1,1
старых,старых,2,1
статный,статный,1,1
статский,статский,1,1
статского,статского,2,1
статуеобразная,статуеобразная,2,1
статуи,статуи,0,2
статуй,статуй,0,1
стать,стать,0,1
статьи,статьи,1,1
стая,стая,0,1
ство,ство,1,1
стегнуло,стегнуло,1,1
стекались,стекались,2,1
стекла,стекла,0,1
стекло,стекло,0,1
стеклянные,стеклянные,0,2
стена,стена,1,1
стена,стена,2,1
стене,стене,0,6
стене,стене,2,1
стенных,стенных,0,1
стену,стену,0,1
стену,стену,1,1
стены,стены,0,2
степени,степени,0,3
степени,степени,1,1
степени,степени,2,4
степенно,степенно,0,1
степенной,степенной,1,1
степень,степень,0,1
степень,степень,2,1
стерн,стерн,0,1
стерпится,стерпится,0,1
стеснения,стеснения,0,1
стеснителен,стеснителен,0,1
стеснительна,стеснительна,0,1
стесняло,стесняло,2,1
стеснять,стеснять,0,1
стесняясь,стесняясь,1,1
стивенса,стивенса,0,1
стивенсом,стивенсом,0,1
стиснутые,стиснутые,0,1
стих,стих,1,1
стихать,стихать,1,2
стихи,стихи,0,4
стклянки,стклянки,1,1
сто,сто,0,3
сто,сто,1,1
сто,сто,2,1
стоила,стоила,1,1
стоило,стоило,0,3
стоило,стоило,1,1
стоило,стоило,2,2
стоит,стоит,0,3
стоит,стоит,1,7
стоит,стоит,2,6
стоите,стоите,1,1
стоить,стоить,0,1
стоить,стоить,2,1
стоишь,стоишь,1,2
стой,стой,1,1
стой,стой,2,1
стойкости,стойкости,1,1
стойкость,стойкость,1,1
стойте,стойте,0,2
стол,стол,0,13
стол,стол,1,5
стол,стол,2,4
стола,стола,0,12
стола,стола,1,1
стола,стола,2,8
столами,столами,1,1
столе,столе,0,3
столе,столе,1,2
столе,столе,2,1
столик,столик,0,4
столик,столик,2,1
столика,столика,2,1
столиками,столиками,0,1
столике,столике,0,2
столиков,столиков,0,1
столиком,столиком,2,1
столица,столица,1,1
столицей,столицей,1,1
столицы,столицы,0,1
столицы,столицы,1,1
столкновение,столкновение,1,2
столкновение,столкновение,2,1
столкновении,столкновении,1,2
столкновения,столкновения,1,1
столкновения,столкновения,2,1
столкнуться,столкнуться,2,2
столовой,столовой,0,2
столовой,столовой,2,1
столовую,столовую,0,3
столом,столом,0,5
столом,столом,1,3
столом,столом,2,5
столпились,столпились,0,2
столпились,столпились,2,1
столу,столу,0,14
столу,столу,1,1
столу,столу,2,2
столы,столы,0,2
столы,столы,2,1
столь,столь,0,4
столь,столь,1,8
столь,столь,2,14
стольким,стольким,2,1
столько,столько,0,4
столько,столько,1,1
столько,столько,2,9
стон,стон,1,1
стон,стон,2,1
стонал,стонал,2,1
стонать,стонать,2,1
стоном,стоном,1,1
стоном,стоном,2,1
стоны,стоны,1,4
стоны,стоны,2,2
стоптанных,стоптанных,0,1
сторон,сторон,0,8
сторон,сторон,1,14
сторон,сторон,2,14
сторона,сторона,1,2
сторонам,сторонам,1,2
сторонам,сторонам,2,1
стороне,стороне,1,9
стороне,стороне,2,3
сторонись,сторонись,1,1
сторонников,сторонников,2,1
стороной,стороной,2,1
сторону,сторону,0,6
сторону,сторону,1,14
сторону,сторону,2,8
стороны,стороны,0,7
стороны,стороны,1,9
стороны,стороны,2,11
стотысячною,стотысячною,1,1
стоя,стоя,0,3
стоя,стоя,1,2
стоя,стоя,2,3
стоявшая,стоявшая,2,1
стоявшего,стоявшего,1,4
стоявшего,стоявшего,2,4
стоявшее,стоявшее,0,1
стоявшее,стоявшее,1,1
стоявшему,стоявшему,2,2
стоявшие,стоявшие,0,1
стоявшие,стоявшие,1,2
стоявший,стоявший,0,2
стоявший,стоявший,1,5
стоявший,стоявший,2,3
стоявшим,стоявшим,0,1
стоявшим,стоявшим,2,1
стоявших,стоявших,0,1
стоявших,стоявших,1,1
стоявших,стоявших,2,2
стоял,стоял,0,9
стоял,стоял,1,19
стоял,стоял,2,18
стояла,стояла,0,7
стояла,стояла,1,2
стояла,стояла,2,3
стояли,стояли,0,9
стояли,стояли,1,11
стояли,стояли,2,11
стояло,стояло,0,3
стояло,стояло,1,2
стоялось,стоялось,1,1
стоянки,стоянки,1,1
стоянки,стоянки,2,1
стоят,стоят,1,2
стоят,стоят,2,2
стоять,стоять,0,1
стоять,стоять,1,2
стоячем,стоячем,0,1
стравил,стравил,0,1
стравить,стравить,0,1
страдает,страдает,0,1
страдаешь,страдаешь,0,1
страдал,страдал,1,1
страдало,страдало,2,1
страдальческая,страдальческая,0,1
страдание,страдание,2,1
страданием,страданием,2,1
страданий,страданий,0,2
страданий,страданий,2,1
страдания,страдания,1,4
страдания,страдания,2,2
страданиях,страданиях,2,1
страдать,страдать,0,1
страдаю,страдаю,2,1
страдающим,страдающим,1,1
страдающим,страдающим,2,1
страдающих,страдающих,2,1
страдая,страдая,2,1
стражения,стражения,1,1
страницу,страницу,0,1
странная,странная,1,1
странно,странно,0,4
странно,странно,1,1
странно,странно,2,3
странное,странное,0,1
странное,странное,1,1
странное,странное,2,3
странной,странной,0,1
странном,странном,1,2
странности,странности,2,1
странностями,странностями,0,1
странные,странные,2,1
странный,странный,1,3
странным,странным,2,1
странных,странных,1,1
страстей,страстей,2,1
страсти,страсти,2,1
страстно,страстно,0,2
страстно,страстно,2,3
страстного,страстного,2,1
страстное,страстное,2,2
страстной,страстной,0,1
страстным,страстным,0,1
страсть,страсть,1,3
страсть,страсть,2,2
стратегией,стратегией,0,1
стратегии,стратегии,1,1
стратегический,стратегический,2,2
стратегическом,стратегическом,1,1
страусовых,страусовых,1,1
страх,страх,0,10
страх,страх,1,4
страх,страх,2,7
страха,страха,0,5
страха,страха,1,5
страха,страха,2,5
страхом,страхом,0,3
страхом,страхом,1,1
страхом,страхом,2,2
страшен,страшен,0,1
страшившую,страшившую,2,1
страшная,страшная,0,1
страшная,страшная,1,1
страшная,страшная,2,1
страшно,страшно,0,3
страшно,страшно,1,2
страшно,страшно,2,9
страшного,страшного,0,1
страшного,страшного,1,3
страшное,страшное,1,1
страшной,страшной,2,1
страшном,страшном,2,2
страшною,страшною,1,1
страшные,страшные,0,1
страшные,страшные,2,1
страшный,страшный,0,1
страшный,страшный,1,1
страшным,страшным,0,1
страшным,страшным,1,1
страшным,страшным,2,1
страшных,страшных,2,1
стрелки,стрелки,1,2
стрелки,стрелки,2,3
стрелков,стрелков,1,2
стрелков,стрелков,2,1
стрелковой,стрелковой,2,1
стрельба,стрельба,1,3
стрельба,стрельба,2,5
стрельбу,стрельбу,1,1
стрельбу,стрельбу,2,1
стрельбы,стрельбы,1,2
стрельбы,стрельбы,2,5
стрелявших,стрелявших,2,1
стрелявшую,стрелявшую,2,1
стреляет,стреляет,2,1
стрелял,стрелял,1,1
стрелял,стрелял,2,1
стреляли,стреляли,1,7
стреляли,стреляли,2,1
стрелять,стрелять,1,8
стрелять,стрелять,2,3
стреляют,стреляют,1,1
стреляют,стреляют,2,2
стреляющих,стреляющих,2,1
стремглав,стремглав,0,1
стремглав,стремглав,1,1
стремглав,стремглав,2,1
стременах,стременах,1,1
стремени,стремени,1,1
стремительно,стремительно,0,1
стремительность,стремительность,0,1
стремительностью,стремительностью,1,1
стремления,стремления,2,2
стремя,стремя,1,2
стриженою,стриженою,0,1
строга,строга,2,1
строганов,строганов,2,1
строгая,строгая,0,2
строгая,строгая,1,1
строгая,строгая,2,1
строгие,строгие,0,1
строгий,строгий,0,1
строгий,строгий,2,1
строгим,строгим,0,1
строгим,строгим,1,2
строгим,строгим,2,1
строгими,строгими,0,1
строгими,строгими,1,1
строго,строго,0,12
строго,строго,1,8
строго,строго,2,2
строгого,строгого,0,1
строгого,строгого,1,1
строгое,строгое,0,2
строгому,строгому,0,1
строгости,строгости,1,1
строгости,строгости,2,1
строгою,строгою,0,1
строем,строем,2,1
строже,строже,0,2
строившегося,строившегося,1,1
строившихся,строившихся,1,1
строили,строили,0,1
строили,строили,1,1
строились,строились,2,3
стройная,стройная,1,1
стройно,стройно,1,2
стройного,стройного,0,2
стройную,стройную,1,1
строк,строк,2,1
строясь,строясь,1,1
строящиеся,строящиеся,1,1
стружками,стружками,0,1
струя,струя,2,1
студент,студент,0,3
стук,стук,1,1
стукнув,стукнув,0,1
стуком,стуком,1,2
стул,стул,0,2
стул,стул,1,1
стула,стула,0,2
стуле,стуле,2,1
стулом,стулом,0,2
стулу,стулу,0,2
стульев,стульев,0,2
стулья,стулья,0,3
стулья,стулья,2,2
ступает,ступает,2,1
ступай,ступай,0,5
ступай,ступай,2,4
ступайте,ступайте,2,2
ступая,ступая,0,2
ступая,ступая,1,1
ступая,ступая,2,1
ступеньки,ступеньки,2,1
ступить,ступить,2,1
ступни,ступни,0,1
стуча,стуча,0,2
стучишь,стучишь,0,1
стыда,стыда,0,1
стыда,стыда,2,2
стыдливости,стыдливости,2,1
стыдно,стыдно,0,3
стыдно,стыдно,1,1
стыдно,стыдно,2,10
стягиваем,стягиваем,1,1
стянуты,стянуты,2,1
субалтерн,субалтерн,1,2
субординации,субординации,2,4
субординация,субординация,2,1
субъект,субъект,2,1
сувара,сувара,2,1
суворов,суворов,0,5
суворов,суворов,1,1
суворова,суворова,0,2
суворова,суворова,1,1
суворова,суворова,2,1
суворове,суворове,1,1
суворовских,суворовских,0,1
суворовских,суворовских,2,1
суворовы,суворовы,0,2
суворовых,суворовых,0,1
суд,суд,1,1
суда,суда,0,1
суда,суда,1,1
сударыня,сударыня,0,3
сударь,сударь,0,1
суди,суди,0,1
судила,судила,2,1
судим,судим,0,1
судите,судите,1,1
судить,судить,0,3
судить,судить,2,2
судитэ,судитэ,0,1
судорожно,судорожно,2,1
судьба,судьба,0,4
судьба,судьба,1,2
судьба,судьба,2,5
судьбе,судьбе,0,1
судьбой,судьбой,2,1
судьбу,судьбу,0,2
судьбу,судьбу,2,1
судьбы,судьбы,2,4
судьей,судьей,0,1
судя,судя,0,1
судя,судя,2,2
суеверие,суеверие,0,1
суетились,суетились,0,1
суетни,суетни,0,1
суетня,суетня,0,1
суеты,суеты,2,1
суждений,суждений,0,1
суждению,суждению,1,1
сузились,сузились,1,1
сукин,сукин,1,1
сукна,сукна,1,2
суконных,суконных,0,1
султан,султан,0,1
султанами,султанами,2,1
султаном,султаном,2,4
сумеет,сумеет,2,1
сумела,сумела,2,1
сумка,сумка,1,1
сумку,сумку,1,1
сумок,сумок,1,1
сумочкой,сумочкой,0,1
сумочку,сумочку,1,2
сундук,сундук,0,1
сундуке,сундуке,0,2
сунув,сунув,0,1
сунул,сунул,1,1
сунулся,сунулся,2,1
сунутся,сунутся,1,1
сунь,сунь,1,1
супа,супа,2,1
супов,супов,0,1
супруги,супруги,2,2
супругов,супругов,0,1
супружества,супружества,2,1
супружество,супружество,2,1
сургуч,сургуч,0,1
суровости,суровости,0,1
сутки,сутки,0,1
сутки,сутки,1,1
суток,суток,1,1
сутуловатую,сутуловатую,1,1
сутуловатые,сутуловатые,2,1
сутуловатый,сутуловатый,1,1
сутуловатыми,сутуловатыми,2,1
сухари,сухари,2,1
сухарика,сухарика,1,1
сухие,сухие,2,1
сухим,сухим,0,2
сухими,сухими,0,3
сухо,сухо,0,4
сухо,сухо,2,1
сухое,сухое,0,2
сухое,сухое,2,1
сухой,сухой,1,2
сухощавой,сухощавой,0,1
сухою,сухою,0,1
сухтелен,сухтелен,2,1
сухтелена,сухтелена,2,1
суша,суша,1,1
сушился,сушился,1,1
сушить,сушить,1,1
сущая,сущая,1,1
существенная,существенная,2,1
существо,существо,0,1
существо,существо,2,4
существовал,существовал,2,1
существование,существование,2,2
существовании,существовании,2,1
существования,существования,0,1
существования,существования,2,2
существом,существом,1,1
сущности,сущности,1,1
сущности,сущности,2,1
сущность,сущность,0,2
сущность,сущность,1,1
сферах,сферах,1,1
сферах,сферах,2,1
сформировавшегося,сформировавшегося,0,1
схватив,схватив,0,1
схватив,схватив,2,3
схватил,схватил,0,2
схватил,схватил,1,2
схватил,схватил,2,1
схватилась,схватилась,0,1
схватили,схватили,0,2
схватился,схватился,2,1
схватить,схватить,0,1
схватиться,схватиться,0,1
схватывал,схватывал,0,1
схватывая,схватывая,1,1
сходил,сходил,0,1
сходил,сходил,1,1
сходила,сходила,1,1
сходить,сходить,2,1
сходиться,сходиться,2,1
сходство,сходство,0,1
сходством,сходством,0,1
сходят,сходят,1,1
сценой,сценой,0,2
сцену,сцену,2,1
сцены,сцены,0,2
сцены,сцены,1,1
счастие,счастие,0,1
счастие,счастие,1,3
счастие,счастие,2,6
счастием,счастием,1,1
счастием,счастием,2,4
счастию,счастию,2,2
счастия,счастия,0,1
счастия,счастия,1,2
счастия,счастия,2,5
счастлив,счастлив,0,1
счастлив,счастлив,1,2
счастлив,счастлив,2,8
счастлива,счастлива,0,3
счастлива,счастлива,2,3
счастливая,счастливая,0,1
счастливая,счастливая,2,2
счастливее,счастливее,0,1
счастливее,счастливее,2,1
счастливец,счастливец,2,1
счастливо,счастливо,0,1
счастливо,счастливо,1,7
счастливо,счастливо,2,3
счастливого,счастливого,2,1
счастливое,счастливое,1,1
счастливое,счастливое,2,3
счастливой,счастливой,1,2
счастливом,счастливом,2,2
счастливому,счастливому,2,1
счастливою,счастливою,0,1
счастливою,счастливою,2,3
счастливую,счастливую,1,2
счастливы,счастливы,0,1
счастливы,счастливы,1,2
счастливы,счастливы,2,2
счастливые,счастливые,2,1
счастливый,счастливый,1,1
счастливый,счастливый,2,2
счастливым,счастливым,0,1
счастливым,счастливым,1,5
счастливым,счастливым,2,2
счастливыми,счастливыми,0,1
счастливых,счастливых,2,1
счастье,счастье,0,1
счастье,счастье,2,4
счастьем,счастьем,2,1
счастья,счастья,2,2
счел,счел,1,1
счет,счет,0,2
счеты,счеты,2,1
считавшееся,считавшееся,0,1
считавший,считавший,0,1
считавшийся,считавшийся,1,1
считает,считает,1,1
считаете,считаете,0,2
считал,считал,0,3
считал,считал,1,2
считал,считал,2,1
считала,считала,0,2
считала,считала,2,1
считали,считали,0,1
считали,считали,1,1
считали,считали,2,2
считались,считались,2,1
считать,считать,0,1
считать,считать,1,1
считать,считать,2,1
считаю,считаю,0,1
считаю,считаю,1,1
считаю,считаю,2,1
считают,считают,0,1
считая,считая,0,2
считая,считая,1,2
съедает,съедает,0,1
съездите,съездите,1,1
съездить,съездить,0,1
съездить,съездить,1,1
съезжу,съезжу,2,1
съесть,съесть,1,1
съехались,съехались,1,2
сыграйте,сыграйте,2,1
сыграла,сыграла,0,1
сын,сын,0,37
сын,сын,1,2
сын,сын,2,14
сына,сына,0,22
сына,сына,2,12
сыне,сыне,0,2
сыне,сыне,2,1
сыновей,сыновей,2,1
сынок,сынок,2,1
сыном,сыном,0,10
сыном,сыном,2,8
сыну,сыну,0,11
сыну,сыну,2,5
сырости,сырости,1,1
сыру,сыру,1,1
сю,сю,1,2
сю,сю,2,1
сюда,сюда,0,17
сюда,сюда,1,6
сюда,сюда,2,8
сюртук,сюртук,0,1
сюртуке,сюртуке,1,1
сюртуке,сюртуке,2,1
сюртучок,сюртучок,2,2
т,т,1,1
т,т,2,12
тo,тo,1,1
тàк,тàк,1,1
тáк,тáк,2,1
тò,тò,1,1
та,та,0,4
та,та,1,10
та,та,2,12
табакерке,табакерке,2,2
табакерки,табакерки,0,1
табакерки,табакерки,2,1
табакеркой,табакеркой,2,2
табакерку,табакерку,2,7
табакерок,табакерок,0,1
табакерок,табакерок,2,1
табаку,табаку,1,1
табаку,табаку,2,1
табачным,табачным,0,1
таборский,таборский,1,1
таборским,таборским,2,1
таинства,таинства,0,3
таинственно,таинственно,0,1
таинственно,таинственно,2,1
таинственного,таинственного,2,1
таинственною,таинственною,1,1
таинственною,таинственною,2,1
таинственную,таинственную,2,1
таинственные,таинственные,1,1
таинство,таинство,0,1
таинству,таинству,0,1
таить,таить,0,1
тайком,тайком,0,1
тайн,тайн,0,1
тайно,тайно,0,1
тайно,тайно,2,1
тайного,тайного,1,1
тайны,тайны,2,1
так,так,0,160
так,так,1,131
так,так,2,197
такая,такая,0,3
такая,такая,1,3
такая,такая,2,5
также,также,0,2
также,также,2,5
таки,таки,0,9
таки,таки,1,8
таки,таки,2,12
такие,такие,0,15
такие,такие,1,4
такие,такие,2,8
таким,таким,0,14
таким,таким,1,11
таким,таким,2,11
такими,такими,0,2
такими,такими,1,3
такими,такими,2,1
таких,таких,0,8
таких,таких,1,3
таких,таких,2,6
такого,такого,0,7
такого,такого,1,4
такого,такого,2,4
такое,такое,0,10
такое,такое,1,6
такое,такое,2,13
такой,такой,0,12
такой,такой,1,3
такой,такой,2,20
таком,таком,0,3
таком,таком,1,2
таком,таком,2,3
такому,такому,0,1
такому,такому,2,1
такою,такою,0,3
такою,такою,1,3
такою,такою,2,6
такт,такт,0,1
такт,такт,1,4
такт,такт,2,1
такта,такта,0,1
тактик,тактик,0,2
такту,такту,1,2
такую,такую,0,2
такую,такую,1,1
такую,такую,2,2
талией,талией,0,3
талией,талией,2,1
талии,талии,2,1
талию,талию,0,1
талиями,талиями,2,1
там,там,0,12
там,там,1,38
там,там,2,35
тамошнее,тамошнее,2,1
танец,танец,0,1
танца,танца,0,1
танцам,танцам,0,1
танцевали,танцевали,2,1
танцовал,танцовал,0,2
танцовала,танцовала,0,1
танцовали,танцовали,0,2
танцовало,танцовало,0,1
танцованный,танцованный,0,1
танцовать,танцовать,0,3
танцовать,танцовать,1,1
танцует,танцует,0,1
танцующие,танцующие,0,1
танцующих,танцующих,0,1
таперича,таперича,1,1
тарас,тарас,0,1
тараску,тараску,0,1
тарелка,тарелка,2,1
тарелки,тарелки,1,1
тарелку,тарелку,0,2
тарелок,тарелок,2,1
таскал,таскал,0,1
таскают,таскают,1,1
тат,тат,2,1
татарский,татарский,0,1
тафа,тафа,1,1
тафа,тафа,2,1
таш,таш,2,1
ташка,ташка,1,1
ташка,ташка,2,1
ташки,ташки,1,1
ташку,ташку,2,3
таща,таща,1,1
тащившие,тащившие,1,1
тащили,тащили,1,3
тащили,тащили,2,1
тащилось,тащилось,1,1
тащут,тащут,1,1
таял,таял,1,1
твердила,твердила,2,1
твердо,твердо,0,1
твердо,твердо,1,1
твердо,твердо,2,4
твердого,твердого,0,1
твердого,твердого,1,1
твердое,твердое,1,1
твердом,твердом,0,1
твердому,твердому,0,1
твердости,твердости,1,1
твердою,твердою,2,1
твердые,твердые,1,1
твердым,твердым,0,2
твердым,твердым,1,2
твердым,твердым,2,1
твержу,твержу,2,1
тверской,тверской,2,1
твое,твое,0,3
твоего,твоего,2,3
твоей,твоей,0,2
твоей,твоей,2,2
твоему,твоему,0,1
твоею,твоею,0,1
твои,твои,0,2
твоим,твоим,2,1
твоих,твоих,0,1
твой,твой,0,5
твою,твою,0,1
твою,твою,2,2
твоя,твоя,0,2
твоя,твоя,2,3
те,те,0,12
те,те,1,7
те,те,2,20
театр,театр,1,1
театров,театров,0,1
театры,театры,0,1
тебе,тебе,0,40
тебе,тебе,1,6
тебе,тебе,2,26
тебя,тебя,0,23
тебя,тебя,1,7
тебя,тебя,2,24
тезку,тезку,2,1
текла,текла,1,4
текла,текла,2,1
тела,тела,0,3
тела,тела,1,1
тела,тела,2,3
телег,телег,1,1
телеге,телеге,1,1
телегой,телегой,1,1
тело,тело,0,7
тело,тело,1,6
тело,тело,2,2
телом,телом,0,3
телом,телом,1,2
телом,телом,2,2
телянин,телянин,1,14
телянина,телянина,1,11
телянину,телянину,1,2
теляниным,теляниным,1,2
тем,тем,0,41
тем,тем,1,33
тем,тем,2,53
теми,теми,0,3
теми,теми,1,1
теми,теми,2,2
темляком,темляком,2,1
темная,темная,0,1
темная,темная,1,2
темно,темно,1,3
темно,темно,2,2
темное,темное,2,1
темнозеленом,темнозеленом,0,1
темнозеленых,темнозеленых,1,1
темной,темной,1,1
темном,темном,2,1
темнота,темнота,2,1
темноте,темноте,0,1
темноте,темноте,1,2
темноту,темноту,0,1
темноту,темноту,1,1
темноту,темноту,2,1
темную,темную,0,1
темными,темными,1,1
тему,тему,0,1
темь,темь,1,1
тени,тени,0,2
тени,тени,1,1
тень,тень,0,2
теперешнего,теперешнего,2,1
теперешние,теперешние,0,1
теперешними,теперешними,0,1
теперь,теперь,0,58
теперь,теперь,1,45
теперь,теперь,2,82
теплая,теплая,1,1
тепло,тепло,2,1
теплого,теплого,0,1
теплый,теплый,0,1
теплый,теплый,1,1
теплым,теплым,1,1
терезией,терезией,1,1
терезии,терезии,1,2
терла,терла,0,2
терпение,терпение,0,1
терпеть,терпеть,0,1
терпеть,терпеть,2,4
теряет,теряет,1,1
теряешь,теряешь,0,1
терял,терял,0,1
терял,терял,1,1
терять,терять,2,2
теряя,теряя,1,2
тесемочками,тесемочками,0,1
теснились,теснились,2,1
тесной,тесной,1,1
теснясь,теснясь,1,1
тетенька,тетенька,2,1
тетке,тетке,2,1
тетки,тетки,2,1
тетрадь,тетрадь,0,7
тетрадью,тетрадью,0,3
тетрадями,тетрадями,0,1
тетушка,тетушка,2,5
тетушке,тетушке,0,1
тетушке,тетушке,2,1
тетушки,тетушки,0,2
тетушки,тетушки,2,1
тетушкой,тетушкой,0,1
тетушкой,тетушкой,2,1
тетушку,тетушку,2,1
тех,тех,0,18
тех,тех,1,11
тех,тех,2,23
ти,ти,2,11
тимохин,тимохин,1,6
тимохина,тимохина,1,2
тимохину,тимохину,1,1
тимохиным,тимохиным,1,1
типом,типом,0,1
типом,типом,1,1
тит,тит,2,6
титом,титом,2,1
титул,титул,0,1
титул,титул,1,1
титул,титул,2,1
титула,титула,2,1
титулом,титулом,1,1
тить,тить,1,1
тихая,тихая,2,1
тихеньким,тихеньким,0,1
тихие,тихие,0,1
тихим,тихим,0,2
тихим,тихим,1,1
