source,source_lower,target,target_lower,weight,context_level,chapters,num_chapters
Перонской,перонск,Ростовых,ростовых,1,sentence,50,1
Молодой Безухов,безух,Элен,элен,1,sentence,50,1
Марье Антоновне,антоновн,Марья,марь,1,sentence,50,1
Перонская,перонска,Пьеру,пьер,1,sentence,50,1
Отрадном,отрадн,Помните,помнит,1,sentence,50,1
Александра,александр,Елизавета,елизавет,1,sentence,51,1
Нарышкиной,нарышкин,Перонская,перонска,1,sentence,51,1
Совет,совет,Барон Фиргоф,фиргоф,1,sentence,51,1
Андрей,андр,Перонской,перонск,1,sentence,51,1
Наташа,наташ,Перонской,перонск,1,sentence,51,1
Андрея,андре,Давно,давно,1,sentence,51,1
Андрей,андр,Какова,как,1,sentence,52,1
Молодой Безухов,безух,Особенно,особенно,1,sentence,52,1
Бицкий,бицкий,Петербурге,петербург,1,sentence,53,1
Петербурге,петербург,Сперанского,сперанского,1,sentence,53,1
Бицкий,бицкий,Сперанского,сперанского,1,sentence,53,1
Сенату,сенат,Совет,совет,1,sentence,53,1
Государь,государь,Сенату,сенат,1,sentence,53,1
Государь,государь,Совет,совет,1,sentence,53,1
Андрей,андр,Совет,совет,1,sentence,53,1
Бицкому,бицком,Совет,совет,1,sentence,53,1
Андрей,андр,Таврического,таврического,1,sentence,53,1
Сперанского,сперанского,Таврического,таврического,1,sentence,53,1
Магницкий,магницкий,Столыпин,столып,1,sentence,53,1
Жерве,жерв,Магницкий,магницкий,1,sentence,53,1
Андрей,андр,Магницкого,магницкого,1,sentence,53,1
Сперанский,сперанский,Столыпин,столып,1,sentence,53,1
Жерве,жерв,Сперанский,сперанский,1,sentence,53,1
Магницкому,магницком,Минутку,минутк,1,sentence,53,1
Андрей,андр,Наполеон,наполеон,1,sentence,53,1
Андрея,андре,Удивительный,удивительный,1,sentence,53,1
Куда,куд,Сперанский,сперанский,1,sentence,53,1
Сперанский,сперанский,Сперанского,сперанского,1,sentence,53,1
Богучарово,богучарово,Рязань,рязань,1,sentence,53,1
Дрона,дрон,Рязань,рязань,1,sentence,53,1
Богучарово,богучарово,Дрона,дрон,1,sentence,53,1
Англию,англи,Италии,итали,1,sentence,54,1
Англию,англи,Швейцарию,швейцари,1,sentence,54,1
Италии,итали,Швейцарию,швейцари,1,sentence,54,1
Александру Павловичу,павлович,Пьеру,пьер,1,sentence,55,1
Берга,берг,Москвы,москв,1,sentence,55,1
Берга,берг,Александру Павловичу,павлович,1,sentence,55,1
Александру Павловичу,павлович,Петербурге,петербург,1,sentence,55,1
Берга,берг,Елена Васильевна,васильевн,1,sentence,55,1
Бергам,бергам,Пьеру,пьер,1,sentence,55,1
Mann,mann,Вера,вер,1,sentence,55,1
Берга,берг,Юсуповой,юсупов,1,sentence,55,1
Берга,берг,Точно,точно,1,sentence,55,1
Точно,точно,Юсуповой,юсупов,1,sentence,55,1
Вера,вер,Только,только,1,sentence,55,1
Андрей,андр,Вера,вер,1,sentence,56,1
Андрея,андре,Натали,натал,1,sentence,56,1
Возвращение,возвращени,Натали,натал,1,sentence,56,1
Et Nathalie,nathalie,Натали,натал,1,sentence,56,1
Вера,вер,Возвращение,возвращени,1,sentence,56,1
Et Nathalie,nathalie,Вера,вер,1,sentence,56,1
Андрея,андре,Возвращение,возвращени,1,sentence,56,1
Et Nathalie,nathalie,Андрея,андре,1,sentence,56,1
Et Nathalie,nathalie,Возвращение,возвращени,1,sentence,56,1
Граф Илья Андреич,андреич,Ростовым,ростовым,1,sentence,57,1
Слава Богу,бог,Мама,мам,1,sentence,57,1
Андрея,андре,Отрадном,отрадн,1,sentence,57,1
Наташа,наташ,Полно,полно,1,sentence,57,1
Голубушка,голубушк,Наташа,наташ,1,sentence,57,1
Любит,любит,Пьеру,пьер,1,sentence,57,1
Пьеру,пьер,Темнота,темнот,1,sentence,57,1
Болконский,болконский,Мама,мам,1,sentence,58,1
Андрей,андр,Давно,давно,1,sentence,58,1
Наташа,наташ,Поди,под,1,sentence,58,1
Наташа,наташ,Правду,правд,1,sentence,58,1
Андрей,андр,Сказала,сказал,1,sentence,58,1
Андрей,андр,Простите,простит,1,sentence,58,1
Наташа,наташ,Це,це,1,sentence,58,1
Андрей,андр,Про Болконского,болконского,1,sentence,58,1
Николая,никола,Ростовы,ростов,1,sentence,58,1
Николая,никола,Отрадное,отрадно,1,sentence,58,1
Николая,никола,Петербурге,петербург,1,sentence,58,1
Отрадное,отрадно,Ростовы,ростов,1,sentence,58,1
Отрадное,отрадно,Петербурге,петербург,1,sentence,58,1
Николая,никола,Петя,пет,1,sentence,58,1
Андрея,андре,Петя,пет,1,sentence,58,1
Sophie,sophie,Андрей,андр,1,sentence,58,1
Sophie,sophie,Какое,како,1,sentence,58,1
Андрея,андре,Тебе,теб,1,sentence,59,1
Николинька,николиньк,Тебе,теб,1,sentence,59,1
Андрея,андре,Николинька,николиньк,1,sentence,59,1
Который,который,Тем,тем,1,sentence,59,1
Марья,марь,Турции,турци,1,sentence,59,1
Марья,марь,Петербурге,петербург,1,sentence,59,1
Жюли Карагиной,карагин,Турции,турци,1,sentence,59,1
Андрея,андре,Жюли Карагиной,карагин,1,sentence,59,1
Жюли Карагиной,карагин,Петербурге,петербург,1,sentence,59,1
Лысых Гор,гор,Жюли Карагиной,карагин,1,sentence,59,1
Андрея,андре,Турции,турци,1,sentence,59,1
Петербурге,петербург,Турции,турци,1,sentence,59,1
Лысых Гор,гор,Турции,турци,1,sentence,59,1
Лысых Гор,гор,Петербурге,петербург,1,sentence,59,1
Julie,julie,Горести,горест,1,sentence,59,1
Слава Богу,бог,Который,который,1,sentence,59,1
Его,его,Которого,которого,1,sentence,59,1
Его,его,Творца,творц,1,sentence,59,1
Его,его,Своему,своем,1,sentence,59,1
Которого,которого,Творца,творц,1,sentence,59,1
Которого,которого,Своему,своем,1,sentence,59,1
Своему,своем,Творца,творц,1,sentence,59,1
Буонапарте,буонапарт,Европы,европ,1,sentence,59,1
Буонапарте,буонапарт,Великой Екатерины,екатерин,1,sentence,59,1
Европы,европ,Великой Екатерины,екатерин,1,sentence,59,1
Буонапарте,буонапарт,Михаилом Ивановичем,иванович,1,sentence,59,1
Буонапарте,буонапарт,Лысых Горах,горах,1,sentence,59,1
Лысых Горах,горах,Михаилом Ивановичем,иванович,1,sentence,59,1
Марья,марь,Швейцарию,швейцари,1,sentence,60,1
Андрея,андре,Швейцарию,швейцари,1,sentence,60,1
Бурьенке,бурьенк,Николушка,николушк,1,sentence,60,1
Слава Богу,бог,Христос,христос,1,sentence,60,1
Марья,марь,Федосьюшка,федосьюшк,1,sentence,60,1
Слава Богу,бог,Коко,коко,1,sentence,60,1
Денисов,денис,Павлоградском,павлоградск,1,sentence,61,1
Павлоградском,павлоградск,Николай Ростов,рост,1,sentence,61,1
Болконским,болконским,Наташа,наташ,1,sentence,61,1
Лаврушка,лаврушк,Марса,марс,1,sentence,61,1
Денисов,денис,Марса,марс,1,sentence,61,1
Марса,марс,Николай Ростов,рост,1,sentence,61,1
Анну,анн,Голуховскому,голуховском,1,sentence,61,1
Голуховскому,голуховском,Пшаздецкой,пшаздецк,1,sentence,61,1
Боржозовской,боржозовск,Голуховскому,голуховском,1,sentence,61,1
Голуховскому,голуховском,Николай Ростов,рост,1,sentence,61,1
Анну,анн,Пшаздецкой,пшаздецк,1,sentence,61,1
Анну,анн,Боржозовской,боржозовск,1,sentence,61,1
Анну,анн,Николай Ростов,рост,1,sentence,61,1
Боржозовской,боржозовск,Пшаздецкой,пшаздецк,1,sentence,61,1
Пшаздецкой,пшаздецк,Николай Ростов,рост,1,sentence,61,1
Боржозовской,боржозовск,Николай Ростов,рост,1,sentence,61,1
Басовым,басовым,Николай Ростов,рост,1,sentence,61,1
Киев,ки,Кременчуга,кременчуг,1,sentence,61,1
Киев,ки,Николай Ростов,рост,1,sentence,61,1
Дожойвейку,дожойвейк,Киев,ки,1,sentence,61,1
Киев,ки,Отрадном,отрадн,1,sentence,61,1
Кременчуга,кременчуг,Николай Ростов,рост,1,sentence,61,1
Дожойвейку,дожойвейк,Кременчуга,кременчуг,1,sentence,61,1
Кременчуга,кременчуг,Отрадном,отрадн,1,sentence,61,1
Дожойвейку,дожойвейк,Николай Ростов,рост,1,sentence,61,1
Дожойвейку,дожойвейк,Отрадном,отрадн,1,sentence,61,1
Митинька,митиньк,Николай,николай,1,sentence,62,1
Вон,вон,Митинька,митиньк,1,sentence,62,1
Клумба,клумб,Отрадном,отрадн,1,sentence,62,1
Митинька,митиньк,Отрадного,отрадного,1,sentence,62,1
Анна Михайловна,михайловн,Николая,никола,1,sentence,62,1
Борису,борис,Анна Михайловна,михайловн,1,sentence,62,1
Дубравы,дубрав,Николай Ростов,рост,1,sentence,63,1
Данило,данило,Николай,николай,1,sentence,63,1
Милка,милк,Николай,николай,1,sentence,63,1
Отрадненский,отрадненский,Уварку,уварк,1,sentence,63,1
Отрадненский,отрадненский,Перевела,перевел,1,sentence,63,1
Приду,прид,Уварку,уварк,1,sentence,63,1
Данило,данило,Уварку,уварк,1,sentence,63,1
Николая,никола,Уварку,уварк,1,sentence,63,1
Данило,данило,Николая,никола,1,sentence,63,1
Данило,данило,Наташа,наташ,1,sentence,63,1
Едем,ед,Николай,николай,1,sentence,63,1
Едем,ед,Петя,пет,1,sentence,63,1
Едем,ед,Наташа,наташ,1,sentence,63,1
Петя,пет,Тщетны Россам,россам,1,sentence,63,1
Данила,данил,Михайла,михайл,1,sentence,63,1
Здравствуйте,здравствуйт,Николай,николай,1,sentence,64,1
Бери,бер,Гирчик,гирчик,1,sentence,64,1
Гирчик,гирчик,Корниках,корниках,1,sentence,64,1
Гирчик,гирчик,Илагины,илагин,1,sentence,64,1
Бери,бер,Корниках,корниках,1,sentence,64,1
Бери,бер,Илагины,илагин,1,sentence,64,1
Илагины,илагин,Корниках,корниках,1,sentence,64,1
Михайла,михайл,Петя,пет,1,sentence,64,1
Здравствуйте,здравствуйт,Петя,пет,1,sentence,64,1
Николинька,николиньк,Трунила,трунил,1,sentence,64,1
Наташа,наташ,Трунила,трунил,1,sentence,64,1
Николай,николай,Трунила,трунил,1,sentence,64,1
Граф Илья Андреич,андреич,Вифлянкой,вифлянк,1,sentence,64,1
Данило,данило,Марьи Ивановны,ивановн,1,sentence,64,1
Семену,семен,Шшшш,шшшш,1,sentence,64,1
Наталью Ильиничну,ильиничн,Семену,семен,1,sentence,64,1
Петром Ильичем,ильич,Семену,семен,1,sentence,64,1
Жаровых,жаровых,Петром Ильичем,ильич,1,sentence,64,1
Жаровых,жаровых,Семену,семен,1,sentence,64,1
Данила,данил,Семену,семен,1,sentence,64,1
Поискать,поискать,Семену,семен,1,sentence,64,1
Михаил,михаил,Намедни,намедн,1,sentence,64,1
Михаил,михаил,Сидорыч,сидорыч,1,sentence,64,1
Намедни,намедн,Сидорыч,сидорыч,1,sentence,64,1
Назад,назад,Семену,семен,1,sentence,64,1
Карай,карай,Тебе,теб,1,sentence,65,1
Слава Богу,бог,Карай,карай,1,sentence,65,1
Николай Ростов,рост,Совершилось,совершилось,1,sentence,65,1
Николай Ростов,рост,Улюлюлю,улюлюл,1,sentence,65,1
Николай,николай,Улюлю,улюл,1,sentence,65,1
Николай,николай,Улюлюлюлю,улюлюлюл,1,sentence,65,1
Красный Любим,любим,Милка,милк,1,sentence,65,1
Карая,кара,Николай,николай,1,sentence,65,1
Карай,карай,Николай,николай,1,sentence,65,1
Данило,данило,Карай,карай,1,sentence,65,1
Данила,данил,Данило,данило,1,sentence,65,1
Данила,данил,Матёрый,матёрый,1,sentence,65,1
Данило,данило,Матёрый,матёрый,1,sentence,65,1
Волторна,волторн,Николай,николай,1,sentence,66,1
Иваном,иван,Николая,никола,1,sentence,66,1
Илагинская,илагинска,Петя,пет,1,sentence,66,1
Илагин,илаг,Ростовым,ростовым,1,sentence,66,1
Ростовы,ростов,Ростовым,ростовым,1,sentence,66,1
Илагины,илагин,Николай,николай,1,sentence,66,1
Диану,диан,Наташа,наташ,1,sentence,66,1
Илагин,илаг,Николай Ростов,рост,1,sentence,66,1
Илагинских,илагинских,Милка,милк,1,sentence,66,1
Илагин,илаг,Милка,милк,1,sentence,66,1
Николай,николай,Ругая,руга,1,sentence,66,1
Ерзу,ерз,Ругая,руга,1,sentence,66,1
Ерзу,ерз,Николай,николай,1,sentence,66,1
Илагиным,илагиным,Милка,милк,1,sentence,66,1
Ерзу,ерз,Матёрый,матёрый,1,sentence,66,1
Илагин,илаг,Матёрый,матёрый,1,sentence,66,1
Куда,куд,Николай,николай,1,sentence,66,1
Илагин,илаг,Наташа,наташ,1,sentence,66,1
Ерзу,ерз,Илагинская,илагинска,1,sentence,66,1
Милушка,милушк,Николая,никола,1,sentence,66,1
Ерзынька,ерзыньк,Илагин,илаг,1,sentence,66,1
Илагин,илаг,Николая,никола,1,sentence,67,1
Илагин,илаг,Михайловке,михайловк,1,sentence,67,1
Михайловке,михайловк,Николая,никола,1,sentence,67,1
Михайловке,михайловк,Николай,николай,1,sentence,67,1
Отрадное,отрадно,Петя,пет,1,sentence,67,1
Петя,пет,Предложение,предложени,1,sentence,67,1
Николай,николай,Отрадное,отрадно,1,sentence,67,1
Отрадное,отрадно,Предложение,предложени,1,sentence,67,1
Николай,николай,Предложение,предложени,1,sentence,67,1
Наташа,наташ,Предложение,предложени,1,sentence,67,1
Наташа,наташ,Отрадном,отрадн,1,sentence,67,1
Николай Ростов,рост,Анисья Федоровна,федоровн,1,sentence,67,1
Наташа,наташ,Покушайте,покушайт,1,sentence,67,1
Илагинских,илагинских,Ругая,руга,1,sentence,67,1
Изволите,изволит,Наташа,наташ,1,sentence,67,1
Анисьюшка,анисьюшк,Посмотри,посмотр,1,sentence,67,1
Барыню,барын,Анисья Федоровна,федоровн,1,sentence,67,1
Николая,никола,Анисья Федоровна,федоровн,1,sentence,67,1
Анисье,анись,Анисья Федоровна,федоровн,1,sentence,67,1
Николай,николай,Уж,уж,1,sentence,67,1
Наташа,наташ,Прощай,прощай,1,sentence,67,1
Николай,николай,Поймала,поймал,1,sentence,67,1
Николай,николай,Ругай,ругай,1,sentence,67,1
Знаю,зна,Николай,николай,1,sentence,67,1
Знаю,зна,Наташа,наташ,1,sentence,67,1
Анисьюшка,анисьюшк,Наташа,наташ,1,sentence,67,1
Наташа,наташ,Экая,эка,1,sentence,67,1
Николай,николай,Экая,эка,1,sentence,67,1
Николай,николай,Ростовского,ростовского,1,sentence,68,1
Наташа,наташ,Ростовского,ростовского,1,sentence,68,1
Белова,бел,Петя,пет,1,sentence,68,1
Петя,пет,Фогель,фогель,1,sentence,68,1
Белова,бел,Диммлер,диммлер,1,sentence,68,1
Диммлер,диммлер,Фогель,фогель,1,sentence,68,1
Белова,бел,Фогель,фогель,1,sentence,68,1
Граф Илья Андреич,андреич,Николая,никола,1,sentence,68,1
Жюли Карагина,караг,Ростовым,ростовым,1,sentence,68,1
Жюли Карагиной,карагин,Москвы,москв,1,sentence,68,1
Жюли,жюл,Николая,никола,1,sentence,68,1
Маменька,маменьк,Николай,николай,1,sentence,68,1
Ежели,ежел,Соней,сон,1,sentence,68,1
Рима,рим,России,росси,1,sentence,68,1
Андрея,андре,Рима,рим,1,sentence,68,1
Кондратьевна,кондратьевн,Пусти,пуст,1,sentence,68,1
Кондратьевна,кондратьевн,Наташа,наташ,1,sentence,68,1
Наташа,наташ,Пусти,пуст,1,sentence,68,1
Мавруша,мавруш,Наташа,наташ,1,sentence,68,1
Миша,миш,Немного,немного,1,sentence,68,1
Уж,уж,Фока,фок,1,sentence,68,1
Наташа,наташ,Уж,уж,1,sentence,68,1
Наташа,наташ,Фока,фок,1,sentence,68,1
Москвы,москв,Одессу,одесс,1,sentence,68,1
Schoss,schoss,Ма,ма,1,sentence,68,1
Николай,николай,Помню,помн,1,sentence,69,1
Арап,арап,Николай,николай,1,sentence,69,1
Наташа,наташ,Поля,пол,1,sentence,69,1
Nocturne,nocturne,Эдуард Карлыч,карлыч,1,sentence,69,1
Эдуард Карлыч,карлыч,Фильда,фильд,1,sentence,69,1
Nocturne,nocturne,Фильда,фильд,1,sentence,69,1
Знаешь,знаешь,Николая,никола,1,sentence,69,1
Диммлер,диммлер,Знаешь,знаешь,1,sentence,69,1
Знаешь,знаешь,Соней,сон,1,sentence,69,1
Знаешь,знаешь,Наташа,наташ,1,sentence,69,1
Диммлер,диммлер,Можно,можно,1,sentence,69,1
Ежели,ежел,Николай,николай,1,sentence,69,1
Диммлер,диммлер,Николай,николай,1,sentence,69,1
Граф Илья Андреич,андреич,Митинька,митиньк,1,sentence,69,1
Илья Андреевич,андреевич,Мелюковой,мелюков,1,sentence,69,1
Илья Андреевич,андреевич,Марьи Ивановны,ивановн,1,sentence,69,1
Schoss,schoss,Илья Андреевич,андреевич,1,sentence,69,1
Марьи Ивановны,ивановн,Мелюковой,мелюков,1,sentence,69,1
Schoss,schoss,Мелюковой,мелюков,1,sentence,69,1
Schoss,schoss,Марьи Ивановны,ивановн,1,sentence,69,1
Schoss,schoss,Николая,никола,1,sentence,69,1
Schoss,schoss,Соней,сон,1,sentence,69,1
Николай,николай,Пошел,пошел,1,sentence,69,1
Захар,захар,Пошел,пошел,1,sentence,69,1
Наташа,наташ,След,след,1,sentence,69,1
Nicolas,nicolas,Соней,сон,1,sentence,69,1
Впереди,вперед,Захар,захар,1,sentence,69,1
Дёмкина,дёмк,Косой,кос,1,sentence,69,1
Врешь,врешь,Николая,никола,1,sentence,69,1
Мелюковка,мелюковк,Мелюковым,мелюковым,1,sentence,69,1
Schoss,schoss,Николай,николай,1,sentence,69,1
Мелюковка,мелюковк,Николай,николай,1,sentence,69,1
Ваня,ван,Никита,никит,1,sentence,69,1
Диммлер,диммлер,Ростовых,ростовых,1,sentence,69,1
Кажется,кажетс,Ростовых,ростовых,1,sentence,69,1
Мелюковых,мелюковых,Отчего,отчего,1,sentence,69,1
Пелагея Даниловна Мелюкова,мелюк,Расскажите,расскажит,1,sentence,69,1
Николай,николай,Совсем,совс,1,sentence,69,1
Марьи Ивановны,ивановн,Николая,никола,1,sentence,70,1
Пелагея Даниловна,даниловн,Николая,никола,1,sentence,70,1
Пелагея Даниловна,даниловн,Марьи Ивановны,ивановн,1,sentence,70,1
Диммлер,диммлер,Марьи Ивановны,ивановн,1,sentence,70,1
Марьи Ивановны,ивановн,Наташа,наташ,1,sentence,70,1
Пелагея Даниловна,даниловн,Диммлер,диммлер,1,sentence,70,1
Пелагея Даниловна,даниловн,Наташа,наташ,1,sentence,70,1
Еслиб,еслиб,Николай,николай,1,sentence,70,1
Садись,садись,Соней,сон,1,sentence,70,1
Наташа,наташ,Садись,садись,1,sentence,70,1
Какого,какого,Наташа,наташ,1,sentence,70,1
Наташа,наташ,Непременно,непременно,1,sentence,70,1
Дуняшу,дуняш,Наташа,наташ,1,sentence,70,1
Его,его,Наташа,наташ,1,sentence,70,1
Митинька,митиньк,Николая,никола,1,sentence,71,1
Митинька,митиньк,Соней,сон,1,sentence,71,1
Андрея,андре,Граф Илья Андреич,андреич,1,sentence,71,1
Осипом Алексеевичем,алексеевич,Андрея,андре,1,sentence,72,1
Осипом Алексеевичем,алексеевич,Наташа,наташ,1,sentence,72,1
Сивцева Вражка,вражк,Иверскую,иверску,1,sentence,72,1
Иверскую,иверску,Кремлевскую,кремлевску,1,sentence,72,1
Иверскую,иверску,Москвы,москв,1,sentence,72,1
Английский,английский,Иверскую,иверску,1,sentence,72,1
Сивцева Вражка,вражк,Кремлевскую,кремлевску,1,sentence,72,1
Сивцева Вражка,вражк,Москвы,москв,1,sentence,72,1
Английский,английский,Сивцева Вражка,вражк,1,sentence,72,1
Кремлевскую,кремлевску,Москвы,москв,1,sentence,72,1
Английский,английский,Кремлевскую,кремлевску,1,sentence,72,1
Английский,английский,Москвы,москв,1,sentence,72,1
Наполеон,наполеон,России,росси,1,sentence,72,1
Елена Васильевна,васильевн,Пьеру,пьер,1,sentence,72,1
Бонапарт,бонапарт,Франц,франц,1,sentence,72,1
Астрея,астре,Ищущих Манны,манн,1,sentence,72,1
Александра,александр,Граф Илья Андреич,андреич,1,sentence,73,1
Александра,александр,Москвы,москв,1,sentence,73,1
Лысых Горах,горах,Москвы,москв,1,sentence,73,1
Амальи Евгениевны,евгениевн,Марья,марь,1,sentence,73,1
Марья,марь,Официант Филипп,филипп,1,sentence,73,1
Амальи Евгениевны,евгениевн,Официант Филипп,филипп,1,sentence,73,1
Метивье,метивь,Москвы,москв,1,sentence,74,1
Марья,марь,Николин,никол,1,sentence,74,1
Москвы,москв,Николин,никол,1,sentence,74,1
Пьеру,пьер,Чатров,чатр,1,sentence,74,1
Растопчин,растопч,Чатров,чатр,1,sentence,74,1
Лопухин,лопух,Чатров,чатр,1,sentence,74,1
Борис Друбецкой,друбецк,Чатров,чатр,1,sentence,74,1
Пьеру,пьер,Растопчин,растопч,1,sentence,74,1
Лопухин,лопух,Пьеру,пьер,1,sentence,74,1
Борис Друбецкой,друбецк,Пьеру,пьер,1,sentence,74,1
Лопухин,лопух,Растопчин,растопч,1,sentence,74,1
Борис Друбецкой,друбецк,Растопчин,растопч,1,sentence,74,1
Борис Друбецкой,друбецк,Лопухин,лопух,1,sentence,74,1
Илья Андреевич,андреевич,Москвы,москв,1,sentence,74,1
Илья Андреевич,андреевич,Борису,борис,1,sentence,74,1
Борису,борис,Растопчин,растопч,1,sentence,74,1
Николин,никол,Растопчин,растопч,1,sentence,74,1
Борису,борис,Николин,никол,1,sentence,74,1
Наполеон,наполеон,Ольденбургского,ольденбургского,1,sentence,74,1
Европы,европ,Растопчин,растопч,1,sentence,74,1
Бонапарт,бонапарт,Растопчин,растопч,1,sentence,74,1
Бонапарт,бонапарт,Европы,европ,1,sentence,74,1
Граф Илья Андреич,андреич,Ольденбургского,ольденбургского,1,sentence,74,1
Ольденбургского,ольденбургского,Предложили,предложил,1,sentence,74,1
Граф Илья Андреич,андреич,Предложили,предложил,1,sentence,74,1
Богучарово,богучарово,Точно,точно,1,sentence,74,1
Лысых Гор,гор,Точно,точно,1,sentence,74,1
Oldenbourg,oldenbourg,Борису,борис,1,sentence,74,1
Le,le,Oldenbourg,oldenbourg,1,sentence,74,1
Le,le,Борису,борис,1,sentence,74,1
Ольденбургском,ольденбургск,Растопчин,растопч,1,sentence,74,1
Mon,mon,Растопчин,растопч,1,sentence,74,1
Кажется,кажетс,Петербурге,петербург,1,sentence,74,1
"Мой
Андрюша",андрюш,России,росси,1,sentence,74,1
Изволили,изволил,Петербурге,петербург,1,sentence,74,1
Европейские,европейски,Тильзитский,тильзитский,1,sentence,74,1
Бонапарт,бонапарт,Тильзитский,тильзитский,1,sentence,74,1
Бонапарт,бонапарт,Европейские,европейски,1,sentence,74,1
Бонапарт,бонапарт,Востока,восток,1,sentence,74,1
Марья,марь,Можно,можно,1,sentence,75,1
Москвы,москв,Оттого,оттого,1,sentence,75,1
Оттого,оттого,Петербурге,петербург,1,sentence,75,1
Жюли Карагина,караг,Пьеру,пьер,1,sentence,75,1
Пошли,пошл,Пьеру,пьер,1,sentence,75,1
Ростовых,ростовых,Слышали,слышал,1,sentence,75,1
Марья,марь,Умна,умн,1,sentence,75,1
Марья,марь,Ростовы,ростов,1,sentence,75,1
Борису,борис,Марья,марь,1,sentence,76,1
Болконской,болконск,Марья,марь,1,sentence,76,1
Болконской,болконск,Жюли,жюл,1,sentence,76,1
Il,il,Борису,борис,1,sentence,76,1
Жюли,жюл,Карагиным,карагиным,1,sentence,76,1
Карагиным,карагиным,Анна Михайловна,михайловн,1,sentence,76,1
Julie,julie,Toujours,toujours,1,sentence,76,1
Ах,ах,Жюли,жюл,1,sentence,76,1
Борису,борис,Анатоль Курагин,кураг,1,sentence,76,1
Борису,борис,Курагину,курагин,1,sentence,76,1
Курагину,курагин,Москвы,москв,1,sentence,76,1
Анатоль Курагин,кураг,Курагину,курагин,1,sentence,76,1
Дом Карагиных,карагиных,Анатоль Курагин,кураг,1,sentence,76,1
Жюли,жюл,Анатоль Курагин,кураг,1,sentence,76,1
Дом Карагиных,карагиных,Курагину,курагин,1,sentence,76,1
Жюли,жюл,Курагину,курагин,1,sentence,76,1
Жюли,жюл,Дом Карагиных,карагиных,1,sentence,76,1
Julie,julie,Анна Михайловна,михайловн,1,sentence,76,1
Prince Basile,basile,Julie,julie,1,sentence,76,1
Julie,julie,Moscou,moscou,1,sentence,76,1
Julie,julie,Mon,mon,1,sentence,76,1
Julie,julie,Жюли,жюл,1,sentence,76,1
Prince Basile,basile,Анна Михайловна,михайловн,1,sentence,76,1
Moscou,moscou,Анна Михайловна,михайловн,1,sentence,76,1
Mon,mon,Анна Михайловна,михайловн,1,sentence,76,1
Prince Basile,basile,Moscou,moscou,1,sentence,76,1
Prince Basile,basile,Mon,mon,1,sentence,76,1
Prince Basile,basile,Жюли,жюл,1,sentence,76,1
Mon,mon,Moscou,moscou,1,sentence,76,1
Moscou,moscou,Жюли,жюл,1,sentence,76,1
Mon,mon,Жюли,жюл,1,sentence,76,1
Анатоля,анатол,Борису,борис,1,sentence,76,1
Анатоля,анатол,Жюли,жюл,1,sentence,76,1
Для,дл,Москвы,москв,1,sentence,76,1
Борису,борис,Для,дл,1,sentence,76,1
Борису,борис,Говорить,говорить,1,sentence,76,1
Говорить,говорить,Жюли,жюл,1,sentence,76,1
Граф Илья Андреич,андреич,Ростовых,ростовых,1,sentence,77,1
"Марьи Дмитриевны
Ахросимовой",ахросимов,Ростовых,ростовых,1,sentence,77,1
Граф Илья Андреич,андреич,"Марьи Дмитриевны
Ахросимовой",ахросимов,1,sentence,77,1
"Марьи Дмитриевны
Ахросимовой",ахросимов,Москвы,москв,1,sentence,77,1
Старой Конюшенной,конюшенн,Ростовых,ростовых,1,sentence,77,1
Марьи Дмитриевны,дмитриевн,Старой Конюшенной,конюшенн,1,sentence,77,1
Наташа,наташ,Пополнела,пополнел,1,sentence,77,1
Давно,давно,Наташа,наташ,1,sentence,77,1
Иверской,иверск,Шельме,шельм,1,sentence,77,1
Обер,обер,Шельме,шельм,1,sentence,77,1
Марьи Дмитриевны,дмитриевн,Иверской,иверск,1,sentence,77,1
Марьи Дмитриевны,дмитриевн,Обер,обер,1,sentence,77,1
Иверской,иверск,Шальме,шальм,1,sentence,77,1
Обер,обер,Шальме,шальм,1,sentence,77,1
Андрея,андре,Марьи Дмитриевны,дмитриевн,1,sentence,77,1
Лучше,лучш,Наташа,наташ,1,sentence,77,1
Граф Илья Андреич,андреич,Марьи Дмитриевны,дмитриевн,1,sentence,78,1
Ежели,ежел,Анне Семеновне,семеновн,1,sentence,78,1
Ежели,ежел,Собачью Площадку,площадк,1,sentence,78,1
Ежели,ежел,Наташа,наташ,1,sentence,78,1
Собачью Площадку,площадк,Анне Семеновне,семеновн,1,sentence,78,1
Наташа,наташ,Анне Семеновне,семеновн,1,sentence,78,1
Наташа,наташ,Собачью Площадку,площадк,1,sentence,78,1
Граф Илья Андреич,андреич,Анне Семеновне,семеновн,1,sentence,78,1
Ах,ах,Николай Ростов,рост,1,sentence,78,1
Марья,марь,Постойте,постойт,1,sentence,78,1
Наташа,наташ,Постойте,постойт,1,sentence,78,1
Марья,марь,Натали,натал,1,sentence,78,1
Марьи Дмитриевны,дмитриевн,Ростовы,ростов,1,sentence,79,1
Et Nathalie,nathalie,Соней,сон,1,sentence,79,1
России,росси,Ростовы,ростов,1,sentence,79,1
Наташа,наташ,России,росси,1,sentence,79,1
Посмотри,посмотр,Соней,сон,1,sentence,79,1
Аленина,ален,Посмотри,посмотр,1,sentence,79,1
Аленина,ален,Соней,сон,1,sentence,79,1
Борису,борис,Жюли Карагиной,карагин,1,sentence,79,1
Жюли,жюл,Жюли Карагиной,карагин,1,sentence,79,1
