token,count,rank,per_1k
ваше,40,328,0.3361
стало,40,329,0.3361
зачем,40,330,0.3361
жюли,40,331,0.3361
собой,39,332,0.3277
мать,39,333,0.3277
таким,39,334,0.3277
часто,39,335,0.3277
марьи,39,336,0.3277
стали,39,337,0.3277
ясно,39,338,0.3277
голосом,39,339,0.3277
николая,39,340,0.3277
своими,39,341,0.3277
les,39,342,0.3277
весело,38,343,0.3193
государя,38,344,0.3193
взял,38,345,0.3193
прямо,38,346,0.3193
минуты,38,347,0.3193
que,38,348,0.3193
мама,38,349,0.3193
à,38,350,0.3193
сперанский,38,351,0.3193
дом,37,352,0.3109
обратился,37,353,0.3109
нынче,37,354,0.3109
дня,37,355,0.3109
делать,37,356,0.3109
нам,37,357,0.3109
должно,37,358,0.3109
vous,37,359,0.3109
знала,37,360,0.3109
видела,37,361,0.3109
подле,36,362,0.3025
москву,36,363,0.3025
точно,36,364,0.3025
старик,36,365,0.3025
смотрела,36,366,0.3025
отчего,36,367,0.3025
лицом,36,368,0.3025
разве,36,369,0.3025
знаете,36,370,0.3025
весь,36,371,0.3025
продолжал,36,372,0.3025
d,36,373,0.3025
гостиной,35,374,0.2941
улыбнулся,35,375,0.2941
говорит,35,376,0.2941
каждый,35,377,0.2941
другие,35,378,0.2941
одного,35,379,0.2941
ростову,35,380,0.2941
любил,35,381,0.2941
берг,35,382,0.2941
выражение,34,383,0.2857
видно,34,384,0.2857
знаешь,34,385,0.2857
буду,34,386,0.2857
нею,34,387,0.2857
против,34,388,0.2857
руками,34,389,0.2857
начал,34,390,0.2857
марье,34,391,0.2857
вами,34,392,0.2857
скоро,33,393,0.2773
та,33,394,0.2773
вся,33,395,0.2773
глаз,33,396,0.2773
слово,33,397,0.2773
лице,33,398,0.2773
такой,33,399,0.2773
правда,33,400,0.2773
других,33,401,0.2773
бориса,33,402,0.2773
той,33,403,0.2773
петербурге,33,404,0.2773
гостей,33,405,0.2773
думать,33,406,0.2773
вечер,33,407,0.2773
графини,33,408,0.2773
наташей,33,409,0.2773
nous,33,410,0.2773
собак,33,411,0.2773
анна,32,412,0.2689
сидела,32,413,0.2689
взгляд,32,414,0.2689
увидав,32,415,0.2689
пор,32,416,0.2689
ними,32,417,0.2689
радостно,32,418,0.2689
бог,32,419,0.2689
молча,32,420,0.2689
жить,32,421,0.2689
почему,32,422,0.2689
слишком,32,423,0.2689
анатоля,32,424,0.2689
молодой,31,425,0.2605
платье,31,426,0.2605
чуть,31,427,0.2605
ноги,31,428,0.2605
этому,31,429,0.2605
старого,31,430,0.2605
стояли,31,431,0.2605
должны,31,432,0.2605
какая,31,433,0.2605
петербург,31,434,0.2605
стороны,31,435,0.2605
быстро,31,436,0.2605
иногда,31,437,0.2605
стараясь,31,438,0.2605
гостиную,30,439,0.2521
дать,30,440,0.2521
брат,30,441,0.2521
брата,30,442,0.2521
бывает,30,443,0.2521
думаю,30,444,0.2521
год,30,445,0.2521
вечером,30,446,0.2521
если,30,447,0.2521
тысяч,30,448,0.2521
княжны,30,449,0.2521
уехал,30,450,0.2521
письма,30,451,0.2521
поехал,30,452,0.2521
чувствовала,30,453,0.2521
une,30,454,0.2521
отвечала,30,455,0.2521
домой,29,456,0.2437
закричал,29,457,0.2437
взглянул,29,458,0.2437
прошу,29,459,0.2437
мало,29,460,0.2437
крикнул,29,461,0.2437
встал,29,462,0.2437
знать,29,463,0.2437
любить,29,464,0.2437
обеда,29,465,0.2437
самого,29,466,0.2437
знает,29,467,0.2437
середине,29,468,0.2437
вопрос,29,469,0.2437
узнал,29,470,0.2437
вышла,29,471,0.2437
начала,29,472,0.2437
сперанского,29,473,0.2437
го,28,474,0.2353
наконец,28,475,0.2353
боже,28,476,0.2353
лет,28,477,0.2353
проговорил,28,478,0.2353
спрашивал,28,479,0.2353
любовь,28,480,0.2353
каким,28,481,0.2353
шопотом,28,482,0.2353
жены,28,483,0.2353
сел,28,484,0.2353
голоса,28,485,0.2353
невольно,28,486,0.2353
мной,28,487,0.2353
хотелось,28,488,0.2353
je,28,489,0.2353
en,28,490,0.2353
весьма,28,491,0.2353
поспешно,27,492,0.2269
прелесть,27,493,0.2269
таки,27,494,0.2269
взглядом,27,495,0.2269
которому,27,496,0.2269
видом,27,497,0.2269
одну,27,498,0.2269
последнее,27,499,0.2269
зная,27,500,0.2269
слушал,27,501,0.2269
двух,27,502,0.2269
мысли,27,503,0.2269
такого,27,504,0.2269
тихо,27,505,0.2269
княжне,27,506,0.2269
сони,27,507,0.2269
какое,27,508,0.2269
головой,26,509,0.2184
соне,26,510,0.2184
такие,26,511,0.2184
хочешь,26,512,0.2184
спросила,26,513,0.2184
mon,26,514,0.2184
страшно,26,515,0.2184
собою,26,516,0.2184
мире,26,517,0.2184
генерал,26,518,0.2184
особенности,26,519,0.2184
случилось,26,520,0.2184
другое,25,521,0.21
соней,25,522,0.21
просто,25,523,0.21
любит,25,524,0.21
видал,25,525,0.21
предложение,25,526,0.21
бале,25,527,0.21
хороша,25,528,0.21
кажется,25,529,0.21
новое,25,530,0.21
всякий,25,531,0.21
глазах,25,532,0.21
остановился,25,533,0.21
пока,25,534,0.21
тяжело,25,535,0.21
понял,25,536,0.21
такою,25,537,0.21
тобой,25,538,0.21
общества,25,539,0.21
свете,25,540,0.21
мысль,25,541,0.21
бога,25,542,0.21
свет,25,543,0.21
qui,25,544,0.21
лошади,24,545,0.2016
желая,24,546,0.2016
могли,24,547,0.2016
вокруг,24,548,0.2016
послышался,24,549,0.2016
понимаю,24,550,0.2016
a,24,551,0.2016
странно,24,552,0.2016
милый,24,553,0.2016
денег,24,554,0.2016
право,24,555,0.2016
вечера,24,556,0.2016
боюсь,24,557,0.2016
место,24,558,0.2016
ожидая,24,559,0.2016
твердо,24,560,0.2016
сколько,24,561,0.2016
хочет,24,562,0.2016
женщины,24,563,0.2016
девушка,24,564,0.2016
соню,24,565,0.2016
жалко,24,566,0.2016
указывая,24,567,0.2016
неужели,24,568,0.2016
неприятно,24,569,0.2016
желал,24,570,0.2016
дочери,24,571,0.2016
графу,23,572,0.1932
ростовы,23,573,0.1932
места,23,574,0.1932
рада,23,575,0.1932
какие,23,576,0.1932
скажу,23,577,0.1932
имел,23,578,0.1932
такая,23,579,0.1932
рад,23,580,0.1932
самое,23,581,0.1932
вошла,23,582,0.1932
самой,23,583,0.1932
мимо,23,584,0.1932
жил,23,585,0.1932
виноват,23,586,0.1932
получил,23,587,0.1932
лошадей,23,588,0.1932
заметил,23,589,0.1932
вполне,23,590,0.1932
bourienne,23,591,0.1932
марш,23,592,0.1932
собаки,23,593,0.1932
дядюшки,23,594,0.1932
наш,22,595,0.1848
новые,22,596,0.1848
вера,22,597,0.1848
около,22,598,0.1848
хотела,22,599,0.1848
сын,22,600,0.1848
деньги,22,601,0.1848
оглянулся,22,602,0.1848
стола,22,603,0.1848
князем,22,604,0.1848
здоровье,22,605,0.1848
смотреть,22,606,0.1848
завтра,22,607,0.1848
un,22,608,0.1848
подошла,22,609,0.1848
ce,22,610,0.1848
pas,22,611,0.1848
добродетели,22,612,0.1848
верно,22,613,0.1848
повторил,22,614,0.1848
говорю,22,615,0.1848
читал,22,616,0.1848
lle,22,617,0.1848
волка,22,618,0.1848
прибавил,21,619,0.1764
никому,21,620,0.1764
залу,21,621,0.1764
слезы,21,622,0.1764
месте,21,623,0.1764
поцеловал,21,624,0.1764
хочу,21,625,0.1764
одним,21,626,0.1764
шагами,21,627,0.1764
оба,21,628,0.1764
долоховым,21,629,0.1764
посмотрел,21,630,0.1764
слышал,21,631,0.1764
могло,21,632,0.1764
приезда,21,633,0.1764
другого,21,634,0.1764
понять,21,635,0.1764
говорите,21,636,0.1764
старался,21,637,0.1764
испытывал,21,638,0.1764
году,21,639,0.1764
рублей,21,640,0.1764
любила,21,641,0.1764
главное,21,642,0.1764
n,21,643,0.1764
кричал,20,644,0.168
никого,20,645,0.168
успел,20,646,0.168
радости,20,647,0.168
петя,20,648,0.168
взяв,20,649,0.168
знали,20,650,0.168
вчера,20,651,0.168
ожидал,20,652,0.168
армии,20,653,0.168
общество,20,654,0.168
просить,20,655,0.168
пять,20,656,0.168
самых,20,657,0.168
прошел,20,658,0.168
испуганно,20,659,0.168
сели,20,660,0.168
императора,20,661,0.168
равно,20,662,0.168
самый,20,663,0.168
самом,20,664,0.168
оттого,20,665,0.168
считал,20,666,0.168
спокойно,20,667,0.168
села,20,668,0.168
минут,20,669,0.168
масон,20,670,0.168
разговора,20,671,0.168
обращаясь,20,672,0.168
братьев,20,673,0.168
ума,20,674,0.168
чистое,20,675,0.168
вернулся,19,676,0.1596
дороги,19,677,0.1596
богу,19,678,0.1596
числе,19,679,0.1596
слезами,19,680,0.1596
глупости,19,681,0.1596
скорее,19,682,0.1596
государю,19,683,0.1596
напротив,19,684,0.1596
вспомнил,19,685,0.1596
просил,19,686,0.1596
говорят,19,687,0.1596
причины,19,688,0.1596
сидели,19,689,0.1596
чувства,19,690,0.1596
петербурга,19,691,0.1596
слов,19,692,0.1596
наполеон,19,693,0.1596
будут,19,694,0.1596
выражением,19,695,0.1596
дам,19,696,0.1596
легко,19,697,0.1596
ближе,19,698,0.1596
кабинет,19,699,0.1596
поди,19,700,0.1596
всеми,19,701,0.1596
стояла,19,702,0.1596
подумала,19,703,0.1596
света,19,704,0.1596
дурно,19,705,0.1596
счастье,19,706,0.1596
остановилась,19,707,0.1596
кем,19,708,0.1596
состоянии,19,709,0.1596
графине,19,710,0.1596
пошла,19,711,0.1596
лакей,18,712,0.1512
сиятельство,18,713,0.1512
василий,18,714,0.1512
понимал,18,715,0.1512
серьезно,18,716,0.1512
самые,18,717,0.1512
замуж,18,718,0.1512
смотрели,18,719,0.1512
сказали,18,720,0.1512
рассказывал,18,721,0.1512
отъезда,18,722,0.1512
другую,18,723,0.1512
деле,18,724,0.1512
честь,18,725,0.1512
гости,18,726,0.1512
большой,18,727,0.1512
ходить,18,728,0.1512
вновь,18,729,0.1512
самым,18,730,0.1512
первых,18,731,0.1512
отвечая,18,732,0.1512
иди,18,733,0.1512
страх,18,734,0.1512
десять,18,735,0.1512
мыслей,18,736,0.1512
пришел,18,737,0.1512
иметь,18,738,0.1512
руке,18,739,0.1512
нашел,18,740,0.1512
сначала,18,741,0.1512
ногами,18,742,0.1512
речь,18,743,0.1512
которыми,18,744,0.1512
павловна,18,745,0.1512
данило,18,746,0.1512
охотник,18,747,0.1512
балага,18,748,0.1512
конце,17,749,0.1428
кабинете,17,750,0.1428
сани,17,751,0.1428
молодого,17,752,0.1428
вероятно,17,753,0.1428
кому,17,754,0.1428
счастия,17,755,0.1428
оглядываясь,17,756,0.1428
ужасно,17,757,0.1428
взяла,17,758,0.1428
итти,17,759,0.1428
всей,17,760,0.1428
коли,17,761,0.1428
сюда,17,762,0.1428
хоть,17,763,0.1428
белом,17,764,0.1428
часть,17,765,0.1428
первое,17,766,0.1428
изредка,17,767,0.1428
отыскивая,17,768,0.1428
чувствуя,17,769,0.1428
сердито,17,770,0.1428
столу,17,771,0.1428
читать,17,772,0.1428
волнения,17,773,0.1428
пьером,17,774,0.1428
именно,17,775,0.1428
женщин,17,776,0.1428
крик,17,777,0.1428
наши,17,778,0.1428
ти,17,779,0.1428
оно,17,780,0.1428
спать,17,781,0.1428
mais,17,782,0.1428
раза,17,783,0.1428
увидала,17,784,0.1428
ne,17,785,0.1428
выйти,17,786,0.1428
немного,17,787,0.1428
человеком,17,788,0.1428
молодые,17,789,0.1428
сами,17,790,0.1428
приедет,17,791,0.1428
дочь,17,792,0.1428
положение,17,793,0.1428
желаю,17,794,0.1428
принял,17,795,0.1428
андреем,17,796,0.1428
улыбнулась,17,797,0.1428
болконский,17,798,0.1428
курагин,17,799,0.1428
приехали,16,800,0.1344
вон,16,801,0.1344
сторон,16,802,0.1344
отвечать,16,803,0.1344
почувствовал,16,804,0.1344
выше,16,805,0.1344
жениться,16,806,0.1344
смеясь,16,807,0.1344
шагов,16,808,0.1344
продолжала,16,809,0.1344
делал,16,810,0.1344
туда,16,811,0.1344
зале,16,812,0.1344
клуба,16,813,0.1344
женою,16,814,0.1344
душа,16,815,0.1344
целый,16,816,0.1344
солдат,16,817,0.1344
ночь,16,818,0.1344
шел,16,819,0.1344
другим,16,820,0.1344
впереди,16,821,0.1344
дал,16,822,0.1344
безухова,16,823,0.1344
слушая,16,824,0.1344
могут,16,825,0.1344
часов,16,826,0.1344
чему,16,827,0.1344
руках,16,828,0.1344
неожиданно,16,829,0.1344
м,16,830,0.1344
хуже,16,831,0.1344
княжну,16,832,0.1344
du,16,833,0.1344
доктор,16,834,0.1344
вслед,16,835,0.1344
положении,16,836,0.1344
петь,16,837,0.1344
проговорила,16,838,0.1344
счастие,16,839,0.1344
заметила,16,840,0.1344
цели,16,841,0.1344
ритор,16,842,0.1344
говоря,16,843,0.1344
рукой,16,844,0.1344
зло,16,845,0.1344
вижу,16,846,0.1344
москвы,15,847,0.126
лошадь,15,848,0.126
также,15,849,0.126
дальше,15,850,0.126
одном,15,851,0.126
старая,15,852,0.126
писал,15,853,0.126
утро,15,854,0.126
николинька,15,855,0.126
говори,15,856,0.126
диване,15,857,0.126
навсегда,15,858,0.126
сделала,15,859,0.126
однако,15,860,0.126
мундире,15,861,0.126
чувствовать,15,862,0.126
обществе,15,863,0.126
скажи,15,864,0.126
багратион,15,865,0.126
скажите,15,866,0.126
трудно,15,867,0.126
дорогу,15,868,0.126
окна,15,869,0.126
внимание,15,870,0.126
другими,15,871,0.126
мое,15,872,0.126
верить,15,873,0.126
двумя,15,874,0.126
ею,15,875,0.126
кончено,15,876,0.126
лежал,15,877,0.126
матерью,15,878,0.126
молодых,15,879,0.126
решил,15,880,0.126
речи,15,881,0.126
образ,15,882,0.126
навстречу,15,883,0.126
понимая,15,884,0.126
барышня,15,885,0.126
моей,15,886,0.126
николаю,15,887,0.126
духа,15,888,0.126
частью,15,889,0.126
слышать,15,890,0.126
трех,15,891,0.126
перебил,15,892,0.126
бывало,15,893,0.126
боялся,15,894,0.126
цель,15,895,0.126
другом,15,896,0.126
ложе,15,897,0.126
счастлива,15,898,0.126
ростовой,15,899,0.126
волк,15,900,0.126
крыльцо,14,901,0.1176
передней,14,902,0.1176
большую,14,903,0.1176
михайловна,14,904,0.1176
ждал,14,905,0.1176
шаги,14,906,0.1176
всякую,14,907,0.1176
рядом,14,908,0.1176
счастлив,14,909,0.1176
улыбка,14,910,0.1176
мужчина,14,911,0.1176
мужчины,14,912,0.1176
помнишь,14,913,0.1176
пускай,14,914,0.1176
дурак,14,915,0.1176
иначе,14,916,0.1176
неловко,14,917,0.1176
боялась,14,918,0.1176
никак,14,919,0.1176
души,14,920,0.1176
влюблена,14,921,0.1176
таких,14,922,0.1176
людям,14,923,0.1176
болконского,14,924,0.1176
сказав,14,925,0.1176
большое,14,926,0.1176
решительно,14,927,0.1176
приятно,14,928,0.1176
действительно,14,929,0.1176
опустив,14,930,0.1176
дуэли,14,931,0.1176
ростовым,14,932,0.1176
имеет,14,933,0.1176
принять,14,934,0.1176
держал,14,935,0.1176
дни,14,936,0.1176
сторону,14,937,0.1176
смерть,14,938,0.1176
представлялось,14,939,0.1176
робко,14,940,0.1176
жена,14,941,0.1176
des,14,942,0.1176
неделю,14,943,0.1176
ваш,14,944,0.1176
ma,14,945,0.1176
ребенка,14,946,0.1176
дороге,14,947,0.1176
холодно,14,948,0.1176
бал,14,949,0.1176
играть,14,950,0.1176
отцом,14,951,0.1176
столом,14,952,0.1176
нечего,14,953,0.1176
приехать,14,954,0.1176
последний,14,955,0.1176
офицер,14,956,0.1176
смерти,14,957,0.1176
me,14,958,0.1176
наших,14,959,0.1176
необходимо,14,960,0.1176
возможность,14,961,0.1176
вилларский,14,962,0.1176
ордена,14,963,0.1176
pour,14,964,0.1176
se,14,965,0.1176
называл,14,966,0.1176
бонапарте,14,967,0.1176
деревне,14,968,0.1176
далеко,14,969,0.1176
александр,14,970,0.1176
другая,14,971,0.1176
перонская,14,972,0.1176
илагин,14,973,0.1176
угол,13,974,0.1092
чаю,13,975,0.1092
первая,13,976,0.1092
поздно,13,977,0.1092
вопросы,13,978,0.1092
силах,13,979,0.1092
всему,13,980,0.1092
одни,13,981,0.1092
показалось,13,982,0.1092
словом,13,983,0.1092
борису,13,984,0.1092
громко,13,985,0.1092
хорош,13,986,0.1092
встала,13,987,0.1092
вернувшись,13,988,0.1092
бывал,13,989,0.1092
воли,13,990,0.1092
лицами,13,991,0.1092
сыном,13,992,0.1092
часу,13,993,0.1092
солдаты,13,994,0.1092
близко,13,995,0.1092
строго,13,996,0.1092
залы,13,997,0.1092
груди,13,998,0.1092
cher,13,999,0.1092
вместо,13,1000,0.1092
т,13,1001,0.1092
верю,13,1002,0.1092
значит,13,1003,0.1092
утра,13,1004,0.1092
ночи,13,1005,0.1092
позвольте,13,1006,0.1092
блестящими,13,1007,0.1092
грустно,13,1008,0.1092
плечами,13,1009,0.1092
этою,13,1010,0.1092
женщина,13,1011,0.1092
горя,13,1012,0.1092
виновата,13,1013,0.1092
dans,13,1014,0.1092
силой,13,1015,0.1092
офицеров,13,1016,0.1092
мира,13,1017,0.1092
отцу,13,1018,0.1092
марью,13,1019,0.1092
шла,13,1020,0.1092
вследствие,13,1021,0.1092
книгу,13,1022,0.1092
сестру,13,1023,0.1092
черными,13,1024,0.1092
приезд,13,1025,0.1092
дней,13,1026,0.1092
новой,13,1027,0.1092
звуки,13,1028,0.1092
сердце,13,1029,0.1092
полк,13,1030,0.1092
ногу,13,1031,0.1092
господа,13,1032,0.1092
карты,13,1033,0.1092
судить,13,1034,0.1092
братство,13,1035,0.1092
великий,13,1036,0.1092
au,13,1037,0.1092
général,13,1038,0.1092
обедать,13,1039,0.1092
лиц,13,1040,0.1092
какою,13,1041,0.1092
видала,13,1042,0.1092
гончих,13,1043,0.1092
диммлер,13,1044,0.1092
дмитриевны,13,1045,0.1092
ехал,12,1046,0.1008
дому,12,1047,0.1008
поднял,12,1048,0.1008
грудь,12,1049,0.1008
платья,12,1050,0.1008
голосов,12,1051,0.1008
отлично,12,1052,0.1008
пожалуста,12,1053,0.1008
никакого,12,1054,0.1008
спрашивала,12,1055,0.1008
говоришь,12,1056,0.1008
показалась,12,1057,0.1008
столько,12,1058,0.1008
пойду,12,1059,0.1008
первую,12,1060,0.1008
проводил,12,1061,0.1008
вспоминал,12,1062,0.1008
клубе,12,1063,0.1008
ходил,12,1064,0.1008
редко,12,1065,0.1008
батюшка,12,1066,0.1008
оттуда,12,1067,0.1008
велел,12,1068,0.1008
офицеры,12,1069,0.1008
рода,12,1070,0.1008
столь,12,1071,0.1008
толпу,12,1072,0.1008
диван,12,1073,0.1008
помощи,12,1074,0.1008
поле,12,1075,0.1008
готово,12,1076,0.1008
отворилась,12,1077,0.1008
нашей,12,1078,0.1008
ног,12,1079,0.1008
жене,12,1080,0.1008
вид,12,1081,0.1008
передать,12,1082,0.1008
делах,12,1083,0.1008
одною,12,1084,0.1008
забыть,12,1085,0.1008
вздор,12,1086,0.1008
сравнении,12,1087,0.1008
моих,12,1088,0.1008
заплакала,12,1089,0.1008
верил,12,1090,0.1008
посмотрела,12,1091,0.1008
маленькой,12,1092,0.1008
слышала,12,1093,0.1008
сзади,12,1094,0.1008
волос,12,1095,0.1008
страха,12,1096,0.1008
наше,12,1097,0.1008
николаем,12,1098,0.1008
девушки,12,1099,0.1008
понимать,12,1100,0.1008
находился,12,1101,0.1008
танцовать,12,1102,0.1008
услыхал,12,1103,0.1008
правду,12,1104,0.1008
вышли,12,1105,0.1008
менее,12,1106,0.1008
записку,12,1107,0.1008
необходимость,12,1108,0.1008
мною,12,1109,0.1008
должна,12,1110,0.1008
одному,12,1111,0.1008
людьми,12,1112,0.1008
казался,12,1113,0.1008
мою,12,1114,0.1008
женой,12,1115,0.1008
ждать,12,1116,0.1008
